SuperWEB2(tm)

"Labour Force - Census 1996-2011"
"South Africa by 2011 Electoral Wards by Employment status (official)"
"Counting: Person weighted"

Filters:
"Default Summation","Person weighted"

"Employment status (official)","Employed","Unemployed","Discouraged work-seeker","Not economically active","Unspecified","Not applicable","Total",
"South Africa by 2011 Electoral Wards",
"52606019: Ward 19",1839.055734,1289.924836,494.2274,1658.235673,2.2784,3287.294885,8571.016928,
"52606020: Ward 20",979.471048,3699.260998,480.56609,6746.053744,7.966,9777.713583,21691.031463,
"52606021: Ward 21",2367.609296,3937.806629,236.54705,6798.50267,11.392,10200.626411,23552.484056,
"52606022: Ward 22",5761.196448,2820.61836,206.89555,4349.384593,8.0611,6951.712543,20097.868594,
"52606023: Ward 23",554.430527,1764.138522,576.51335,6935.132462,21.6427,9352.011915,19203.869476,
"52606024: Ward 24",656.267414,2297.333396,325.54598,7575.265276,34.1718,11280.065783,22168.649649,
"52701001: Ward 1",1160.303207,1576.674984,71.22242,3989.33739,1.1392,5222.905901,12021.583102,
"52701002: Ward 2",1701.537647,1362.246687,686.24583,5829.500043,165.1315,7567.242519,17311.904226,
"52701003: Ward 3",2689.239144,3212.067247,463.13482,10892.719464,39.9683,14577.084966,31874.213941,
"52701004: Ward 4",2160.135554,4023.7586,670.95353,10499.432197,22.85664,13236.285867,30613.422388,
"52701005: Ward 5",3141.559639,2656.632818,523.91875,9764.44564,7.9744,12778.437805,28872.969052,
"52701006: Ward 6",1008.995203,1970.425379,2092.88506,9786.565141,12.5207,13753.212246,28624.603729,
"52701007: Ward 7",1718.964107,2823.016016,463.77295,11994.55208,132.1136,15262.204073,32394.622826,
"52701008: Ward 8",1351.627737,2213.622303,852.60923,9180.745172,56.9537,11265.313144,24920.871286,
"52701009: Ward 9",1092.696237,1912.98947,1154.99114,12559.573424,119.5971,14944.038321,31783.885692,
"52701010: Ward 10",1278.57572,2647.976724,442.74302,7560.114042,0,9745.624754,21675.03426,
"52701011: Ward 11",1432.792915,2194.360867,444.68428,7439.802732,5.696,9344.234974,20861.571768,
"52701012: Ward 12",637.31364,1512.237598,372.88507,5987.888056,29.6171,7419.185404,15959.126868,
"52701013: Ward 13",737.754662,1631.963348,1233.10813,10388.903518,1.1371,14241.365586,28234.232344,
"52701014: Ward 14",787.329477,1381.869525,1136.2203,8475.94096,9.1094,12002.692678,23793.16234,
"52701015: Ward 15",1593.807213,2577.973133,494.89261,11995.412395,5.6918,14763.081441,31430.858592,
"52701016: Ward 16",1575.492455,1818.639792,728.93808,8630.512128,77.4425,11100.118195,23931.14315,
"52701017: Ward 17",2238.156831,2702.210909,483.89895,7565.407334,9.1094,10614.855462,23613.638886,
"52702001: Ward 1",2159.909726,2494.716294,257.84712,8019.304287,35.3378,10672.427594,23639.542821,
"52702002: Ward 2",2878.46078,3646.775695,597.81122,8209.542647,4.5547,12195.227435,27532.372477,
"52702003: Ward 3",652.490078,1589.137726,538.52999,9167.175647,14.8075,12298.297708,24260.438649,
"52702004: Ward 4",971.099173,1740.736343,630.5833,8809.310531,10.2381,11771.38572,23933.353167,
"52702005: Ward 5",1816.508324,2747.324985,1229.74364,10305.228999,3.4155,13753.15408,29855.375528,
"52702006: Ward 6",1189.98012,2073.625873,381.35996,8134.881393,12.5249,10471.262874,22263.63512,
"52702007: Ward 7",5043.3597,2943.885744,322.17791,6760.88427,34.1697,9026.82673,24131.304054,
"52702008: Ward 8",1252.982641,2009.210389,396.13542,8208.695376,7.9744,10079.620742,21954.618968,
"52702009: Ward 9",1080.130156,2275.860452,827.11288,11483.894198,4.5568,14308.663825,29980.218311,
"52702010: Ward 10",993.513245,1301.212279,1284.83338,11496.658209,25.0561,14236.214918,29337.488131,
"52702011: Ward 11",1950.248789,1530.088401,500.01695,10434.254342,0,12927.773377,27342.381859,
"52702012: Ward 12",1628.350072,2321.709511,1143.2029,10117.286026,2.2784,14327.858595,29540.685504,
"52702013: Ward 13",1137.994563,1639.061015,979.81461,7424.201268,1.1392,10432.568055,21614.778711,
"52702014: Ward 14",3154.42837,2579.202115,656.34692,10765.026589,2.2784,14374.058547,31531.340941,
"52702015: Ward 15",711.195897,1970.977865,448.81813,10537.263678,5.696,12725.145784,26399.097354,
"52702016: Ward 16",1263.800495,1644.061233,331.03082,11295.120547,12.5144,13828.081035,28374.60853,
"52702017: Ward 17",1453.835103,1590.242382,830.85503,12497.002582,13.6557,16941.053763,33326.64456,
"52702018: Ward 18",976.329142,1735.439156,564.47653,8689.905812,1.1392,11646.81891,23614.10875,
"52702019: Ward 19",791.670633,1388.646289,632.75661,10637.396325,14.7991,12868.442916,26333.711873,
"52702020: Ward 20",4276.332579,2075.683497,239.48562,4784.040732,17.088,6097.089039,17489.719467,
"52703001: Ward 1",1128.470539,2211.604833,758.75348,10469.157193,33.0284,13430.821403,28031.835848,
"52703002: Ward 2",1907.631258,1828.570714,374.9404,8521.417101,19.3622,11196.133242,23848.054915,
"52703003: Ward 3",9402.777653,601.068608,174.55901,2287.698808,44.9355,3524.872148,16035.911727,
"52703004: Ward 4",1349.143508,2472.250763,884.474,9146.019523,55.7746,13773.912969,27681.575363,
"52704001: Ward 1",949.126058,2410.322201,623.90587,7548.118103,1.1392,9943.281812,21475.893244,
"52704002: Ward 2",1996.254826,1538.443534,396.14975,2927.814131,20.5613,4432.295154,11311.518695,
"52704003: Ward 3",2450.809374,3535.636379,982.36949,11624.998142,58.0866,16286.495855,34938.39584,
"52704004: Ward 4",822.793405,2881.066419,805.02941,11756.931007,1.1392,16135.668959,32402.6284,
"52704005: Ward 5",869.024933,2623.289326,284.42538,8038.848037,11.3794,12100.035898,23927.002974,
"52704006: Ward 6",835.020496,2316.793521,605.96771,8704.934366,1.1392,12623.18292,25087.038213,
"52704007: Ward 7",1018.023271,1282.617411,546.64088,8755.632263,3.4155,11425.371312,23031.700637,
"52704008: Ward 8",2032.925914,3306.950893,477.60474,12211.802447,14.7928,16952.636383,34996.713177,
"52705001: Ward 1",5113.646017,1545.129613,93.03297,3329.749806,8.0033,5369.74539,15459.307096,
"52705002: Ward 2",5487.289594,3970.700992,369.89265,8724.851319,0,11996.319633,30549.054188,
"52705003: Ward 3",5897.635133,4500.273385,975.92856,8358.275472,24.2122,13126.933372,32883.258122,
"52705004: Ward 4",5053.617658,1586.662294,59.08745,4141.118175,29.0023,5984.803158,16854.291035,
"52705005: Ward 5",5186.86554,554.578337,81.17909,1545.386247,42.7284,3104.067525,10514.805139,
"52705006: Ward 6",4210.461889,3210.713233,383.2936,7148.975256,9.309,10169.367821,25132.120799,
"52705007: Ward 7",1170.303613,2867.704992,325.09629,13355.247827,13.662,15999.135085,33731.149807,
"52705008: Ward 8",1882.748211,2874.015535,707.37108,8784.323126,15.9236,12076.952555,26341.334107,
"52705009: Ward 9",1064.680994,2052.400899,390.13555,7415.298453,1.1392,9911.295471,20834.950567,
"52705010: Ward 10",1317.050121,2157.133662,531.81195,7996.659348,6.8352,10528.999948,22538.490229,
"52705011: Ward 11",809.230371,1449.279084,170.79362,6201.961667,1.1392,7415.532194,16047.936136,
"52705012: Ward 12",1232.968471,3321.53384,477.97384,7515.061751,1.1392,11068.918896,23617.595998,
"52705013: Ward 13",960.451439,1329.019915,110.75498,4289.036678,0,5021.947823,11711.210835,
"52705014: Ward 14",1140.163606,1629.935975,347.4366,7236.981714,7.9597,8833.595449,19196.073044,
"52705015: Ward 15",948.952237,2059.094792,193.50965,9656.215603,9.1136,12227.147724,25094.033606,
"52705016: Ward 16",1965.044286,3424.307798,409.11829,10034.970524,2.2784,13403.747237,29239.466535,
"52705017: Ward 17",1975.232441,2171.500191,400.84805,10152.312757,22.7798,13105.445699,27828.118938,
"52705018: Ward 18",1715.832759,2505.211535,894.85224,11115.128599,1.1392,15011.42841,31243.592743,
"52705019: Ward 19",907.041028,2150.874232,451.62365,12085.894065,3.4155,15387.938178,30986.786653,
"52801001: Ward 1",1368.108982,2597.202257,337.29116,4858.02665,1.1371,7819.892107,16981.658256,
"52801002: Ward 2",6370.14954,1182.559029,167.51778,3431.243173,27.48013,4599.532148,15778.4818,
"52801003: Ward 3",3598.143376,2463.205007,677.21775,6453.702483,1.1371,8696.010644,21889.41636,
"52801004: Ward 4",4427.504765,4352.581591,669.67236,9269.528847,0,12619.771355,31339.058918,
"52801005: Ward 5",2114.011562,2028.352911,467.96684,3673.4171,0,5705.406583,13989.154996,
"52801006: Ward 6",3601.72809,3123.873136,118.14902,3907.333088,1.1392,6387.092296,17139.31483,
"52801007: Ward 7",2013.18659,2415.461498,599.45088,5996.559065,7.9723,7963.679114,18996.309447,
"52801008: Ward 8",2710.052177,2501.749861,1041.99179,7185.547208,1.1392,9740.644823,23181.125059,
"52801009: Ward 9",3285.915667,4851.793779,262.08778,12258.202418,4.5547,15845.637314,36508.191658,
"52801010: Ward 10",1118.515674,1959.670853,253.43785,5927.008842,2.2784,7871.000496,17131.912115,
"52801011: Ward 11",2496.38977,1972.302458,487.24425,6911.173619,28.7541,8095.39862,19991.262817,
"52801012: Ward 12",1488.841776,2959.52869,319.92812,7823.389627,2.2784,10119.732647,22713.69926,
"52801013: Ward 13",633.137401,1569.409328,306.10632,6386.048333,0,8703.28632,17597.987702,
"52801014: Ward 14",3026.022858,2814.842766,710.97132,4271.249562,0,6860.894291,17683.980797,
"52801015: Ward 15",2417.941321,4009.077486,585.55471,12698.322462,14.8054,15644.499979,35370.201358,
"52802001: Ward 1",9357.229621,2265.166661,137.23523,5446.878676,38.1217,7697.844776,24942.476664,
"52802002: Ward 2",13370.821763,1474.26782,74.06568,5712.568159,20.0324,6617.128978,27268.8848,
"52802003: Ward 3",10637.876096,775.610579,122.11504,5389.793684,30.9535,5902.315862,22858.664761,
"52802004: Ward 4",7624.910465,2142.996897,933.05139,4834.861139,14.3364,7970.128391,23520.284682,
"52802005: Ward 5",10624.564121,7606.808083,921.65562,11362.966609,72.0003,16882.08316,47470.077893,
"52802006: Ward 6",6063.840581,5521.888014,263.4692,7920.84268,14.952,11323.765512,31108.757987,
"52802007: Ward 7",3402.701416,3528.144966,387.37878,3443.00833,0,5010.193916,15771.427408,
"52802008: Ward 8",3573.988605,2461.429084,105.4284,4245.767761,52.1846,5039.824141,15478.622591,
"52802009: Ward 9",10890.706317,1460.283791,541.39258,6005.407786,35.18,7793.986859,26726.957333,
"52802010: Ward 10",2509.564037,4236.013295,340.46892,8488.860628,3.4155,10037.205082,25615.527462,
"52802011: Ward 11",2249.79297,4153.585878,818.8454,10250.021852,3.4176,13028.538735,30504.202435,
"52802012: Ward 12",5465.097835,4070.707608,348.55812,6666.957759,22.1571,10022.628296,26596.106718,
"52802013: Ward 13",3978.03777,5182.585987,942.01627,9241.54319,0,14421.7255,33765.908717,
"52802014: Ward 14",5484.920349,4610.684955,680.2763,6335.185486,5.696,10675.311689,27792.074779,
"52802015: Ward 15",4526.795344,4259.955954,653.11057,7866.796489,2.2784,11176.33835,28485.275107,
"52802016: Ward 16",4732.925481,2543.503145,490.69079,4046.792053,2.3073,6348.881025,18165.099794,
"52802017: Ward 17",7877.048596,2823.826494,304.713,6351.432847,11.4787,8376.121496,25744.621133,
"52802018: Ward 18",5472.535996,6051.935221,1499.89834,10000.072226,3.4176,15963.929946,38991.789329,
"52802019: Ward 19",7195.114135,4242.631062,463.01431,5705.33714,16.0313,9232.83599,26854.963937,
"52802020: Ward 20",7237.839048,4386.375839,201.95454,6746.802132,1.1681,8889.21038,27463.350039,
"52802021: Ward 21",5540.455942,2777.34821,361.55426,5546.280696,17.1458,6323.186669,20565.971577,
"52802022: Ward 22",4914.979854,3806.885296,188.23697,5373.99234,8.0322,8330.600855,22622.727515,
"52802023: Ward 23",12210.074128,903.232671,112.52479,5051.696435,122.503,6342.899576,24742.9306,
"52802024: Ward 24",9720.094373,4044.543311,361.1678,10803.036858,3.502,10775.67892,35708.023262,
"52802025: Ward 25",4998.29997,5945.776641,808.17536,9686.656909,5.6939,13282.327039,34726.929819,
"52802026: Ward 26",11525.687383,1826.12442,120.33119,7490.521625,10.2528,9081.570021,30054.487439,
"52802027: Ward 27",7421.890996,3163.273955,150.08671,5681.5423,1.1392,8425.691321,24843.624482,
"52802028: Ward 28",5227.182541,2642.435738,183.11574,4581.499115,3.4176,6429.603415,19067.254149,
"52802029: Ward 29",5512.047586,5587.048665,271.31375,11504.200069,7.9618,14851.821343,37734.393213,
"52802030: Ward 30",2625.702857,2023.924004,162.46824,12185.044142,3.4176,8350.764438,25351.321281,
"52803001: Ward 1",980.300383,2218.20534,574.64161,9340.830551,2.2784,13092.560283,26208.816567,
"52803002: Ward 2",1579.773808,2522.173339,430.39014,12015.987237,6.8352,14515.199679,31070.359403,
"52803003: Ward 3",1594.581216,3736.739569,565.63114,10666.635647,17.088,14854.212229,31434.887801,
"52803004: Ward 4",1779.148586,2645.84088,444.07407,8508.280647,11.3815,11687.346869,25076.072552,
"52803005: Ward 5",3799.88665,3093.760953,612.60329,8832.317963,17.0775,11663.607488,28019.253844,
"52803006: Ward 6",1848.829301,3737.805399,867.49475,10921.269398,13.662,14350.381366,31739.442214,
"52803007: Ward 7",5217.804618,3640.729362,744.22796,6972.024863,10.7421,9909.647126,26495.176029,
"52803008: Ward 8",2726.311625,4227.946853,978.63047,10170.444716,1.1392,13664.092773,31768.565637,
"52804001: Ward 1",845.308799,1722.969927,688.33282,9579.153645,13.6704,11911.696702,24761.132293,
"52804002: Ward 2",580.91317,2196.652227,404.20228,11880.317433,7.9744,14113.834005,29183.893515,
"52804003: Ward 3",787.014115,1545.775571,454.82158,10424.50685,14.8096,11838.850449,25065.778165,
"52804004: Ward 4",880.286158,1944.404797,536.23137,11247.169543,2.2784,11868.391627,26478.761895,
"52804005: Ward 5",638.548327,2120.95808,423.10048,13431.715136,9.1115,15008.331026,31631.764549,
"52804006: Ward 6",1073.454428,1753.099235,569.48671,9047.098653,4.5568,11624.165296,24071.861122,
"52804007: Ward 7",7482.668763,1887.77095,220.60503,6953.084838,41.1615,8634.610536,25219.901617,
"52804008: Ward 8",1642.795108,3232.125224,580.06318,9589.043993,11.392,11885.891249,26941.310754,
"52804009: Ward 9",2015.12372,2962.463902,223.54289,7213.516094,2.2763,10137.172056,22554.094962,
"52804010: Ward 10",2450.98202,3574.984781,482.96117,7611.557484,73.9976,10544.801312,24739.284367,
"52804011: Ward 11",7238.010001,1049.51977,152.17299,4262.538569,16.4795,7809.923284,20528.644114,
"52804012: Ward 12",4530.707321,2304.313775,226.92571,3704.827379,14.8963,5480.939814,16262.610299,
"52804013: Ward 13",3069.563902,3318.2215,229.70718,5621.520692,8.0033,7352.205747,19599.222321,
"52804014: Ward 14",1199.764928,2403.545121,488.64707,12547.726617,37.5642,16471.478962,33148.726898,
"52804015: Ward 15",2455.883798,3505.11071,776.15508,10565.62886,39.8636,12545.505913,29888.147961,
"52804016: Ward 16",1868.600412,4993.185312,960.80856,13207.521216,64.9323,17398.520414,38493.568214,
"52804017: Ward 17",1008.488447,2029.67203,344.49652,7639.750062,15.9425,8569.100683,19607.450242,
"52804018: Ward 18",4782.406922,1343.6355,195.86914,3769.01749,25.08325,5614.158327,15730.170629,
"52804019: Ward 19",11829.411513,1881.858605,232.61429,7368.253764,33.091,8827.351964,30172.581136,
"52804020: Ward 20",3024.682169,3830.154339,465.3874,10489.871865,29.615,12986.340411,30826.051184,
"52804021: Ward 21",764.394574,1396.110719,124.22635,8102.583078,14.8075,8869.999021,19272.121242,
"52804022: Ward 22",1056.18764,1890.315259,403.34173,9778.383119,30.7248,12037.540458,25196.493006,
"52804023: Ward 23",2001.812376,2954.741357,590.16892,7735.835751,5.6918,10858.564832,24146.815036,
"52804024: Ward 24",1936.385108,3321.288186,825.57594,9767.466343,14.8096,12918.510702,28784.035879,
"52804025: Ward 25",1012.391722,1344.607446,465.51306,8323.348174,2.2784,9943.499764,21091.638566,
"52804026: Ward 26",6472.465359,2710.427839,454.66337,9046.382284,457.9558,12346.202206,31488.096858,
"52805001: Ward 1",7076.84066,2565.497427,264.53277,3688.340422,8.1101,5802.355535,19405.676914,
"52805002: Ward 2",6231.125416,1287.099394,352.40974,5538.705336,91.1234,6767.403461,20267.866747,
"52805003: Ward 3",764.32758,2234.537932,364.66197,8008.837781,9.1136,11290.006091,22671.484954,
"52805004: Ward 4",2657.919622,2668.662198,449.96833,7987.567574,62.68,11283.847382,25110.645106,
"52805005: Ward 5",1362.925991,1461.768082,521.05778,10972.456318,12.527,13285.754211,27616.489382,
"52805006: Ward 6",874.198102,1975.758225,356.03614,7290.696879,2.2784,9455.572035,19954.539781,
"52806001: Ward 1",1161.442902,2971.457474,806.09442,12236.986591,3.4176,16284.882093,33464.28108,
"52806002: Ward 2",622.346586,2474.847916,351.37324,10271.48811,1.1371,13753.381754,27474.574706,
"52806003: Ward 3",782.837207,1984.646095,461.58369,10289.526387,2.2784,12419.222008,25940.093787,
"52806004: Ward 4",657.517215,2165.142925,365.96246,7901.707945,13.6683,10192.384483,21296.383328,
"52806005: Ward 5",2421.824482,2790.821553,502.56438,7439.940048,2.2784,9203.873629,22361.302492,
"52806006: Ward 6",1103.463291,2664.675769,793.41028,9414.665501,2.2784,13216.152532,27194.645773,
"52806007: Ward 7",701.367244,2671.070851,978.48405,11409.840927,9.0989,15583.252083,31353.114055,
"52806008: Ward 8",1705.680543,1106.594758,812.03948,6152.089286,9.1136,8589.419356,18374.937023,
"52806009: Ward 9",562.300287,1277.408256,324.18688,9147.305334,17.088,10136.321545,21464.610302,
"52806010: Ward 10",1191.146412,2711.445178,644.22664,9909.950523,3.4176,13025.761463,27485.947816,
"52806011: Ward 11",873.276627,1854.039307,839.41347,7845.791022,10.2444,10347.93452,21770.699346,
"52806012: Ward 12",2187.821421,5141.912554,448.69905,13150.295169,19.3559,17828.402383,38776.486477,
"52806013: Ward 13",850.663187,2727.657261,589.62719,12433.920609,20.4888,15669.599948,32291.956995,
"52806014: Ward 14",745.523273,1766.247412,989.31249,11368.966853,4.5526,13388.410997,28263.013625,
"52901001: Ward 1",1593.244018,2360.64305,582.20756,7166.017177,5.6939,9239.090256,20946.895961,
"52901002: Ward 2",2413.52555,2728.261218,551.48773,7051.278404,1.1392,10406.341043,23152.033145,
"52901003: Ward 3",8439.15298,2151.664127,130.06738,7508.502363,22.1778,9165.515243,27417.079893,
"52901004: Ward 4",10550.809506,2569.13082,360.40722,8970.358914,28.5089,9886.856211,32366.071571,
"52901005: Ward 5",2592.601509,3000.791967,599.70901,7478.443795,5.696,10104.686105,23781.928386,
"52901006: Ward 6",1480.85975,2412.759945,192.35339,8075.739641,12.5291,10199.842927,22374.084753,
"52901007: Ward 7",6149.154187,3513.12524,569.94803,4877.928805,3.4465,6844.78813,21958.390892,
"52901008: Ward 8",2667.070149,2505.279659,350.76803,6471.965646,3.5043,8260.965241,20259.553025,
"52901009: Ward 9",2585.500216,3803.078691,495.13301,8655.181832,23.919,11660.365785,27223.178534,
"52901010: Ward 10",6226.528096,2270.56521,405.44965,5087.534494,4.5568,7976.299483,21970.933733,
