SuperWEB2(tm)

"Labour Force - Census 1996-2011"
"South Africa by 2011 Electoral Wards by Population group"
"Counting: Person weighted"

Filters:
"Default Summation","Person weighted"

"Population group","Black African","Coloured","Indian or Asian","White","Other","Unspecified","Total",
"South Africa by 2011 Electoral Wards",
"79900065: Ward 65",9902.91406,548.849256,951.419856,32284.698377,250.39426,157.002,44095.277809,
"79900066: Ward 66",13052.443872,1859.646781,1075.658028,37670.735837,193.77345,74.9862,53927.244168,
"79900067: Ward 67",62645.475047,380.545183,17.99633,21.92493,87.99795,105.1938,63259.13324,
"79900068: Ward 68",68244.769316,136.827434,23.28374,19.422396,84.13142,161.5891,68670.023406,
"79900069: Ward 69",6482.110569,541.10358,1305.843514,45185.933483,219.01712,143.8477,53877.855966,
"79900070: Ward 70",13865.672766,1055.224937,7046.612074,38950.293451,258.12732,99.3631,61275.293648,
"79900071: Ward 71",72167.202727,133.815347,22.432318,17.02804,344.16976,146.2773,72830.925492,
"79900072: Ward 72",63324.298731,115.776366,20.697667,38.04729,35.19918,126.1634,63660.182634,
"79900073: Ward 73",83202.033609,321.844707,116.007318,2424.934291,197.76071,77.2134,86339.794035,
"79900074: Ward 74",76937.247293,155.529361,134.401364,113.267272,113.81999,179.23493,77633.50021,
"79900075: Ward 75",71757.13868,197.011175,83.57459,33.27094,141.84121,115.7,72328.536595,
"79900076: Ward 76",69167.987697,102.998559,60.742974,16.157926,50.84326,50.8368,69449.567216,
"79900077: Ward 77",93033.660831,803.863394,1023.583646,4729.26367,933.86725,5.474,100529.712791,
"79900078: Ward 78",10305.69328,654.732856,1493.769775,29335.494501,207.32855,81.8791,42078.898062,
"79900079: Ward 79",10945.285101,926.438532,790.765099,53858.061727,277.7714,90.7508,66889.072659,
"79900080: Ward 80",44560.788615,1641.386808,515.131139,15013.374773,172.35182,101.7005,62004.733655,
"79900081: Ward 81",19409.444388,719.914451,405.869712,8225.090062,22.5551,211.94206,28994.815773,
"79900082: Ward 82",9746.97308,504.29217,667.898594,34826.752746,373.90282,124.9586,46244.77801,
"79900083: Ward 83",5520.380707,431.902439,352.803964,24375.549312,207.37304,78.6006,30966.610062,
"79900084: Ward 84",12793.049516,2495.865284,657.774655,52301.498944,402.05751,146.5921,68796.838009,
"79900085: Ward 85",12007.464879,1188.317769,1165.516193,47496.729303,551.21015,66.9795,62476.217794,
"79900086: Ward 86",66343.148706,3454.201903,90.629959,983.797563,786.204,5.5301,71663.512231,
"79900087: Ward 87",16242.107126,16654.020279,485.104029,22674.136159,152.00846,76.2221,56283.598153,
"79900088: Ward 88",78960.662398,97.132857,214.943282,18.54582,35.19918,143.0675,79469.551037,
"79900089: Ward 89",64219.365923,126.800118,34.82536,26.1487,119.28611,45.5163,64571.942511,
"79900090: Ward 90",53103.44202,150.743675,47.983465,19.63783,250.34977,0,53572.15676,
"79900091: Ward 91",18091.02795,922.358287,1008.916869,42992.702401,397.96853,158.0548,63571.028837,
"79900092: Ward 92",34132.253529,1946.172534,1680.815563,30909.983928,567.76525,201.8992,69438.890004,
"79900093: Ward 93",50818.440551,578.307125,52.873315,3342.798892,46.93224,135.0858,54974.437923,
"79900094: Ward 94",61233.149621,138.079196,22.59235,38.156945,25.42163,12.1851,61469.584842,
"79900095: Ward 95",72917.424365,140.325348,34.41124,54.507776,60.62081,259.07249,73466.362029,
"79900096: Ward 96",38214.880512,648.976926,297.896925,39117.689519,157.62079,85.2312,78522.295872,
"79900097: Ward 97",50290.590301,194.360702,33.587962,3.78872,68.44285,205.273,50796.043535,
"79900098: Ward 98",17303.934023,534.694862,221.724501,39557.243589,121.24162,75.0569,57813.895495,
"79900099: Ward 99",61373.65484,576.28096,33.817755,10053.528553,210.78563,105.2217,72353.289438,
"79900100: Ward 100",51027.824667,1996.750361,123.350721,19621.962114,196.02525,71.7112,73037.624313,
"79900101: Ward 101",29994.269721,786.847936,574.047298,29369.323939,426.06378,157.0089,61307.561574,
"79900102: Ward 102",62164.05719,738.06705,196.231828,8421.977465,387.72264,54.2683,71962.324473,
"79900103: Ward 103",58616.440236,209.165353,101.291746,33.893553,72.44285,99.8011,59133.034838,
"79900104: Ward 104",56102.411701,169.201825,79.17861,8.523681,103.64203,46.5906,56509.548447,
"79900105: Ward 105",46949.960202,441.974401,593.465494,14188.026838,86.12496,68.5211,62328.072995,
"83001001: Ward 1",30125.715018,45.62564,18.68134,14.373395,3.63525,22.186,30230.216643,
"83001002: Ward 2",24999.612729,14.246621,13.15443,2.3261,14.28165,34.3883,25078.00983,
"83001003: Ward 3",27375.867435,7.74026,28.3856,7.771587,16.41881,44.372,27480.555692,
"83001004: Ward 4",21097.390293,26.359304,31.941041,10.501415,7.98749,51.0278,21225.207343,
"83001005: Ward 5",22386.325385,29.577059,18.06013,15.913824,4.92549,2.2186,22457.020488,
"83001006: Ward 6",24478.107532,29.840285,15.92718,29.413158,15.97532,22.186,24591.449475,
"83001007: Ward 7",9117.427508,10.365124,2.4235,1.12434,0,9.9837,9141.324172,
"83001008: Ward 8",13846.03219,5.764316,0,7.922967,0,2.2186,13861.938073,
"83001009: Ward 9",36972.417257,49.108561,28.30113,10.964664,13.13464,27.7325,37101.658752,
"83001010: Ward 10",12069.896733,20.90313,17.75829,26.183358,2.21175,8.8744,12145.827661,
"83001011: Ward 11",24738.463811,23.221541,9.85098,17.555654,13.13464,8.8744,24811.101026,
"83001012: Ward 12",25365.953479,47.957346,20.34548,217.963608,4.92549,35.4976,25692.643003,
"83001013: Ward 13",13502.847529,19.881936,9.28682,1.12434,2.4235,7.7651,13543.329225,
"83001014: Ward 14",20366.492196,54.373793,32.8366,12.735338,29.67412,19.9674,20516.079447,
"83001015: Ward 15",21117.373851,134.98425,660.687966,1683.159444,15.92549,48.8092,23660.940201,
"83001016: Ward 16",29693.832551,19.644502,20.80613,20.797464,2.4235,23.2953,29780.799447,
"83001017: Ward 17",8622.67523,8.497844,32.039242,443.795481,1.64183,70.9952,9179.644827,
"83001018: Ward 18",31418.562365,75.530951,11.37423,4.642553,5.59403,72.1045,31587.808629,
"83001019: Ward 19",22703.947166,3.33111,4.498034,9.06267,3.46043,12.2023,22736.50171,
"83001020: Ward 20",13970.384097,39.191978,21.06013,12.38968,6.56732,39.9348,14089.528005,
"83001021: Ward 21",24939.62739,105.227173,141.103321,4525.777702,15.49383,84.3068,29811.536216,
"83001022: Ward 22",7619.749632,20.63852,4.92549,0,0,16.6395,7661.953142,
"83001023: Ward 23",29712.232741,92.916642,71.093132,1932.055748,64.99095,346.14491,32219.434123,
"83001024: Ward 24",26615.426861,57.003752,48.45255,13.555518,98.86467,56.5743,26889.877651,
"83001025: Ward 25",21106.700329,28.781731,15.06211,1.137354,9.403,4.4372,21165.521724,
"83002001: Ward 1",17548.076596,51.551996,29.55294,2.357582,11.49281,69.8859,17712.917824,
"83002002: Ward 2",17272.189848,23.707703,26.26928,11.356406,6.56732,6.6558,17346.746357,
"83002003: Ward 3",20199.759695,291.586796,2192.199099,264.112518,86.37516,31.0604,23065.093668,
"83002004: Ward 4",14135.110336,22.154232,16.4183,1.64183,16.4183,9.9837,14201.726698,
"83002005: Ward 5",10781.870012,38.917622,3.28366,2.820621,3.28366,24.4046,10854.580175,
"83002006: Ward 6",8234.555479,19.56855,47.61307,1631.510749,18.06013,9.9837,9961.291678,
"83002007: Ward 7",3073.9152,220.093933,202.121905,9275.905321,41.12026,8.8744,12822.031019,
"83002008: Ward 8",13737.035965,156.90271,368.318,16441.67233,52.61409,25.5139,30782.056995,
"83002009: Ward 9",21916.91578,45.807391,18.84815,737.504342,19.56064,48.8092,22787.445503,
"83002010: Ward 10",25263.02226,93.263006,29.98561,1300.412586,11.42215,12.2023,26710.307912,
"83002011: Ward 11",17804.487974,99.703848,23.83337,1100.460742,16.27698,22.186,19066.948914,
"83002012: Ward 12",8570.932318,43.150427,11.012998,571.244299,24.27313,29.9511,9250.564272,
"83002013: Ward 13",16443.05982,223.87772,127.121164,2507.184222,22.34379,38.8255,19362.412216,
"83002014: Ward 14",22706.335924,60.578845,16.34764,193.808574,20.70785,57.6836,23055.462433,
"83002015: Ward 15",30756.299209,133.547093,54.946325,419.509061,19.70196,67.6673,31451.670948,
"83002016: Ward 16",20574.353166,85.410186,134.850954,7130.344358,50.89673,2.2186,27978.073994,
"83002017: Ward 17",20566.013428,36.141741,9.10602,1.64183,21.34379,31.0604,20665.307209,
"83002018: Ward 18",19682.005938,18.924818,17.862484,1597.915404,21.99638,16.6395,21355.344524,
"83002019: Ward 19",20171.41316,28.09844,66.13618,837.338272,11.13951,13.3116,21127.437162,
"83003001: Ward 1",23976.837666,4.46614,39.58183,3.14234,10.99819,45.4813,24080.507466,
"83003002: Ward 2",40195.083117,20.047199,56.668288,179.186892,26.70989,57.6836,40535.378986,
"83003003: Ward 3",27397.125655,72.868015,24.34866,305.278129,2.57117,94.2905,27896.482129,
"83003004: Ward 4",14697.46465,13.300038,25.77647,157.90151,12.35149,29.9511,14936.745258,
"83003005: Ward 5",25197.446099,75.173054,35.521648,68.879393,6.35534,16.6395,25400.015034,
"83003006: Ward 6",22386.408696,5.31834,5.82471,249.263652,4.71351,14.4209,22665.949808,
"83003007: Ward 7",3995.980364,238.494312,142.883454,9339.013756,117.15163,32.1697,13865.693216,
"83003008: Ward 8",25426.152896,23.993706,4.71351,429.56587,0,38.8255,25923.251482,
"83003009: Ward 9",31258.046928,9.154798,6.28468,795.177304,23.56755,9.9837,32102.21496,
"83003010: Ward 10",12424.574637,1208.166976,2645.065612,63.466526,41.04575,13.3116,16395.631101,
"83003011: Ward 11",23915.618122,71.22216,29.55294,13.49281,19.70196,7.7651,24057.353092,
"83003012: Ward 12",16776.861479,21.148462,52.53856,6.104281,6.56732,0,16863.220102,
"83003013: Ward 13",17580.893044,29.298243,9.85098,17.578788,8.20915,7.7651,17653.595305,
"83003014: Ward 14",13188.334768,92.237948,85.656949,3836.487553,18.06013,67.6673,17288.444648,
"83003015: Ward 15",29236.998172,8.96515,5.82281,694.639712,1.57117,29.9511,29977.948114,
"83003016: Ward 16",5997.844538,4.92549,1.64183,3.28366,3.28366,0,6010.979178,
"83003017: Ward 17",19353.513509,25.296827,9.42702,166.45199,15.7117,21.0767,19591.477746,
"83003018: Ward 18",10241.478807,5.949568,0,20.42521,3.14234,4.4372,10275.433125,
"83003019: Ward 19",27481.54952,52.411207,71.525769,2042.794663,71.67524,26.6232,29746.579599,
"83004001: Ward 1",17094.837409,62.834276,35.71933,198.92209,14.77647,16.6395,17423.729075,
"83004002: Ward 2",10721.8399,78.071801,11.49281,216.72156,1.64183,9.9837,11039.751601,
"83004003: Ward 3",18911.075289,482.680616,241.640674,2749.884481,31.19477,69.8859,22486.36173,
"83004004: Ward 4",9873.935646,254.071132,728.521512,8921.028665,34.47843,43.2627,19855.298085,
"83004005: Ward 5",15855.938619,57.297063,177.331775,1659.019408,24.62745,29.9511,17804.165415,
"83004006: Ward 6",27124.675712,99.637833,145.244319,1969.545207,20.84917,92.0719,29452.024141,
"83004007: Ward 7",10570.856192,15.459571,389.189474,1776.957951,57.53856,17.7488,12827.750548,
"83004008: Ward 8",24794.785974,50.157092,40.40969,592.78166,15.85302,16.64896,25510.636396,
"83004009: Ward 9",17883.682046,9.435391,43.719613,2.820621,4.92549,29.9511,17974.534261,
"83004010: Ward 10",31476.204368,46.862573,14.185656,884.348731,3.213,32.1697,32456.984028,
"83004011: Ward 11",27203.478974,48.846475,21.27261,8.515768,15.47073,21.0767,27318.661257,
"83005001: Ward 1",23921.737741,61.671395,1.1112,4.999412,14.77647,28.8418,24033.138018,
"83005002: Ward 2",12387.549,20.851543,4.92549,6.104281,0,28.8418,12448.272114,
"83005003: Ward 3",14155.645933,2409.358139,1860.007427,18.090269,11.49281,23.2953,18477.889878,
"83005004: Ward 4",7358.236416,2270.091438,465.110798,7327.058138,35.47843,43.2627,17499.23792,
"83005005: Ward 5",29392.65335,57.902634,9.241183,7.78222,19.70196,52.1371,29539.418447,
"83005006: Ward 6",20910.335187,85.638549,6.24929,4.462451,29.55294,97.6184,21133.856817,
"83005007: Ward 7",6432.11017,295.899598,8.20915,6.56732,18.06013,0,6760.846368,
"83005008: Ward 8",9565.762592,925.449574,585.583295,11633.930355,31.55294,13.3116,22755.590356,
"83005009: Ward 9",27281.437172,149.022954,21.1661,2152.801808,27.14234,100.89232,29732.462694,
"83005010: Ward 10",2831.953582,319.022543,348.795065,9122.49727,85.52418,4.4372,12712.22984,
"83005011: Ward 11",18591.699092,82.153344,3.28366,454.5306,11.49281,30.19117,19173.350676,
"83005012: Ward 12",30792.895644,86.740619,22.342306,3061.509308,8.06783,74.41429,34045.969997,
"83005013: Ward 13",25465.335288,70.091962,7.182428,1910.398272,20.42521,31.0604,27504.49356,
"83005014: Ward 14",13260.231512,66.692147,74.924015,2211.450434,29.62745,11.093,15654.018558,
"83005015: Ward 15",16930.715374,422.103329,19.061206,119.42601,44.32941,0,17535.635329,
"83006001: Ward 1",19386.329388,13.367972,6.56732,14.961592,11.49281,134.2253,19566.944382,
"83006002: Ward 2",22542.285682,53.005817,3.28366,422.979394,4.92549,62.1208,23088.600843,
"83006003: Ward 3",10928.958408,75.636738,553.742346,5331.783695,24.35149,22.186,16936.658677,
"83006004: Ward 4",19531.477188,34.18714,341.70537,12.18062,14.77647,57.6836,19992.010388,
"83006005: Ward 5",14935.234142,104.58582,78.437878,4111.039764,11.85098,42.11904,19283.267624,
"83006006: Ward 6",19788.897779,34.600508,39.094641,1281.715214,4.92549,33.279,21182.512632,
"83007001: Ward 1",32752.110857,530.842455,697.898636,4842.89836,80.31503,51.0278,38955.093138,
"83007002: Ward 2",16914.758155,64.301266,13.13464,22.059542,27.91111,21.0767,17063.241413,
"83007003: Ward 3",25333.763932,44.410161,10.883013,18.139822,26.26928,66.558,25500.024208,
"83007004: Ward 4",27669.357158,37.309222,12.337282,22.45499,29.55294,84.3068,27855.318392,
"83007005: Ward 5",11268.588984,361.644948,340.293833,16139.944437,32.55294,146.4276,28289.452742,
"83007006: Ward 6",15746.888542,27.521231,15.57309,47.28366,6.28366,23.2953,15866.845483,
"83007007: Ward 7",23643.921986,84.107402,4.92549,16.10027,4.92549,222.9693,23976.949938,
"83007008: Ward 8",18022.127514,36.768421,14.24584,7.746111,13.13464,13.3116,18107.334126,
"83007009: Ward 9",23264.008163,60.623925,7.315693,27.91111,19.70196,96.5091,23476.069951,
"83007010: Ward 10",26428.952626,35.628948,14.77647,644.585883,34.19579,64.3394,27222.479117,
"83007011: Ward 11",22564.773992,50.873844,4.92549,140.450681,27.91111,64.3394,22853.274517,
"83007012: Ward 12",22897.491628,45.340262,32.8366,18.312843,6.56732,21.0767,23021.625353,
"83007013: Ward 13",15903.639426,30.521405,7.599353,9.387941,6.56732,48.8092,16006.524645,
"83007014: Ward 14",11445.575873,38.67817,16.4183,6.820033,13.13464,21.0767,11541.703716,
"83007015: Ward 15",31317.446334,259.318429,176.531909,8528.589486,47.05062,77.651,40406.587778,
"83007016: Ward 16",14601.570048,3245.385781,3333.572894,31.281363,231.49803,42.1534,21485.461516,
"83007017: Ward 17",7908.745581,691.764992,261.969443,5110.923837,56.40392,115.3672,14145.174973,
"83007018: Ward 18",5840.058947,599.697553,497.365918,13864.76398,88.44967,52.1371,20942.473168,
"83007019: Ward 19",42892.181449,127.218676,63.798489,1377.901261,25.27415,146.4276,44632.801625,
"83007020: Ward 20",22012.017093,69.660132,45.69622,174.03562,20.06013,25.5139,22346.983095,
"83007021: Ward 21",2572.111378,490.549588,418.587708,12127.409159,63.89673,49.9185,15722.473063,
"83007022: Ward 22",21193.553336,107.35748,13.13464,11.64645,19.70196,41.0441,21386.437966,
"83007023: Ward 23",15734.833057,69.230022,19.70196,10.587678,6.56732,27.7325,15868.652537,
"83007024: Ward 24",20960.559046,115.296595,16.4183,8.20915,21.34379,6.6558,21128.482681,
"83007025: Ward 25",4501.614753,799.478564,1218.970791,17830.392106,93.58431,116.4765,24560.517024,
"83007026: Ward 26",27785.666886,85.750947,19.70196,183.4291,31.19477,14.4209,28120.164563,
"83007027: Ward 27",17273.073845,276.159018,43.719613,1.64183,0,39.9348,17634.529106,
"83007028: Ward 28",9553.516636,175.364758,1049.106458,13852.607979,102.22614,24.4046,24757.226571,
"83007029: Ward 29",11296.307846,36.079145,10.64415,3.28366,18.06013,24.4046,11388.779531,
"83007030: Ward 30",2671.53942,548.765173,466.823964,22441.116888,62.38954,93.1812,26283.816185,
"83007031: Ward 31",22295.680481,34.202787,2.96563,4.92549,34.47843,11.093,22383.345818,
"83007032: Ward 32",12878.110632,56.790685,11.17478,8.20915,13.13464,13.3116,12980.731487,
"83101001: Ward 1",20490.885429,175.813867,7.411792,12.924314,18.06013,19.9674,20725.062932,
"83101002: Ward 2",19962.10016,83.949749,24.13696,106.07712,3.64183,21.0767,20200.982519,
"83101003: Ward 3",16721.29102,196.220683,26.26928,30.879575,26.26928,0,17000.929838,
"83101004: Ward 4",15643.41549,73.864775,28.333346,13.850392,18.06013,38.8255,15816.349633,
"83101005: Ward 5",19783.059014,65.513981,9.85098,88.195781,9.85098,27.7325,19984.203236,
"83101006: Ward 6",9213.046396,69.626224,79.655655,2737.802036,49.20915,8.8744,12158.213861,
"83101007: Ward 7",23982.081738,276.363271,125.496446,6742.148765,67.8263,44.35619,31238.27271,
"83101008: Ward 8",5962.369973,94.006207,46.63442,7216.142517,0,11.093,13330.246117,
"83101009: Ward 9",23715.271875,272.425878,106.512824,10316.582291,42.12717,87.6347,34540.554738,
"83102001: Ward 1",29995.815435,156.027587,45.361443,28.747745,75.52418,1.1093,30302.58569,
"83102002: Ward 2",24781.115822,109.614945,30.209851,8.178203,41.04575,19.9674,24990.131971,
"83102003: Ward 3",14691.94897,51.4183,18.06013,30.64183,16.4183,0,14808.48753,
"83102004: Ward 4",31497.964844,134.766236,15.432846,20.15412,24.62745,13.3116,31706.257096,
"83102005: Ward 5",27592.812302,152.657177,34.677454,82.209031,16.4183,3.3279,27882.102164,
"83102006: Ward 6",33124.752744,211.789761,22.057793,9.187442,54.18039,2.2186,33424.18673,
"83102007: Ward 7",16221.764502,109.537924,19.70196,12.229508,22.98562,0,16386.219514,
"83102008: Ward 8",33398.864048,146.226497,30.66414,51.150062,55.82222,52.1371,33734.864067,
"83102009: Ward 9",21343.08859,319.396327,53.342563,1361.881878,21.34379,37.7162,23136.769348,
"83102010: Ward 10",23287.708798,30.807759,15.172443,13.580642,3.28366,26.6232,23377.176502,
"83102011: Ward 11",12708.68649,7687.352866,103.322806,29.34379,28.62745,61.0115,20618.344902,
"83102012: Ward 12",33736.048213,495.847774,2230.946948,2726.803666,38.343,246.2646,39474.254201,
"83102013: Ward 13",18100.507462,81.753592,6.56732,10.115794,26.26928,14.4209,18239.634348,
"83102014: Ward 14",22177.401558,96.49281,45.826156,10.20915,70.59869,8.8744,22409.402764,
"83102015: Ward 15",22645.621653,211.507505,80.393889,141.710159,41.04575,9.9837,23130.262656,
"83102016: Ward 16",28520.423632,94.683805,9.957523,4.144421,45.97124,8.8744,28684.055021,
"83102017: Ward 17",26161.830031,152.252742,138.60401,687.015523,59.46405,7.7651,27206.931456,
"83102018: Ward 18",4781.439888,310.786741,258.045752,18774.216392,26.26928,42.1534,24192.911453,
"83102019: Ward 19",21432.370527,249.894277,129.27984,5994.376899,40.2626,31.0604,27877.244543,
"83102020: Ward 20",5358.05223,237.44369,307.707247,15624.883658,60.74771,47.6999,21636.534435,
"83102021: Ward 21",19963.078458,619.816085,240.134109,13097.447734,92.30065,15.5302,34028.307236,
"83102022: Ward 22",4408.740758,223.878497,244.917056,6829.932974,97.30065,35.4976,11840.267535,
"83102023: Ward 23",19222.230122,117.644115,34.47843,34.015391,31.19477,0,19439.562828,
"83102024: Ward 24",3956.109241,214.250396,488.800324,18055.611962,35.8366,29.9511,22780.559623,
"83102025: Ward 25",28857.736361,57.115944,25.16162,889.488256,65.6732,48.8092,29943.984581,
"83102026: Ward 26",10535.131896,248.981315,121.868972,9496.715994,18.06013,74.3231,20495.081407,
"83102027: Ward 27",17667.121428,286.513204,170.489151,11143.626269,5.92549,112.0393,29385.714842,
"83102028: Ward 28",36952.060402,121.449229,81.615726,1077.4797,57.82222,45.4813,38335.908577,
"83102029: Ward 29",30644.500062,120.151966,52.073868,1223.447771,88.0915,19.9674,32148.232567,
"83102030: Ward 30",23181.149246,227.770305,144.05966,1634.407935,46.40392,53.2464,25287.037466,
"83102031: Ward 31",26097.770028,121.012806,19.17133,4.07163,19.70196,37.7162,26299.443954,
"83102032: Ward 32",36948.887089,201.705016,72.627381,5326.761566,62.31888,215.2042,42827.504132,
"83102033: Ward 33",6960.154321,603.532362,173.012217,23064.992783,63.74771,64.3394,30929.778793,
"83102034: Ward 34",8061.420284,345.739188,503.92708,21850.156144,172.27189,25.5139,30959.028486,
"83103001: Ward 1",10173.296988,34.036337,6.56732,4.462451,1.64183,5.5465,10225.551426,
"83103002: Ward 2",23559.560112,55.472703,19.17133,12.924314,9.85098,97.6184,23754.597839,
"83103003: Ward 3",22185.733916,100.340634,67.496885,4368.76247,32.19477,56.5743,26811.102975,
"83103004: Ward 4",10507.030358,60.196148,35.920204,3989.547834,4.64183,39.8748,14637.211174,
"83103005: Ward 5",10370.151022,156.196438,75.48333,3532.080808,31.55294,69.99489,14235.459428,
"83103006: Ward 6",16674.6019,101.036414,90.762124,1850.904128,3.57117,24.4046,18745.280336,
"83103007: Ward 7",12107.938736,77.601516,70.107814,4554.957074,6.49666,2.2186,16819.3204,
"83103008: Ward 8",13088.724404,329.611642,43.60005,458.476116,54.2549,5.55668,13980.223792,
"83103009: Ward 9",15292.539244,117.81257,10.00674,1407.804324,23.56755,34.39998,16886.130408,
"83103010: Ward 10",10137.55532,9049.916372,5056.393931,10786.6886,93.7305,197.4554,35321.740123,
"83103011: Ward 11",5872.836764,696.555527,295.163929,14294.40262,86.37516,72.1045,21317.4385,
"83103012: Ward 12",4150.023348,457.051225,345.458027,20680.506594,35.19477,21.0767,25689.310664,
"83103013: Ward 13",3147.789847,267.25796,320.680556,8192.909101,33.70196,14.4209,11976.760324,
"83103014: Ward 14",2037.081782,107.948413,105.035239,10519.065561,32.19477,4.4372,12805.762965,
"83103015: Ward 15",2432.997466,161.865427,122.719895,15563.980865,34.8366,19.9674,18336.367653,
"83103016: Ward 16",6844.74386,191.365256,40.2211,10076.734206,20.91983,16.6395,17190.623752,
"83103017: Ward 17",18267.420461,62.088693,9.241183,22.522581,19.70196,33.279,18414.253878,
"83103018: Ward 18",13387.635492,29.649322,4.28366,1.64183,8.56732,39.9348,13471.712424,
"83103019: Ward 19",19318.719358,121.485787,9.42405,14.313431,54.18039,43.2627,19561.385716,
"83103020: Ward 20",11614.797775,32.150132,8.021589,2.820621,9.85098,31.0604,11698.701497,
"83103021: Ward 21",16483.820348,114.216098,18.32094,21.02576,18.06013,18.8581,16674.301376,
"83103022: Ward 22",11011.249968,53.81681,4.92549,4.144421,29.55294,18.8581,11122.547729,
"83103023: Ward 23",23657.272607,153.004224,43.68758,20.019825,21.34379,23.2953,23918.623326,
"83103024: Ward 24",5200.100294,12.323167,3.28366,1.3238,9.85098,13.3116,5240.193501,
"83103025: Ward 25",26254.050682,190.933283,16.4183,32.237157,14.77647,17.7488,26526.164692,
"83103026: Ward 26",5639.832823,18.337045,3.28366,3.28366,6.56732,0,5671.304508,
"83103027: Ward 27",12092.368487,62.717823,11.06588,1.178791,54.18039,2.2186,12223.729971,
"83103028: Ward 28",32406.498606,121.172819,42.68758,117.975455,155.97385,23.2953,32867.60361,
"83103029: Ward 29",10723.291198,113.221741,25.22083,928.382189,3.14234,22.186,11815.444298,
"83104001: Ward 1",10128.88171,36.46903,5.256286,96.766558,0,6.6558,10274.029384,
"83104002: Ward 2",19058.466677,212.031891,70.772238,1058.090616,10.99819,108.72065,20519.080262,
"83104003: Ward 3",19043.830292,85.495768,48.243843,42,11.49281,45.4813,19276.544013,
"83104004: Ward 4",13269.469266,69.936266,103.708161,1278.303924,3.213,19.9674,14744.598017,
"83104005: Ward 5",13487.539774,48.241395,5.28366,958.576179,3.28366,34.40722,14537.331888,
"83104006: Ward 6",16661.301367,192.436115,90.16911,1975.586538,14.77647,36.6069,18970.8765,
"83104007: Ward 7",14969.886578,209.28061,86.890297,2891.565656,13.13464,1.1093,18171.867081,
"83104008: Ward 8",5253.763569,348.109571,192.671085,4905.127178,22.34379,9.9837,10731.998893,
"83105001: Ward 1",27489.031443,85.500334,13.45519,15.982165,5.79652,4.4372,27614.202852,
"83105002: Ward 2",20616.209565,51.436429,39.16787,22.10322,14.19246,13.3116,20756.421144,
"83105003: Ward 3",16873.399527,23.429366,14.33741,0,7.92902,1.1093,16920.204623,
"83105004: Ward 4",32710.284153,73.051702,61.79478,34.415528,23.22061,14.4209,32917.187673,
"83105005: Ward 5",19105.899152,12.165828,24.34379,8.890384,3.28366,13.3116,19167.894414,
"83105006: Ward 6",22981.612092,24.441308,26.71667,6.817694,6.00299,0,23045.590754,
"83105007: Ward 7",31718.721031,47.765789,15.202793,15.740004,25.38586,7.7651,31830.580577,
"83105008: Ward 8",32480.187151,34.603516,46.89673,296.887082,56.10532,34.3883,32949.068099,
"83105009: Ward 9",27597.596696,44.708236,37.76209,8.352835,67.31503,22.186,27777.920887,
"83105010: Ward 10",23837.500044,9.85098,60.74771,8.009316,3.28366,38.8255,23958.21721,
"83105011: Ward 11",30193.017719,47.652217,29.55294,9.387941,8.20915,37.7162,30325.536167,
"83105012: Ward 12",20399.934708,39.788539,17.5295,3.28366,4.92549,33.279,20498.740897,
"83105013: Ward 13",22438.855962,14.903176,71.839135,1.64183,9.85098,9.9837,22547.074783,
"83105014: Ward 14",20467.16284,16.882094,21.11332,1.137354,32.05025,7.7651,20546.110958,
"83105015: Ward 15",28216.035444,14.349284,40.96313,11.86904,8.62421,31.0604,28322.901508,
"83105016: Ward 16",28914.756175,36.373096,23.24525,6.830708,2.21991,79.8696,29063.294739,
"83105017: Ward 17",21929.93979,47.827361,24.78456,16.140383,26.26928,6.6558,22051.617174,
"83105018: Ward 18",22482.381786,35.388684,22.98562,1.64183,34.47843,55.465,22632.34135,
"83105019: Ward 19",29022.130446,40.151089,46.7411,17.85754,37.14442,18.8581,29182.882695,
"83105020: Ward 20",29646.802522,18.899657,48.07669,8.870451,78.72935,47.6999,29849.07857,
"83105021: Ward 21",28707.146437,15.290633,16.4183,20.060404,9.85098,55.465,28824.231754,
"83105022: Ward 22",19339.295835,14.778168,23.04511,8.744108,13.96366,0,19399.826881,
"83105023: Ward 23",26489.506537,21.437114,57.03712,6.56732,29.55294,97.6184,26701.719431,
"83105024: Ward 24",30995.006733,8.891592,5.94257,49.714394,15.86202,31.0604,31106.477709,
"83105025: Ward 25",24852.670512,70.103657,44.653367,30.690294,20.06013,19.9674,25038.14536,
"83105026: Ward 26",22676.843904,52.941861,11.20915,8.744814,10.20915,23.2953,22783.244179,
"83105027: Ward 27",26760.269159,67.86171,87.81016,11.172627,14.77647,15.5302,26957.420326,
"83105028: Ward 28",23759.526973,40.560136,72.24052,2,9.85098,7.7651,23891.943709,
"83105029: Ward 29",17387.856112,14.952368,13.13464,1.137354,8.20915,3.3279,17428.617524,
"83105030: Ward 30",31236.247901,67.746011,29.55294,6.356994,9.85098,57.6836,31407.438426,
"83105031: Ward 31",26006.667844,38.934425,25.88731,2.96563,6.02106,13.3116,26093.787869,
"83105032: Ward 32",16530.537246,29.379259,21.578465,68.501487,25.20938,136.4439,16811.649737,
"83106001: Ward 1",23086.423765,27.362632,30.77647,10.794565,19.70196,35.4976,23210.556992,
"83106002: Ward 2",21427.097731,56.073404,58.361377,36.550322,9.14077,11.093,21598.316604,
