SuperWEB2(tm)

"Labour Force - Census 1996-2011"
"South Africa by 2011 Electoral Wards by Education level (grouped)"
"Counting: Person weighted"

Filters:
"Default Summation","Person weighted"

"Education level (grouped)","No schooling","Some primary","Complete primary","Some secondary","Grade 12/Std 10","Higher","Unspecified","Not applicable","Total",
"South Africa by 2011 Electoral Wards",
"21207002: Ward 2",1660.110965,6095.333127,1935.486424,5783.12355,1699.753208,643.821787,203.30601,1689.730964,19710.666035,
"21207003: Ward 3",1902.164478,5122.714991,1599.839961,6140.717871,1681.421854,363.924875,330.18143,1690.193079,18831.158539,
"21207004: Ward 4",1805.059549,5540.110259,1653.167874,5269.99548,2094.920179,910.870899,837.41908,1791.931825,19903.475145,
"21207005: Ward 5",2105.519823,7048.102055,2241.13054,6064.732296,1287.051217,511.668662,189.3942,1886.884363,21334.483156,
"21207006: Ward 6",592.397219,2554.187694,618.58771,3329.430489,2275.110681,2178.495403,105.68754,1353.24765,13007.144386,
"21207007: Ward 7",3195.680264,8223.727071,2205.433687,5635.068929,1418.59632,370.446883,241.3106,2403.679503,23693.943257,
"21207008: Ward 8",2677.011556,6124.248654,1631.270004,6622.790507,1676.880729,703.572259,500.16023,2167.806138,22103.740077,
"21207009: Ward 9",3475.013185,8682.746003,1960.612699,4797.640753,1396.714238,297.189044,206.72766,2413.660136,23230.303718,
"21207010: Ward 10",1861.388616,5942.781417,1613.404335,4796.519864,1388.575589,605.114017,176.42781,2091.322661,18475.534309,
"21207011: Ward 11",612.130313,2264.728346,540.413747,1692.579309,2552.796198,1239.178921,140.00196,3246.600594,12288.429388,
"21207012: Ward 12",2673.25214,6610.923509,1652.355715,5027.816013,1652.761513,332.274929,259.51355,1911.749963,20120.647332,
"21207013: Ward 13",2626.827273,6236.759418,1766.705698,5097.287296,1035.474166,288.715432,106.53855,1957.255491,19115.563324,
"21207014: Ward 14",3840.667647,7323.333105,1756.208371,4817.826768,897.598104,356.857755,112.63201,2092.847788,21197.971548,
"21207015: Ward 15",1590.899099,4236.929611,1315.831804,4751.111621,3288.614281,1895.981523,158.53364,3725.055167,20962.956746,
"21207016: Ward 16",1771.056189,6190.879424,1962.916295,5964.16346,1575.420302,562.270101,100.0441,2776.057786,20902.807657,
"21207017: Ward 17",1614.69152,5889.99956,1513.435576,4326.459093,938.795923,281.33061,97.82987,1625.579117,16288.121269,
"21207018: Ward 18",1888.69495,6499.928129,1820.132454,6230.848732,1533.579345,571.015712,108.52657,2184.64334,20837.369232,
"21207019: Ward 19",2320.276269,5880.727157,1524.935821,4461.287832,924.97042,262.107431,40.34852,1734.561487,17149.214937,
"21207020: Ward 20",1974.992141,4098.930588,1149.917743,4989.344044,2048.678436,1002.529404,877.11642,1802.068782,17943.577558,
"21207021: Ward 21",1817.510516,3821.080674,1068.046322,4944.476972,2757.017032,670.347689,203.30133,1471.362519,16753.143054,
"21208001: Ward 1",1497.933375,5002.449052,1346.534327,5154.995927,1661.565112,902.265868,196.20755,1787.604652,17549.555863,
"21208002: Ward 2",2060.740991,5417.338917,1516.072723,4583.753854,986.268459,255.657918,224.43197,1464.5137,16508.778532,
"21208003: Ward 3",1446.340568,3402.581484,1072.427233,3605.913948,924.777412,438.787325,123.45435,1088.902226,12103.184546,
"21208004: Ward 4",3355.862734,9174.798019,2380.438133,6932.60212,1812.002394,723.856355,233.44523,3105.964844,27718.969829,
"21301001: Ward 1",4285.507386,7790.624291,1860.153561,5609.848751,1522.805793,490.35019,186.15053,2270.233953,24015.674455,
"21301002: Ward 2",1844.874452,4013.627734,867.399878,3347.765514,1134.399391,317.498713,51.58809,1229.940492,12807.094264,
"21301003: Ward 3",2830.571478,5087.197284,1317.553084,4287.277583,1200.869086,371.206061,87.84076,1424.919942,16607.435278,
"21301004: Ward 4",1944.585199,5619.479426,1799.54829,5885.479035,1918.121248,383.541029,194.08356,2123.101675,19867.939462,
"21301005: Ward 5",908.792443,3221.460291,652.969031,4795.056177,4345.140392,2732.527404,186.43114,1935.180591,18777.557469,
"21301006: Ward 6",5151.024742,11398.656648,2443.556773,5536.689623,1903.776619,1283.732924,209.09002,3530.208389,31456.735738,
"21301007: Ward 7",3228.584755,7365.033548,2174.880913,7122.521408,1508.827162,346.098901,179.64032,2909.008736,24834.595743,
"21301008: Ward 8",2062.005347,4461.969548,1003.003356,3837.909322,2232.381576,943.981226,89.52078,1680.898802,16311.669957,
"21301009: Ward 9",3213.936057,6442.979822,1347.804344,3918.702563,1406.438699,679.151365,102.45856,2005.44528,19116.91669,
"21302001: Ward 1",3994.552262,7478.811019,1563.702266,4671.335615,1072.601809,347.982317,150.70765,2494.228757,21773.921695,
"21302002: Ward 2",3141.576774,5989.921203,1265.57793,4351.414116,1131.476025,524.04315,142.38358,1893.150225,18439.543003,
"21302003: Ward 3",5643.76644,7907.369113,1415.371529,4888.019307,1053.702424,321.293893,152.34023,2545.151105,23927.014041,
"21302004: Ward 4",2301.005495,5639.564621,1317.158133,3707.245037,1168.038458,557.801036,141.50987,1799.285098,16631.607748,
"21302005: Ward 5",4303.424348,6989.372731,1305.712352,3372.428191,1353.364239,549.935718,188.1613,2087.626213,20150.025092,
"21303001: Ward 1",2326.766889,4363.663475,844.985155,2896.752117,799.995401,248.838548,104.9306,1239.144163,12825.076348,
"21303002: Ward 2",3544.860545,6347.605841,1418.082653,3822.935574,1667.527853,1134.07611,148.63168,2391.999922,20475.720178,
"21303003: Ward 3",2242.289985,5129.237985,980.681132,2962.105676,675.565333,307.07818,34.57646,1524.974747,13856.509498,
"21303004: Ward 4",2738.687845,5303.229238,949.711551,2795.149972,739.443293,208.312381,140.26117,1608.188018,14482.983468,
"21304001: Ward 1",4448.540728,6602.737006,1304.57642,4111.478964,955.62528,353.76123,95.5122,2372.515389,20244.747217,
"21304002: Ward 2",4244.803504,7456.552169,1608.109765,5724.47333,1265.926244,464.350483,187.51717,2383.912257,23335.644922,
"21304003: Ward 3",4937.935082,8118.218056,1414.240771,4474.098632,771.459244,311.827489,211.02774,2342.574769,22581.381783,
"21304004: Ward 4",2281.802167,4704.890317,1249.565444,5516.30986,3131.914084,2364.563463,218.50307,1912.408004,21379.956409,
"21304005: Ward 5",3266.341614,6088.536828,1481.682443,4859.996214,1482.384346,409.082472,487.75431,2302.653427,20378.431654,
"21304006: Ward 6",1550.632939,4007.538157,984.422836,5388.493054,3609.264612,2536.661945,580.47842,2115.409803,20772.901766,
"21304007: Ward 7",1249.448468,5199.812316,1112.483395,5665.804337,2474.438846,902.98123,73.16728,2148.996524,18827.132396,
"21304008: Ward 8",1560.869377,4733.249079,1347.311285,5898.14367,3085.220333,1353.380552,111.21766,1815.05244,19904.444396,
"21304009: Ward 9",3675.382509,7504.056841,1889.210387,6390.903442,2203.659593,778.412683,174.47521,2537.87642,25153.977085,
"21304010: Ward 10",2007.352969,3709.486519,907.744925,3593.845658,1325.751424,572.294183,116.47369,1273.068319,13506.017687,
"21304011: Ward 11",3947.721854,9027.228728,2062.821917,6992.111128,2372.188451,1036.045658,162.71621,3014.873635,28615.707581,
"21304012: Ward 12",3687.76434,7428.084791,1814.718617,5383.327183,933.252419,262.925609,113.73261,2278.753732,21902.559301,
"21304013: Ward 13",2240.051563,6240.251092,1802.783916,5790.278947,1182.377285,332.889548,177.75957,2072.99479,19839.386711,
"21304014: Ward 14",1753.454013,5139.834638,1242.935397,4340.685338,983.537827,314.642132,94.14929,1576.621626,15445.860261,
"21304015: Ward 15",1862.597169,3760.19002,1039.323266,4309.088209,1922.299007,792.80333,188.92825,1419.886637,15295.115888,
"21304016: Ward 16",2710.44566,5863.77191,1239.981396,4710.795688,1739.054766,1021.985488,147.3965,2062.144013,19495.575421,
"21304017: Ward 17",2504.668267,5532.727602,1046.833407,3948.416777,1241.989396,448.425927,92.00868,1921.852333,16736.922389,
"21304018: Ward 18",3234.69176,8413.767108,1817.939622,7491.678764,2909.480122,923.257945,114.24063,3318.013005,28223.068956,
"21304019: Ward 19",1524.520031,4674.981193,1275.721516,6069.543579,2207.660404,799.524199,58.2049,1980.567281,18590.723103,
"21304020: Ward 20",1056.572388,3266.151128,839.211858,4421.247073,2162.732792,1046.251083,76.83889,1444.542104,14313.547316,
"21304021: Ward 21",1741.114989,4869.410042,1277.132398,5349.769667,2302.554394,578.497982,134.39604,1839.692329,18092.567841,
"21304022: Ward 22",1747.598069,5306.780517,1725.244439,7861.432065,2878.229144,888.548259,347.98416,2164.355402,22920.172055,
"21304023: Ward 23",2057.875026,4054.407192,1353.004177,5350.829637,2097.728004,496.784701,182.69436,1484.088914,17077.412011,
"21304024: Ward 24",1468.448881,3514.939745,1149.652236,5378.724145,2308.238965,1123.978065,409.74756,1478.736702,16832.466299,
"21304025: Ward 25",1689.122639,5880.51956,1587.507923,7000.744565,3599.388413,1757.392829,409.09387,2686.253382,24610.023181,
"21304026: Ward 26",1812.161594,4811.810935,1030.831805,4614.621425,4677.819933,3946.283208,477.85839,2697.73633,24069.12362,
"21304027: Ward 27",3007.730945,6873.216494,1453.656333,4837.15017,1689.406958,507.948685,193.85433,2179.496149,20742.460064,
"21305001: Ward 1",6299.074838,9700.299555,1368.779093,3406.642787,407.086137,129.251118,419.73924,2774.755295,24505.628063,
"21305002: Ward 2",3722.733757,6925.625073,1305.381007,4616.260697,804.52268,346.830406,229.9513,2110.497763,20061.802683,
"21305003: Ward 3",5665.231901,7609.66884,1104.158881,3446.665158,542.394278,241.482678,96.2733,2360.955607,21066.830643,
"21305004: Ward 4",5718.697624,9531.531098,1571.009098,4452.923663,892.86817,442.785096,295.2178,2847.29505,25752.327599,
"21305005: Ward 5",5836.276764,9633.325134,1682.923013,4518.574892,606.988484,249.945366,283.39954,3191.975799,26003.408992,
"21305006: Ward 6",3213.453723,9622.42352,2100.157484,5380.727391,670.409488,469.300731,90.00512,3034.700423,24581.17788,
"21305007: Ward 7",3609.804154,7760.816573,1485.861988,4013.955281,578.736599,251.138961,90.46677,2554.928902,20345.709228,
"21305008: Ward 8",1888.008322,7156.131221,1757.886849,6351.708542,1397.872521,1031.445508,89.20153,2803.979228,22476.233721,
"21305009: Ward 9",3198.793117,7033.411471,1585.160705,4056.846739,507.843607,206.911055,76.39974,2582.119238,19247.485672,
"21305010: Ward 10",2144.621395,8158.521077,2079.060861,5879.675312,796.560851,511.603536,47.1665,2781.137395,22398.346927,
"21305011: Ward 11",3024.32039,6768.498819,1210.423433,3115.252301,418.622881,144.042807,123.70401,2170.010285,16974.874926,
"21305012: Ward 12",4033.954482,7987.384197,1448.539161,3862.196326,613.408848,366.585826,142.9942,2650.146903,21105.209943,
"21305013: Ward 13",2193.999148,8898.530383,2113.493986,5760.754644,776.947109,477.666602,63.01804,2791.422916,23075.832828,
"21305014: Ward 14",1115.557059,3377.557772,782.788481,5062.999614,2124.847821,1722.06809,115.75065,2842.272772,17143.842259,
"21305015: Ward 15",3345.454955,8011.441245,1724.601864,4998.131748,874.849995,489.618909,211.66881,2558.239288,22214.006814,
"21305016: Ward 16",5010.016015,9981.271642,2010.467976,5338.925011,667.988805,246.254365,272.72734,3295.114151,26822.765305,
"21305017: Ward 17",3915.438867,8730.859446,1729.927385,5312.309998,943.65949,479.369052,284.88491,2873.777894,24270.227042,
"21305018: Ward 18",5327.236025,9383.787761,1677.559926,4127.439318,468.180904,307.976847,205.56384,3121.686023,24619.430644,
"21305019: Ward 19",4202.719144,7274.668471,1043.083985,2055.914529,192.577817,117.61609,383.08027,2164.444648,17434.104954,
"21305020: Ward 20",3342.25711,7305.003488,1304.309289,3827.196037,583.102553,220.174512,169.62561,2182.989744,18934.658343,
"21305021: Ward 21",6284.548362,9639.020851,1474.417793,4034.730725,432.20347,163.738737,277.70165,3035.438118,25341.799706,
"21306001: Ward 1",6378.254742,8428.796441,1267.892405,3388.698072,609.904039,263.434455,238.65254,2479.310362,23054.943056,
"21306002: Ward 2",5517.050852,7389.324136,1149.577028,3028.068775,409.765146,323.596023,95.7749,2213.784134,20126.940994,
"21306003: Ward 3",5191.805751,8355.999841,1237.723857,4205.767796,553.963199,321.210519,142.84765,2522.798167,22532.11678,
"21306004: Ward 4",3796.085267,5424.840985,888.27696,3631.356183,1713.650003,953.599096,83.25775,2126.51575,18617.581994,
"21306005: Ward 5",5732.686472,10468.20377,1731.01566,6419.631969,1280.961004,654.228351,281.99804,3762.575679,30331.300945,
"21306006: Ward 6",5694.741982,8523.138213,1225.479977,3737.091638,623.922246,365.49089,148.74122,2570.019132,22888.625298,
"21306007: Ward 7",5577.359628,9076.774123,1357.947131,4140.085914,778.267312,298.780316,189.401,2747.533585,24166.149009,
"21306008: Ward 8",4993.115422,8542.92533,1428.133403,5029.497031,635.585523,226.080496,135.88805,3118.404094,24109.629349,
"21306009: Ward 9",4778.706217,8942.948271,1566.056428,4687.894092,795.203776,462.860757,165.95878,2573.973336,23973.601657,
"21306010: Ward 10",4036.808935,7819.886141,1186.0366,3525.590014,652.098157,353.885528,202.3988,2144.210536,19920.914711,
"21306011: Ward 11",2954.711145,5666.542136,1280.235423,3342.345762,715.460469,193.193751,120.27396,1701.789728,15974.552374,
"21306012: Ward 12",4875.502693,8352.316822,1298.848462,3888.482853,718.411874,215.203789,250.0548,2863.527145,22462.348438,
"21306013: Ward 13",3595.707939,7736.649596,1265.624793,3774.894122,590.327392,275.44695,74.26054,2352.724599,19665.635931,
"21306014: Ward 14",4375.968771,9388.061431,1899.906212,5094.112948,1503.214352,677.550629,185.65214,3330.560891,26455.027374,
"21306015: Ward 15",3356.453933,7992.652117,1671.400887,4937.529571,1038.058821,239.122911,177.66496,2213.654535,21626.537735,
"21306016: Ward 16",2634.44116,5470.321492,1087.319331,3456.054072,919.973703,605.661414,122.90684,1828.322685,16125.000697,
"21306017: Ward 17",5060.622083,7429.26352,1035.465645,3402.043547,454.982702,170.154041,133.91701,2233.636596,19920.085144,
"21307001: Ward 1",4759.147493,7799.228292,1214.775035,3498.342447,460.445392,119.198488,111.4169,2589.14162,20551.695667,
"21307002: Ward 2",4472.194295,7645.275261,1402.618856,4119.347929,553.797246,264.966748,247.87308,2754.822861,21460.896276,
"21307003: Ward 3",3424.759705,6801.741271,1210.864725,4448.110892,604.172553,247.581077,164.4473,2317.035614,19218.713137,
"21307004: Ward 4",6043.606757,8115.932639,1151.362419,3506.216177,581.425625,254.977195,164.32619,3042.680142,22860.527144,
"21307005: Ward 5",6885.768831,7793.948302,1020.535586,2470.133713,291.74806,90.516354,57.7163,3028.472521,21638.839667,
"21307006: Ward 6",6916.709455,9156.157663,1211.214264,3758.493133,435.038536,193.851229,104.0775,3477.400397,25252.942177,
"21307007: Ward 7",5591.590763,9410.356984,1336.524303,3480.070262,386.910051,204.163756,305.65419,3357.357891,24072.6282,
"21307008: Ward 8",5124.962844,10769.792955,1894.073949,5696.902286,962.501218,498.933354,280.51637,3614.077961,28841.760937,
"21307009: Ward 9",3308.308158,6978.688573,1545.181897,6093.16653,1381.774645,761.067526,197.55428,2993.243473,23258.985082,
"21307010: Ward 10",3163.204633,7541.977061,1702.999191,7893.113206,2487.383522,969.81858,321.84932,3824.748098,27905.093611,
"21307011: Ward 11",2051.192778,4158.451011,736.975443,3343.150899,1461.913007,1501.128195,203.57494,1700.98772,15157.373993,
"21307012: Ward 12",5436.622045,9298.460647,1446.902062,3781.110085,579.714379,236.706815,70.86038,3041.42207,23891.798483,
"21307013: Ward 13",7640.024289,9589.625709,1392.787125,3271.178274,386.123449,134.448473,95.39394,3737.580502,26247.161761,
"21307014: Ward 14",6295.466412,8955.622284,1469.408207,4415.24704,802.885429,274.282344,154.83006,3391.172297,25758.914073,
"21307015: Ward 15",7781.212877,10345.733818,1467.68093,3570.108519,467.373352,213.535035,216.65291,4290.88798,28353.185421,
"21307016: Ward 16",5978.6328,7666.398286,1436.200439,4908.734886,1186.949079,349.185487,332.91681,3053.288519,24912.306306,
"21307017: Ward 17",6302.344059,8404.492175,1369.60986,4412.304643,930.97806,611.601305,232.80281,3350.234869,25614.367781,
"21307018: Ward 18",6609.427786,9809.592274,1562.5264,4920.285875,798.082862,337.80057,142.47158,3769.822655,27950.010002,
"21307019: Ward 19",6444.824913,10888.96053,1593.179254,3861.521444,435.691503,206.930029,182.26838,4051.145855,27664.521908,
"21307020: Ward 20",6548.190299,8499.967036,1031.876225,2542.305191,270.521735,131.647677,144.1736,3021.666847,22190.34861,
"21308001: Ward 1",4419.455563,9098.332981,1506.75408,4599.114408,1858.714754,886.392717,326.2345,3271.460766,25966.459769,
"21308002: Ward 2",3998.274028,6537.459434,1181.957832,4182.431133,1180.570577,432.305017,126.59831,2410.566295,20050.162626,
"21308003: Ward 3",5030.756575,10102.951166,1877.284667,5544.190628,911.071668,213.809736,123.0785,3204.149764,27007.292704,
"21308004: Ward 4",1630.912663,4292.4183,889.782157,4196.111672,1835.833157,1651.219042,154.02933,2029.580107,16679.886428,
"21308005: Ward 5",2900.746485,7064.800559,1467.00615,5565.987363,1532.516963,879.401983,47.75383,2644.542169,22102.755502,
"21308006: Ward 6",2676.461211,6885.122042,1345.002666,5476.618108,952.794211,289.320586,99.20467,2350.207285,20074.730779,
"21308007: Ward 7",3664.120818,7594.130953,1433.06651,4237.612071,592.652772,205.463453,92.48343,2374.236542,20193.766549,
"21308008: Ward 8",3926.204486,8376.261797,1580.722216,4912.925866,685.51148,209.600232,101.6818,2688.531687,22481.439564,
"21308009: Ward 9",3241.21863,7961.848357,1433.971746,4438.371816,658.181914,271.748904,84.50886,2606.518819,20696.369046,
"21401001: Ward 1",7333.761365,11341.096245,1582.931813,4133.557369,521.670349,315.561998,150.66926,3641.345483,29020.593882,
"21401002: Ward 2",4609.254158,7783.562208,1525.242606,5216.390248,1174.931778,388.344054,288.93506,2494.611837,23481.271949,
"21401003: Ward 3",4064.326174,7302.566686,1695.643767,5135.539074,1578.477112,878.687127,109.3112,2506.135254,23270.686394,
"21401004: Ward 4",4357.548179,8239.07266,1378.91255,3252.369697,918.395235,607.925626,308.63911,2536.638601,21599.501658,
"21401005: Ward 5",4631.629975,10513.10853,2226.411133,6266.942235,915.931333,388.759921,183.24703,3523.098551,28649.128708,
"21401006: Ward 6",2927.410139,7366.876178,1729.842105,4433.742605,617.502391,362.69196,153.15714,2231.360689,19822.583207,
"21401007: Ward 7",5344.12747,10662.761996,2357.99769,6333.712053,1076.232799,447.883162,325.59198,3543.267661,30091.574811,
"21401008: Ward 8",4649.528959,9103.177712,1649.793588,4239.993921,463.69523,176.382244,354.29754,2889.437171,23526.306365,
"21401009: Ward 9",2198.12569,7263.692459,1476.358452,6699.732183,2450.734865,1498.191249,155.51361,2964.762657,24707.111165,
"21401010: Ward 10",3023.379433,8937.143102,1846.235711,6003.749231,1309.125598,551.131925,117.20661,3097.689852,24885.661462,
"21401011: Ward 11",3373.240006,9063.003064,1736.186891,5394.232976,920.247319,313.000988,96.90859,3047.166687,23943.986521,
"21401012: Ward 12",3543.136678,10113.189305,1797.259732,4827.864836,670.485914,282.634754,54.91011,3175.930678,24465.412007,
"21401013: Ward 13",4393.264669,10342.081117,1733.55208,4692.470504,716.166546,198.989763,84.46415,3204.810495,25365.799324,
"21401014: Ward 14",3141.648642,7698.764502,1346.843607,3231.814203,586.249878,177.840513,180.24632,2462.628112,18826.035777,
"21401015: Ward 15",4177.769348,10126.722211,1772.957157,5133.19099,830.299957,284.487162,143.8367,3342.803935,25812.06746,
"21401016: Ward 16",5154.833534,10217.840013,1638.534436,4377.389174,618.721021,269.507393,187.2605,2981.774034,25445.860105,
"21401017: Ward 17",3425.141702,6385.15033,1119.4718,3031.098069,789.654839,368.134584,184.97747,2206.035147,17509.663941,
"21402001: Ward 1",3563.023171,9334.21087,1422.780304,4825.609403,809.422824,206.460109,143.4495,2717.160071,23022.116252,
"21402002: Ward 2",4955.35692,11251.852521,2025.591925,6879.619938,1388.728026,456.546045,101.51948,3486.495341,30545.710196,
"21402003: Ward 3",3117.073403,6296.357561,1149.008702,3980.791098,721.136734,283.942129,221.02328,1945.36699,17714.699897,
"21402004: Ward 4",2640.504266,6895.830219,1452.716758,4676.276389,814.601798,337.408196,123.60425,2062.270878,19003.212754,
"21402005: Ward 5",3693.586686,7617.307699,991.957261,2467.030691,321.200315,103.317068,86.08085,2387.676653,17668.157223,
"21402006: Ward 6",4939.172417,9059.797533,1388.67426,4131.69841,638.554109,153.558591,124.00564,2707.875969,23143.336929,
"21402007: Ward 7",3320.443981,7656.390839,1359.722483,4628.633658,855.553273,307.84321,96.59008,2247.981353,20473.158877,
"21402008: Ward 8",2657.468808,8106.319209,1657.630004,6526.768906,1872.840267,1044.496441,119.61743,2971.255936,24956.397001,
"21402009: Ward 9",3317.56906,7078.787985,1186.344796,4107.154618,873.710006,351.901491,98.78262,2269.061563,19283.312139,
"21402010: Ward 10",1915.967855,5498.592506,1071.326021,4485.299619,1485.906326,1312.513948,102.83939,2297.695747,18170.141412,
"21402011: Ward 11",2710.503232,7644.414719,1593.160167,6743.96223,1215.866892,583.795663,73.87721,2292.056145,22857.636258,
"21402012: Ward 12",3116.614252,7333.381372,1541.389277,4948.190673,753.556472,253.526032,97.9822,2042.565191,20087.205469,
"21402013: Ward 13",4590.95215,8365.774942,1565.213798,4698.264542,904.066199,274.02915,148.94004,2560.007274,23107.248095,
"21402014: Ward 14",2839.12239,5964.887952,1335.644884,3973.065422,1012.832274,582.95384,243.30961,2267.904451,18219.720823,
"21402015: Ward 15",5200.996795,9692.747676,1797.841007,4336.6027,995.949555,596.64866,108.84595,2849.503428,25579.135771,
"21402016: Ward 16",3774.341083,5456.988741,981.101471,2373.081234,830.763336,389.936534,92.44086,1978.26961,15876.922869,
"21402017: Ward 17",4425.121545,7299.455995,1423.170807,4832.060306,1019.248824,322.919837,96.29475,2400.202708,21818.474772,
"21402018: Ward 18",1885.345214,6398.497901,1317.341108,4930.993344,1239.271308,549.487934,99.32745,1982.049359,18402.313618,
"21402019: Ward 19",3834.750881,6146.141258,1403.361264,4718.343157,1827.641972,750.689152,65.38931,2466.784055,21213.101049,
"21403001: Ward 1",4976.860432,8109.405224,1443.217264,3544.592042,1300.000914,710.508776,161.91435,2715.257296,22961.756298,
"21403002: Ward 2",1892.043437,4883.2921,1022.176136,3986.956316,1704.824279,603.340072,139.90097,1857.678043,16090.211353,
"21403003: Ward 3",2152.8579,5036.483384,1234.263483,4909.136463,1857.826091,504.956389,128.76938,1838.740971,17663.034061,
"21403004: Ward 4",2229.008696,4677.698845,974.10728,4323.448037,2632.605636,1516.743494,166.31957,2333.483677,18853.415235,
"21403005: Ward 5",1409.48104,3787.526462,1002.034708,4228.192391,2344.33969,1247.888539,145.85255,1463.633536,15628.948916,
"21403006: Ward 6",3435.539105,7911.145103,1562.364973,4942.87004,1370.110745,213.017826,135.49123,2581.458165,22151.997187,
"21404001: Ward 1",3624.306843,5981.865798,1132.457125,3405.293881,1151.135289,570.259843,58.44812,2015.350498,17939.117397,
"21404002: Ward 2",3352.564369,5514.700401,999.130594,3218.026792,733.410491,197.406017,435.12249,1606.08737,16056.448524,
"21404003: Ward 3",4368.324455,7723.768403,1257.30104,4619.450672,2710.559949,1793.490303,516.85843,3241.161248,26230.9145,
"21404004: Ward 4",4351.085284,7357.318906,1729.455491,5178.544341,1285.027665,442.004372,91.16539,2172.470671,22607.07212,
"21404005: Ward 5",2052.779248,4322.173236,766.112862,2385.591335,730.583979,146.033078,20.937,1343.134481,11767.345219,
"21503001: Ward 1",6804.700097,6173.637769,664.115606,1918.366562,264.415335,132.417413,67.6566,2872.682909,18897.992291,
"21503002: Ward 2",10966.236377,10511.98763,1305.665046,3818.315571,621.877781,194.846753,353.06234,4814.391741,32586.383239,
"21503003: Ward 3",7756.189472,8259.480999,1229.277788,3032.32411,525.788372,121.029509,219.0526,3611.969353,24755.112203,
"21503004: Ward 4",5167.55594,8453.55626,1295.77107,3878.004955,590.009865,275.811784,45.58014,3595.634446,23301.92446,
"21503005: Ward 5",7464.901848,9380.891609,1269.036255,4064.406026,643.185656,223.266159,74.77918,4174.045819,27294.512552,
"21503006: Ward 6",2930.03367,7300.524598,1335.056476,5263.084451,2145.239288,1280.756835,46.67758,3574.224455,23875.597353,
"21503007: Ward 7",4847.893941,9739.317241,1459.308174,4986.701054,1105.028981,246.959823,92.75788,4106.697655,26584.664749,
"21503008: Ward 8",6236.611774,8124.326243,1096.606461,3388.176102,1128.13428,151.640291,59.79164,3512.573446,23697.860237,
"21503009: Ward 9",2713.846301,8188.872991,1516.421477,6086.608542,1533.734653,904.859976,124.33996,3441.166156,24509.850056,
"21503010: Ward 10",4531.137331,9221.859397,1227.953588,3722.815243,644.743761,220.930894,61.00163,3657.998644,23288.440488,
"21503011: Ward 11",6602.009314,10977.077462,1579.285918,4577.085272,658.769291,201.111781,83.4348,4655.446267,29334.220105,
"21503012: Ward 12",5796.683261,7878.520394,1243.480317,3674.734255,393.888253,120.120165,77.16927,3532.860301,22717.456216,
"21503013: Ward 13",4559.076881,8391.422916,1496.44947,5623.085311,1210.016815,568.83754,101.89089,3875.960923,25826.740746,
"21503014: Ward 14",4374.437874,8275.936181,1509.686466,5758.402891,1425.940951,538.552672,77.88265,3599.391389,25560.231074,
"21503015: Ward 15",1594.413015,3343.905852,712.67897,4106.517714,2441.343225,1496.67368,159.96977,2224.914334,16080.41656,
"21503016: Ward 16",5918.440564,7009.532765,1088.091685,3963.139341,661.472044,230.530788,141.62438,3264.12943,22276.960997,
"21503017: Ward 17",2972.864893,6426.412219,1331.947797,5509.677655,1189.190237,560.202228,42.48964,2957.038752,20989.823421,
"21503018: Ward 18",6121.318465,8445.673175,1252.872697,3785.332228,603.059886,197.013147,132.04547,4007.017702,24544.33277,
"21503019: Ward 19",2676.988143,6356.411381,1194.949964,5118.82096,1830.312455,912.811374,22.62307,3102.674164,21215.591511,
"21503020: Ward 20",5906.911633,9990.942426,1880.863417,7581.552543,1917.715034,900.964702,103.9731,4494.866677,32777.789532,
"21503021: Ward 21",5071.455692,8261.687057,1640.356633,6889.173631,2434.878721,818.042931,142.38386,4160.787354,29418.765879,
"21503022: Ward 22",5970.001683,7757.848144,1276.990706,4509.704493,861.041781,198.936509,214.27546,3540.168656,24328.967432,
"21503023: Ward 23",7215.241509,7189.93694,985.772156,2613.268652,454.535565,147.875686,85.8565,3448.236541,22140.723549,
"21503024: Ward 24",7671.792319,7907.122322,1110.911439,3018.524514,436.951458,128.280447,188.70647,3903.790508,24366.079477,
"21503025: Ward 25",7979.032446,8825.224617,1186.83314,3604.360824,619.50167,239.668636,61.13174,4200.746724,26716.499797,
"21503026: Ward 26",7173.553454,8966.212476,1219.312085,3988.920057,788.692605,250.383953,82.07404,4154.935329,26624.083999,
"21503027: Ward 27",4103.708961,6648.686432,970.809691,3955.51909,844.074465,307.577161,133.33297,2927.554568,19891.263338,
"21503028: Ward 28",8647.463193,9678.271963,1273.248455,3769.315211,762.737278,204.398764,59.59779,4446.464154,28841.496808,
"21503029: Ward 29",5441.218375,9600.240213,1649.496751,4808.105366,868.264896,445.975905,171.86942,4358.770193,27343.941119,
"21503030: Ward 30",6419.736222,11600.769187,1635.947725,4666.877656,681.239084,221.663724,57.42857,4976.663927,30260.326095,
"21503031: Ward 31",5858.615725,10689.73511,1645.934441,4527.989931,699.233045,266.813298,150.1604,4437.853402,28276.335352,
"21504001: Ward 1",6710.051319,9733.813668,1263.608252,3967.018525,766.756891,312.427793,172.33971,3999.977121,26925.993279,
"21504002: Ward 2",5542.572511,9298.434706,1382.136099,4164.793891,884.187285,470.966907,174.60443,4060.703137,25978.398966,
"21504003: Ward 3",5687.534757,8998.333156,1328.336239,4097.03228,786.624706,297.427329,209.42498,3956.244233,25360.95768,
