SuperWEB2(tm)

"Labour Force - Census 1996-2011"
"South Africa by 2011 Electoral Wards by Education level (grouped)"
"Counting: Person weighted"

Filters:
"Default Summation","Person weighted"

"Education level (grouped)","No schooling","Some primary","Complete primary","Some secondary","Grade 12/Std 10","Higher","Unspecified","Not applicable","Total",
"South Africa by 2011 Electoral Wards",
"93303025: Ward 25",6003.032166,8399.476717,1829.340261,7722.15489,3510.421714,1016.88609,544.26621,3965.989671,32991.567719,
"93303026: Ward 26",5659.72688,8539.461653,1934.886258,6991.920086,1853.445813,749.548879,104.56829,3512.722848,29346.280707,
"93303027: Ward 27",6261.544315,7790.87071,1941.211522,8265.62651,2389.727654,917.248967,298.01974,4198.569259,32062.818677,
"93303028: Ward 28",6247.915024,8617.919391,1881.084319,8439.272105,2917.358928,790.406664,218.93588,3933.255241,33046.147552,
"93303029: Ward 29",6576.744004,9368.565251,2261.08881,10084.697384,4027.623455,1199.81035,437.44413,4584.884619,38540.858003,
"93303030: Ward 30",4323.161378,5608.025566,1524.608349,6222.039787,2168.470935,673.066172,254.88698,2649.351653,23423.61082,
"93303031: Ward 31",2703.964129,5943.419577,1226.913835,8870.176396,5575.176872,3455.767005,400.15409,3582.722111,31758.294015,
"93303032: Ward 32",7928.990148,8873.705045,2288.614292,9116.674022,3369.316,527.935865,495.26661,4369.600007,36970.101989,
"93303033: Ward 33",9880.753074,12565.051477,3278.514273,12726.021693,3185.820862,804.243544,657.95033,5928.234593,49026.589846,
"93303034: Ward 34",6823.076564,9464.681627,2180.163376,8570.511843,2166.799888,495.192722,444.12193,4417.998116,34562.546066,
"93304001: Ward 1",2854.420101,5940.066609,1335.393552,7709.543507,3960.10478,1413.110734,237.38579,3242.752402,26692.777475,
"93304002: Ward 2",3511.102564,5411.644818,1330.814425,5852.633077,1671.678284,259.597738,156.64865,2538.31476,20732.434316,
"93304003: Ward 3",2494.06073,2993.980573,712.4808,3625.186829,1478.535421,475.377524,225.19633,1949.193591,13954.011798,
"93304004: Ward 4",2035.191931,4144.405012,1112.685332,6412.390241,3550.595399,1808.464884,320.96651,2151.070915,21535.770224,
"93304005: Ward 5",2313.807196,3538.530708,908.75774,5498.24846,3414.164054,2039.19254,455.9194,2203.20319,20371.823288,
"93304006: Ward 6",1581.038903,3634.616501,853.224015,5132.909455,2836.769305,1042.639441,349.68975,1953.715624,17384.602994,
"93304007: Ward 7",948.764281,2740.340342,745.430392,3811.30121,2232.133497,1363.740775,81.15513,1785.123497,13707.989124,
"93304008: Ward 8",5302.639088,6701.464612,1515.047763,6593.572625,1546.56696,283.729773,234.68782,3271.614771,25449.323412,
"93304009: Ward 9",2115.420973,3942.246111,894.767906,4891.84006,1246.190172,399.957307,67.74317,1992.077801,15550.2435,
"93304010: Ward 10",2614.242322,4314.001419,848.470539,4179.79109,1523.943971,350.359793,66.6876,2358.221131,16255.717865,
"93304011: Ward 11",633.848977,1982.294145,384.186631,4261.957208,4565.899238,2535.559721,872.11503,1883.50605,17119.367,
"93304012: Ward 12",773.247935,2585.829591,537.928402,4436.552731,5196.883092,3809.039655,1413.58507,2486.428991,21239.495467,
"93304013: Ward 13",3583.161359,5564.340479,1045.632828,4456.902947,1840.29497,246.932454,171.16115,2775.521618,19683.947805,
"93304014: Ward 14",1143.194281,2405.235159,546.088595,2522.73662,1778.234551,739.158612,161.16129,1262.15556,10557.964668,
"93304015: Ward 15",4501.77538,6306.755767,1384.242076,6309.139091,3673.889586,1629.774165,1010.4819,3046.736377,27862.794342,
"93304016: Ward 16",9738.288763,8141.653882,1310.05743,4632.864066,902.495945,155.789999,1365.75035,4996.429315,31243.32975,
"93304017: Ward 17",10060.014179,10409.882892,2090.219947,7946.980442,1933.262492,289.115309,508.66485,5992.187836,39230.327947,
"93304018: Ward 18",8915.988816,8280.089206,1950.652389,6666.983129,2056.037637,669.954767,556.44012,4246.652607,33342.798671,
"93305001: Ward 1",2600.588394,2502.888965,598.586855,2807.149516,2853.097284,1728.404642,1966.63536,2285.940302,17343.291318,
"93305002: Ward 2",7348.447619,5797.146174,1315.045978,5117.83063,1778.663114,917.351468,1514.50223,2808.132092,26597.119305,
"93305003: Ward 3",3466.271608,4703.876723,1001.015004,4450.369352,1181.563992,343.831536,266.60207,2241.980987,17655.511272,
"93305004: Ward 4",4573.446062,4848.202964,1152.044447,4373.163872,1018.677107,293.418709,403.19491,2460.487489,19122.63556,
"93305005: Ward 5",3734.957871,4193.268616,864.394753,3089.097961,659.148876,165.549961,103.32979,2065.118512,14874.86634,
"93305006: Ward 6",5086.695862,5297.801835,1122.848682,4526.953934,1580.225168,477.356133,313.69986,2760.026183,21165.607657,
"93305007: Ward 7",4166.480665,5022.792022,994.328963,4292.267257,899.946783,233.075072,214.8391,2612.209077,18435.938939,
"93305008: Ward 8",4542.807583,5963.429515,1153.856223,4824.349273,882.039846,204.398173,51.1985,2795.383336,20417.462449,
"93305009: Ward 9",2602.707663,4828.459535,993.817,4863.039589,1837.944009,759.428397,204.4193,2225.673084,18315.488577,
"93305010: Ward 10",3673.382081,5534.141712,1287.552954,5182.335064,1177.010134,433.828013,85.48186,2560.069536,19933.801354,
"93305011: Ward 11",3169.414471,5290.006707,989.028134,4623.858143,1133.188796,551.219553,34.31238,2385.636149,18176.664333,
"93305012: Ward 12",6122.867152,7015.578077,1497.635471,6321.957291,1784.236486,612.000676,311.64527,3611.886309,27277.806732,
"93305013: Ward 13",5233.830609,5617.389933,1367.621097,4794.342141,1296.587439,520.239103,465.01254,2829.902548,22124.92541,
"93305014: Ward 14",3067.948317,4267.325101,914.063774,3904.924447,860.20878,342.568834,212.67313,2100.070496,15669.782879,
"93401001: Ward 1",4644.954286,6605.980173,1933.045704,5258.934733,805.645633,223.553599,463.54952,3411.228663,23346.892311,
"93401002: Ward 2",7112.654527,7504.023668,4483.879801,13088.804752,2395.691816,1308.452908,1334.90787,5483.197436,42711.612778,
"93401003: Ward 3",3573.510279,5037.734535,1388.782735,7520.833073,3879.01944,1165.252054,164.1744,3400.229137,26129.535653,
"93401004: Ward 4",2563.425737,3154.344161,915.508816,4221.725724,2034.15722,652.188078,449.09402,2015.151757,16005.595513,
"93401005: Ward 5",1684.502356,3096.927598,831.439726,4233.889078,1879.101837,290.103627,6.21627,2317.632565,14339.813057,
"93401006: Ward 6",1201.817242,3123.154524,702.762572,4871.627606,4354.616073,1748.255284,364.80189,1828.340436,18195.375627,
"93402001: Ward 1",4006.117852,5359.649081,1166.557408,4802.123824,1334.52234,509.422469,259.65925,2579.415526,20017.46775,
"93402002: Ward 2",3854.577983,6394.040998,1309.923329,4948.35741,1358.57689,501.159183,352.11779,2884.037612,21602.791195,
"93402003: Ward 3",3499.655663,6336.830682,1299.949586,4942.527229,1719.064161,703.410035,198.87074,2744.907416,21445.215512,
"93402004: Ward 4",2430.752599,4337.314969,1005.210923,3827.760055,1445.915214,636.122097,167.4429,2264.697831,16115.216588,
"93402005: Ward 5",2841.975893,5661.068423,1345.62622,5323.484894,2160.570345,1452.818255,150.72553,2799.777923,21736.047483,
"93402006: Ward 6",3175.444754,5757.692195,1119.292043,3658.265399,1149.638245,411.550898,310.34306,2486.192478,18068.419072,
"93402007: Ward 7",3000.068679,5464.330754,1055.792673,4044.428466,1362.156927,354.638174,181.91362,2677.17022,18140.499513,
"93402008: Ward 8",2697.168955,4357.545184,847.687369,3129.146633,758.521244,347.912027,150.89426,1893.922861,14182.798533,
"93402009: Ward 9",4957.54298,6652.206779,1323.703464,4944.468943,1188.685264,309.862988,232.71521,3309.104931,22918.290559,
"93402010: Ward 10",3232.130627,5173.122624,1167.254641,4012.268269,1054.211363,329.069872,188.981,2490.611224,17647.64962,
"93402011: Ward 11",4151.17227,6056.042241,1149.477036,4469.483319,937.451415,235.099306,209.70993,2981.631707,20190.067224,
"93402012: Ward 12",3618.969404,5298.124813,1114.397991,4458.486889,1129.91732,265.600395,123.78622,2904.971155,18914.254187,
"93402013: Ward 13",3378.901812,4357.620232,933.734457,3904.448973,1138.228315,527.137975,162.52776,2694.120976,17096.7205,
"93403001: Ward 1",8444.148038,13979.276825,2649.894771,8833.446744,2359.983572,667.015862,459.02571,6225.003957,43617.795479,
"93403002: Ward 2",7960.650536,9584.100582,2053.850939,7989.920689,2521.560813,1129.457531,378.28531,4980.342954,36598.169354,
"93403003: Ward 3",7979.326055,10767.040857,2058.949185,9169.69191,3574.8547,1621.985507,277.7065,5276.686393,40726.241107,
"93403004: Ward 4",7355.213592,11643.031433,2407.534466,10141.914044,3570.728441,1341.099091,352.32068,5704.702718,42516.544465,
"93403005: Ward 5",7630.921526,12058.555187,2994.035632,12842.50718,4424.003686,2148.546842,487.85693,6911.113849,49497.540832,
"93403006: Ward 6",9317.403383,13327.572862,2928.61263,10512.219677,3142.168502,1220.483169,343.75075,6432.338594,47224.549567,
"93403007: Ward 7",8261.621761,14617.422961,2874.306121,10508.470902,3193.588797,1033.39125,300.44951,6410.13337,47199.384672,
"93403008: Ward 8",7258.580185,12564.410903,2580.226258,9148.091913,2032.051132,1009.828457,164.44987,5289.476708,40047.115426,
"93403009: Ward 9",7942.561231,13579.303538,2721.590164,9417.309256,2203.26328,644.145383,416.24252,5300.533078,42224.94845,
"93403010: Ward 10",10154.195216,11999.916142,2729.304045,9588.335006,2492.67133,635.92797,532.06408,6386.946742,44519.360531,
"93403011: Ward 11",8745.974873,13531.463932,2583.735776,10387.568786,2493.955417,679.517391,373.55748,6325.296386,45121.070041,
"93403012: Ward 12",7387.424459,12852.407955,2715.413019,9221.035855,2198.969576,714.596954,219.42317,5636.679951,40945.950939,
"93403013: Ward 13",6418.925482,9717.967791,2050.88306,9555.010937,5396.587049,5765.67941,418.94115,5863.871793,45187.866672,
"93403014: Ward 14",8326.983561,11176.012506,2500.108374,10067.741561,2980.220953,748.297794,311.12928,5389.10512,41499.599149,
"93403015: Ward 15",10970.20929,12938.983812,2605.16579,10296.028655,2933.482036,615.981973,365.64119,6260.365638,46985.858384,
"93403016: Ward 16",8389.260889,10717.453068,2230.376185,8617.230096,2755.928922,1014.330618,318.70271,4942.617292,38985.89978,
"93403017: Ward 17",8167.089115,10509.160908,2112.94993,8251.344752,2546.61106,574.790834,154.52636,4927.850374,37244.323333,
"93403018: Ward 18",8444.107296,12445.571857,2483.390307,10030.994011,2689.969387,3214.370912,639.37843,5740.867715,45688.649915,
"93403019: Ward 19",6337.429071,10909.434321,2239.10931,9869.13757,3846.624034,1223.874237,597.62147,5281.650685,40304.880698,
"93403020: Ward 20",6009.009116,9593.839664,1996.699477,9214.486671,4131.16352,3115.793552,323.08602,5089.343592,39473.421612,
"93403021: Ward 21",6313.030185,10954.172166,2695.51351,13040.433584,8260.963861,5751.19418,966.13181,7007.760257,54989.199553,
"93403022: Ward 22",6733.137254,9898.779886,2390.72116,11705.470069,7655.690329,3379.936531,630.42369,5936.547699,48330.706618,
"93403023: Ward 23",3790.019756,7495.855299,1686.97936,9424.845579,5692.654397,4006.342228,251.12325,4244.978731,36592.7986,
"93403024: Ward 24",6581.197086,11487.922821,2656.241954,11942.776557,5845.362853,3224.28804,344.8655,5869.366685,47952.021496,
"93403025: Ward 25",7940.871182,10725.238054,2486.580304,10813.069642,4821.424105,2409.859194,547.07717,5911.243128,45655.362779,
"93403026: Ward 26",8866.008554,11500.23169,2783.512451,10913.866813,3773.714996,1432.167861,438.25753,5620.168876,45327.928771,
"93403027: Ward 27",7784.435826,13248.410802,2932.901185,12936.698368,4003.567913,1728.028348,266.31367,6464.437436,49364.793548,
"93403028: Ward 28",7886.317399,11485.876569,2741.690716,11850.84761,3676.876021,1446.492123,509.74712,5386.054431,44983.901989,
"93403029: Ward 29",7845.667571,13433.025524,3149.038155,12304.282944,3664.579305,1705.520314,532.6212,6611.326894,49246.061907,
"93403030: Ward 30",7578.857755,11311.011349,2674.408402,10331.974178,2824.990721,1246.150165,399.29914,5586.101915,41952.793625,
"93403031: Ward 31",6542.996538,10001.923886,2347.524744,10271.950829,3278.320326,1103.091534,334.71619,4967.37218,38847.896227,
"93403032: Ward 32",8095.145612,10503.436341,2550.404459,11314.55097,4405.642015,1892.111649,565.49177,5583.007916,44909.790732,
"93403033: Ward 33",6489.683916,11067.897891,2402.257706,11255.306291,3316.038046,2003.11826,227.42556,5652.148509,42413.876179,
"93403034: Ward 34",9065.682264,11670.434542,2865.004386,12462.044501,4446.759535,1788.04543,359.93784,5950.679054,48608.587552,
"93403035: Ward 35",9394.444056,13616.207948,3197.437114,13798.787453,5386.591819,2151.001135,1118.05881,7015.628384,55678.156719,
"93403036: Ward 36",5700.994582,9208.215346,2231.159839,10140.872493,9315.249767,3961.570635,842.74238,7383.36568,48784.170722,
"93403037: Ward 37",5228.72102,8518.375577,2069.697245,9636.732733,3410.5653,1809.200649,358.93571,4880.359517,35912.587751,
"93403038: Ward 38",2803.475843,7912.263561,1699.978551,8389.800994,3577.897543,2409.202738,35.94406,3411.26779,30239.83108,
"93403039: Ward 39",6055.445761,9024.45387,1920.072083,7958.013495,2514.119034,890.742911,275.03774,4199.735782,32837.620676,
"93403040: Ward 40",6904.193156,10124.28605,2369.12824,8344.185749,2266.074303,671.447544,236.34253,4552.626606,35468.284178,
"93404001: Ward 1",8260.080004,9841.69982,2190.128288,9169.828663,2155.314554,711.555619,191.93601,4896.129494,37416.672452,
"93404002: Ward 2",7584.081705,10667.942109,2236.187223,8816.467991,2754.928237,733.571363,201.71395,4930.626105,37925.518683,
"93404003: Ward 3",6602.230267,9126.092077,1903.812285,8858.22362,3048.715883,2064.835309,517.15127,4743.907163,36864.967874,
"93404004: Ward 4",7637.958401,11718.608998,2656.897494,12169.503754,4327.672999,1350.197315,371.34692,6152.457695,46384.643576,
"93404005: Ward 5",9164.46618,11492.22584,2629.444488,9756.578409,2579.966065,1081.446352,324.88289,4961.044515,41990.054739,
"93404006: Ward 6",6668.866416,9119.056953,2126.389771,7665.20291,2240.763001,775.216696,189.32815,3729.448282,32514.272179,
"93404007: Ward 7",5744.795076,8851.407449,1941.023497,7918.68997,2142.094379,854.172798,107.32009,3938.945649,31498.448908,
"93404008: Ward 8",6967.22981,10048.962402,2147.151984,8493.163136,2866.524907,1022.898555,174.07798,4500.906168,36220.914942,
"93404009: Ward 9",6754.924162,8985.276895,2096.937797,8920.499322,2346.840662,966.478651,433.84258,4539.889995,35044.690064,
"93404010: Ward 10",6750.380986,8713.962867,2010.172554,7131.762116,2768.667352,964.991572,254.79051,3845.783593,32440.51155,
"93404011: Ward 11",6800.142183,8809.320906,1871.723959,7571.285271,2746.139036,1238.067857,159.10514,4370.642467,33566.426819,
"93404012: Ward 12",6956.638947,8706.027331,1931.884549,7982.340665,2460.436101,1053.200948,212.54675,4153.854664,33456.929955,
"93404013: Ward 13",9797.252808,11599.04522,2722.149012,10004.963105,3875.581603,1144.347387,527.48572,5265.965708,44936.790563,
"93404014: Ward 14",7858.016888,9418.613293,2058.583671,8499.561103,2889.35489,666.570358,199.91135,4297.821603,35888.433156,
"93404015: Ward 15",7645.137381,11249.686,2588.161504,9919.969888,3629.4766,1437.405641,249.67501,5564.530378,42284.042402,
"93404016: Ward 16",5077.61602,8809.697378,2189.731712,9398.074971,4759.862988,3466.339676,546.93524,5151.911932,39400.169917,
"93404017: Ward 17",5382.916056,6704.584385,1650.06974,6741.051695,3797.574015,918.121001,309.03407,3505.630028,29008.98099,
"93404018: Ward 18",8941.269228,10759.078959,2033.015879,8133.928264,2365.27887,871.634732,112.02047,5094.971807,38311.198209,
"93404019: Ward 19",8592.047235,9643.463257,2405.324069,9172.444844,2273.879867,582.865401,248.09212,5081.157893,37999.274686,
"93404020: Ward 20",4480.833855,7809.607672,1925.31308,10269.185737,8196.55828,5706.295036,692.3318,7431.157937,46511.283397,
"93404021: Ward 21",6528.594459,7200.73411,2687.902325,13316.230771,7350.147543,3798.397377,424.45311,4875.765929,46182.225624,
"93404022: Ward 22",7216.600159,10069.581987,2291.522447,9905.658791,3537.064359,1064.003592,161.26797,5189.295583,39434.994888,
"93404023: Ward 23",6398.242554,8686.101154,2083.701065,8838.613978,3681.902717,1456.584514,451.60403,5029.193083,36625.943095,
"93404024: Ward 24",8329.158513,11905.404494,2804.329151,11858.775975,3248.141718,1260.239084,270.64048,5867.475734,45544.165149,
"93404025: Ward 25",8914.420831,12175.325587,2630.827958,10571.964703,2532.887522,988.558896,439.45632,6040.23802,44293.679837,
"93404026: Ward 26",9352.124989,11337.933584,2597.386376,10427.03025,3069.194376,1174.865457,205.4886,5320.337435,43484.361067,
"93404027: Ward 27",7586.113948,8553.557258,2099.665585,8932.139623,2899.509778,1217.40339,374.66254,4652.547947,36315.600069,
"93404028: Ward 28",9787.447533,10519.847284,2466.362389,10657.953364,4325.11255,1898.281166,497.25211,5459.047844,45611.30424,
"93404029: Ward 29",5421.524208,8077.197984,1914.617052,8751.789955,2646.722306,1465.814308,470.9234,4252.023921,33000.613134,
"93404030: Ward 30",4730.167227,8577.245139,1895.173625,8473.410719,2662.062422,954.91047,162.1485,3775.703214,31230.821316,
"93404031: Ward 31",8498.054302,11845.96896,2658.184854,10263.761123,2943.877656,992.600217,370.73876,5472.453403,43045.639275,
"93404032: Ward 32",8790.5977,11106.026414,2625.55156,11606.186179,3945.437478,1418.22566,438.81228,5791.840203,45722.677474,
"93404033: Ward 33",6793.911257,9161.805864,2023.98766,9757.358341,4132.027661,1470.0715,529.44279,5273.013976,39141.619049,
"93404034: Ward 34",6122.271901,8677.483154,1898.507033,9056.966359,2901.933085,893.800906,107.43333,4498.385169,34156.780937,
"93404035: Ward 35",9095.593132,10344.720564,2412.803047,10840.999234,5001.183925,2575.720359,691.99228,6039.829729,47002.84227,
"93404036: Ward 36",9281.129108,10873.927611,2550.725366,9948.987681,2782.585685,874.753376,281.89677,5680.08962,42274.095217,
"93404037: Ward 37",7751.75054,9851.236145,2053.494827,7533.645643,1868.850701,353.290256,178.92915,4851.342062,34442.539324,
"93404038: Ward 38",5404.836888,7074.067416,1621.344596,7560.805763,2334.655097,751.199127,136.31161,3835.015332,28718.235829,
"93501001: Ward 1",4234.829382,6285.583368,1466.768367,5607.432278,1395.436697,503.33147,168.45938,2783.269118,22445.11006,
"93501002: Ward 2",5455.577698,7750.540638,1630.27558,6287.501012,1394.93935,679.478298,447.9901,3664.725069,27311.027745,
"93501003: Ward 3",6284.742113,7016.794711,1179.208821,3978.836284,833.783195,201.017433,303.61986,3181.089345,22979.091762,
"93501004: Ward 4",4502.830497,6680.326201,1149.066155,3594.225511,857.464465,239.141761,90.0472,2802.853803,19915.955593,
"93501005: Ward 5",5618.758915,5751.772583,1183.857418,4078.609139,829.550051,238.072567,471.66842,2884.672776,21056.961869,
"93501006: Ward 6",5731.915872,6424.251489,1203.636814,4450.8946,1039.211712,283.948912,279.91695,3103.903771,22517.68012,
"93501007: Ward 7",7526.199361,7847.1751,1537.12148,5020.404811,1161.289297,259.922936,260.75273,3931.305808,27544.171523,
"93501008: Ward 8",3159.971813,4822.675149,957.946903,3517.718769,867.258567,241.354952,124.74387,2166.171867,15857.84189,
"93501009: Ward 9",6907.331518,7980.309761,1519.120127,5458.047536,1491.656567,292.885274,123.04984,3910.625799,27683.026422,
"93501010: Ward 10",6250.547507,7811.866405,1466.161112,5201.65858,880.955587,264.878134,274.59742,3587.765371,25738.430116,
"93501011: Ward 11",3730.498199,5954.64756,1180.198842,4034.427792,973.538176,288.589908,46.17911,2765.351672,18973.431259,
"93501012: Ward 12",5140.100244,6372.976225,1415.388728,5370.054369,1298.603052,678.945763,961.57395,3249.182943,24486.825274,
"93501013: Ward 13",4987.587515,4992.760608,1068.500926,3832.193383,753.336608,319.680859,228.83005,2374.721833,18557.611782,
"93501014: Ward 14",5703.079055,5729.038502,1030.916339,3844.185701,878.756437,189.84265,165.50663,2699.811959,20241.137273,
"93501015: Ward 15",5099.626804,5787.06601,1130.39668,5386.564854,1093.920491,427.390805,232.71704,2994.900178,22152.582862,
"93501016: Ward 16",5982.92489,5817.843079,1266.38292,4912.383359,1098.630159,396.733298,121.36126,3159.08872,22755.347685,
"93501017: Ward 17",4630.902428,6116.789806,1228.620233,4931.163647,1053.317901,451.189224,224.09805,3181.297298,21817.378587,
"93501018: Ward 18",6001.566944,6784.679155,1429.439687,5269.680547,1581.56341,478.163967,218.80491,3460.16539,25224.06401,
"93501019: Ward 19",4883.002907,9201.715528,1790.207756,7237.753357,3133.617151,2006.749252,150.5129,4774.75988,33178.318731,
"93501020: Ward 20",5726.827858,5577.796222,1175.909405,4315.094251,747.733173,299.436525,246.20615,3145.334392,21234.337976,
"93501021: Ward 21",8249.72531,8574.354624,1972.276165,6341.949052,1755.935259,650.402329,398.26497,3661.54018,31604.447889,
"93502001: Ward 1",3664.217261,5815.366224,1313.206945,5127.618492,1443.714273,436.669045,142.12153,2704.968894,20647.882664,
"93502002: Ward 2",3908.863216,6933.905525,1551.707955,5870.072414,1698.304287,569.314361,270.45706,3078.875673,23881.500491,
"93502003: Ward 3",4964.498526,7580.999701,1680.674345,6086.009611,1459.635812,317.843317,299.60449,3592.288839,25981.554641,
"93502004: Ward 4",4344.826738,5736.847294,1226.73159,5157.665203,1366.754317,402.63552,335.78067,2900.729392,21471.970724,
"93502005: Ward 5",3462.832531,5816.025692,1193.261688,5203.644702,1801.164363,402.87829,159.67999,2839.663587,20879.150843,
"93502006: Ward 6",3027.269809,5623.097475,1304.173407,4877.214161,1455.33812,353.716464,323.49851,2592.10516,19556.413106,
"93502007: Ward 7",5052.427196,7452.996208,1828.149543,6175.092605,1649.129543,471.38046,405.82025,3711.632897,26746.628702,
"93502008: Ward 8",4177.227524,6347.639433,1528.29946,5690.499444,1634.151168,395.489561,238.23457,3056.291851,23067.833011,
"93502009: Ward 9",2806.30474,4835.165605,1232.835636,4962.219182,1997.9042,692.672038,328.27827,2652.138996,19507.518667,
"93502010: Ward 10",4142.620844,7498.317186,1656.574682,6018.259313,1724.438751,469.475455,374.89909,3313.197705,25197.783026,
"93502011: Ward 11",2896.29105,5421.161746,1332.399651,5299.082038,1738.045044,490.885857,106.95691,2544.489835,19829.312131,
"93502012: Ward 12",3563.811188,6073.618538,1541.580527,5551.361359,1889.604811,399.383951,308.7998,2813.437329,22141.597503,
"93502013: Ward 13",2494.056006,5022.987187,1203.693293,4552.031132,1672.981004,468.472652,97.90969,2268.595909,17780.726873,
"93502014: Ward 14",3641.236041,6270.012482,1363.286527,5763.877183,2047.618178,702.58138,272.09969,2672.262363,22732.973844,
"93502015: Ward 15",3223.199077,6554.38109,1434.667997,5534.746748,1467.303137,565.938269,383.39575,2723.689269,21887.321337,
"93502016: Ward 16",3847.735373,7663.855479,1823.111276,6434.840212,1693.339928,516.654475,207.28277,3257.453747,25444.27326,
"93502017: Ward 17",4669.892,6341.277585,1340.049163,5075.131725,1202.808996,396.096896,183.55007,2893.139881,22101.946316,
"93502018: Ward 18",4542.199544,6506.831552,1722.884702,5897.431461,1503.607545,611.52245,408.67654,3774.08942,24967.243214,
"93502019: Ward 19",2159.515238,5895.219448,1314.666347,5236.521924,1857.886927,1088.849267,198.23034,2623.239034,20374.128525,
"93503001: Ward 1",7145.318071,7361.597794,2132.927607,8265.399471,2993.248159,825.561912,694.14337,2685.050614,32103.246998,
"93503002: Ward 2",5527.163969,7568.907193,1703.133475,7440.344866,1765.931172,884.460885,407.0432,3633.70725,28930.69201,
"93503003: Ward 3",3294.590745,3968.568691,1105.347628,5063.190186,1225.95554,707.07524,102.24838,2508.672346,17975.648756,
"93503004: Ward 4",4990.329396,5505.577025,1237.93132,5551.190777,1540.67844,572.843739,265.88143,2880.507685,22544.939812,
"93503005: Ward 5",3446.952812,4175.311683,842.366403,3966.882347,1084.330238,309.68072,319.36217,2085.152797,16230.03917,
"93503006: Ward 6",5215.746746,6374.42079,1427.589696,6665.274785,2277.937508,972.722311,328.14264,3424.04296,26685.877436,
"93503007: Ward 7",4346.061788,5914.817974,1134.148214,6025.08996,2000.991461,996.357671,269.30043,3179.089653,23865.857151,
"93503008: Ward 8",6558.211097,6758.71488,1407.308847,7015.487413,2033.983064,771.065999,391.36277,3694.094584,28630.228654,
"93503009: Ward 9",4490.469495,5116.263905,1096.099515,5490.360118,1882.780937,522.400496,443.97607,2760.579467,21802.930003,
"93503010: Ward 10",2990.854271,4389.235116,1245.543905,4961.002127,1589.046538,1254.042597,356.68252,2819.753471,19606.160545,
"93503011: Ward 11",3220.325479,4316.214354,905.024313,3682.625561,883.876586,368.035056,161.37879,2017.047872,15554.528011,
"93503012: Ward 12",4949.61613,7835.381353,1653.632482,7109.203259,1644.724871,699.800071,166.04991,3688.743153,27747.151229,
"93503013: Ward 13",3658.721286,5394.250619,1097.355465,4603.053151,1110.011275,284.012786,116.65185,2673.171814,18937.228246,
"93503014: Ward 14",4355.186058,6264.536178,1571.195796,6559.343762,1544.266439,857.049702,394.47963,3236.717177,24782.774742,
"93504001: Ward 1",7819.848469,13970.548519,3307.481609,14718.967027,5880.974687,1564.148254,765.50115,6838.636692,54866.106407,
"93504002: Ward 2",6394.965607,13284.892622,2937.804114,12904.613955,4931.46673,1161.727029,325.00584,6192.128292,48132.604189,
"93504003: Ward 3",4723.309456,11826.135797,2630.951095,10558.110731,2726.471561,1011.884687,310.6853,4941.975835,38729.524462,
"93504004: Ward 4",6847.563094,14657.983853,3720.305127,13711.458246,3975.960053,1423.900784,825.80042,7186.6428,52349.614377,
"93504005: Ward 5",6227.95526,13966.187492,2843.61538,13118.112905,4250.732028,914.829414,476.22521,6357.894679,48155.552368,
"93504006: Ward 6",4101.167557,9955.387693,2277.780796,12479.135677,8054.265903,3791.226602,979.56834,5320.638186,46959.170754,
"93504007: Ward 7",4645.725704,11603.24805,2778.967695,11148.081704,3437.206582,1135.069734,260.73229,5083.48731,40092.519069,
"93504008: Ward 8",1886.230864,7053.099203,2327.563678,17209.37291,10099.10607,2902.831102,339.05299,5409.491714,47226.748531,
"93504009: Ward 9",4310.09938,9695.114082,2761.071118,11191.256839,4374.887992,1288.667955,239.85945,5266.585844,39127.54266,
"93504010: Ward 10",3875.406105,8624.175506,2381.176085,11236.396444,4573.055776,949.507704,175.14398,4596.051754,36410.913354,
"93504011: Ward 11",2314.405779,7596.64723,1769.381827,11353.974994,8035.463013,4100.061369,480.7222,4638.548121,40289.204533,
"93504012: Ward 12",1554.39012,4115.910014,945.715805,6236.198,5597.617006,5485.446833,435.60092,2511.281564,26882.160262,
"93504013: Ward 13",3460.397611,6432.252764,1610.757579,9736.977647,6717.735552,2414.738963,519.1617,3743.078833,34635.100649,
"93504014: Ward 14",849.937342,4114.664918,820.643685,5512.654353,5108.770596,4489.101271,53.37044,2802.608249,23751.750854,
"93504015: Ward 15",6720.992794,10381.794759,2624.285848,10158.015427,2759.844986,556.797454,333.00201,5174.313249,38709.046527,
"93504016: Ward 16",6966.727372,13954.157145,3656.788793,16937.566764,6667.784422,1315.468303,400.15212,7373.041325,57271.686244,
"93504017: Ward 17",2972.826685,7808.18209,2285.118749,13934.341169,10810.498055,5269.216342,560.95422,4497.412353,48138.549663,
"93504018: Ward 18",5443.018207,10086.235849,2407.551259,11069.479062,4180.835687,1642.335909,243.36303,5113.227342,40186.046345,
"93504019: Ward 19",1942.258966,6686.760371,1559.892528,9967.75531,9595.159522,5721.174963,610.84119,4218.783845,40302.626695,
"93504020: Ward 20",1883.587771,7705.169888,1641.937436,10186.553104,12596.689249,15525.729063,1405.9642,6453.520689,57399.1514,
"93504021: Ward 21",520.340012,2142.700721,452.586245,2425.987881,4080.76085,4606.746273,878.99856,1287.979903,16396.100445,
"93504022: Ward 22",1111.130003,4348.464696,885.14327,6354.620189,7568.620925,6973.045989,1400.38107,4928.188603,33569.594745,
