LocalMunicipalityCode,LocalMunicipalityName,No_schooling,Some_primary,Complete_primary,Some_secondary,Grade_12_Std_10,Higher
NC083,//Khara Hais,11.890119737097264,29.200112605736418,8.19681919472309,31.985651632606267,14.270778582295888,4.45651824754108
NC084,!Kheis,17.86307967332619,39.24369045275462,10.05426021405404,23.01400340862776,7.176706521584246,2.6482597296531285
NC085,Tsantsabane,19.73288148439596,27.716356765811227,6.948380324066098,28.618511302812188,13.408842731631978,3.575027391282553
NC086,Kgatelopele,16.81071057066988,28.514438084204674,6.72568546411599,28.844832267997766,13.740054451897576,5.364279161114109
NC091,Sol Plaatjie,11.172530532327327,25.27326644878415,7.013401233071577,33.97236447298047,16.3619393648837,6.206497947969957
NC092,Dikgatlong,21.97540039431416,33.43860699122927,7.84063643522628,25.32967652851163,9.431313786117855,1.9843658646008042
NC093,Magareng,20.032281058163363,33.1788254828763,6.973886327149079,26.956651864831727,10.885992389032621,1.972362877946915
NC094,Phokwane,24.143481585519144,30.478031908037632,6.062966416860882,24.395406270298594,10.96870206043861,3.9514117588451434
NC451,Joe Morolong,25.713296123411844,41.324999547725334,6.522840868401554,19.412696279200812,5.3327794811054225,1.6933877001550401
NC452,Ga-Segonyana,15.495380937396499,33.07178045555581,6.472529033622984,27.94319652233951,12.366030481377033,4.651082569708169
NC453,Gamagara,15.80362505740708,26.48401642803388,6.6909702280433345,26.48650604865772,16.40472223975239,8.130159998105611
WC011,Matzikama,10.526088759209868,31.35310502617762,9.480726233897292,31.483580647359872,12.38813471098978,4.7683646223655645
WC012,Cederberg,11.298122631030784,32.52848747507606,10.49809602126849,30.01259464534682,11.650072552792528,4.012626674485305
WC013,Bergrivier,9.69592815771313,30.8588083652134,9.723580887647875,30.69377402581006,13.827207899903202,5.200700663712337
WC014,Saldanha Bay,6.520598162977291,25.469563000843078,8.461521002512487,35.588065759472876,17.86305659277205,6.097195481422216
WC015,Swartland,9.958470666935737,30.551220204534374,8.78376235585688,29.486347569192727,14.93079697086632,6.289402232613964
WC022,Witzenberg,10.666527537088081,33.234597400865084,9.738493460620662,31.35858197325566,10.708956251219695,4.292843376950812
WC023,Drakenstein,7.649782069292099,26.617744321241755,8.188301106492602,33.46069668064273,16.873001174904132,7.210474647426679
WC024,Stellenbosch,6.798325367005054,24.228638811634557,7.312779224479524,30.440276966776885,18.76481133012519,12.455168299978777
WC025,Breede Valley,9.08430470173036,29.696947727939822,8.52647874942996,32.569841364934945,14.79611053779849,5.326316918166415
WC026,Langeberg,11.076902996470174,34.908027403879004,8.7433844631545,28.265379718049775,12.522876592171794,4.483428826274744
WC034,Swellendam,9.612445905634557,34.432922603807,8.438104796300538,28.263866413152407,12.772616289335852,6.480043991769651
WC031,Theewaterskloof,9.105051467749814,31.11064943241834,10.126481522719073,32.93902718865063,12.1568886189462,4.561901769515932
WC032,Overstrand,5.639772094921068,21.72686285936937,6.576214982536258,33.388890646830056,20.792184838593904,11.876074577749337
WC033,Cape Agulhas,7.506558961237062,28.71228951179454,9.795204595822787,30.688382320478798,14.673880493371014,8.623684117295786
WC041,Kannaland,11.70271374757145,37.501759587470644,9.890179343383352,27.618782358667932,9.776536258899988,3.5100287040066473
WC042,Hessequa,8.52302438687744,31.023210623338592,9.253987370564998,29.681429967568242,14.548346734566797,6.97000091708394
WC043,Mossel Bay,6.468226274703339,24.890384436273262,7.235607363594373,31.81465147085808,20.238601745683162,9.352528708887776
WC044,George,8.246928464916314,27.099352819359705,7.449712510291527,31.32647790275215,18.391067084834482,7.486461217845811
WC045,Oudtshoorn,9.256133518971653,31.53603670530048,9.138698994697085,30.728114803322242,14.656412288934039,4.684603688774504
WC047,Bitou,6.259673197386998,25.106828574086748,7.652541532723248,32.710946722091634,19.648764434162505,8.621245539548868
