MSOA11CD,regionName,2021-12-04,2021-12-11,2021-12-18,2021-12-25,All Ages
E02000002,London,25,48,148,176,7726
E02000003,London,46,58,165,215,11246
E02000004,London,24,44,100,141,6646
E02000005,London,58,97,185,231,10540
E02000007,London,38,94,153,205,10076
E02000008,London,54,101,232,245,12777
E02000009,London,57,84,154,246,11850
E02000010,London,39,48,147,218,9141
E02000011,London,29,64,114,191,7014
E02000012,London,34,69,141,227,11375
E02000013,London,56,76,148,163,9009
E02000014,London,47,39,174,257,9966
E02000015,London,34,69,124,173,8250
E02000016,London,32,60,156,228,10320
E02000017,London,22,40,126,127,9455
E02000018,London,35,74,160,187,9724
E02000019,London,48,84,141,221,9208
E02000020,London,55,123,254,294,13669
E02000021,London,34,42,124,178,9022
E02000022,London,37,69,178,133,8030
E02000023,London,27,75,181,228,8053
E02000024,London,52,76,180,191,11094
E02000025,London,45,54,126,152,8395
E02000026,London,34,48,83,143,6641
E02000027,London,62,74,130,167,9625
E02000028,London,31,51,97,136,6839
E02000029,London,67,76,152,174,9535
E02000030,London,37,64,139,153,9339
E02000031,London,49,43,151,169,8131
E02000032,London,24,61,130,165,7702
E02000033,London,45,55,117,167,8986
E02000034,London,53,61,136,201,9383
E02000035,London,49,56,124,152,9073
E02000036,London,48,51,135,168,11670
E02000037,London,33,59,110,135,10678
E02000038,London,46,66,190,194,11450
E02000039,London,33,39,91,136,7203
E02000040,London,41,62,149,181,8498
E02000041,London,38,51,133,153,10086
E02000042,London,63,76,173,202,12306
E02000043,London,41,60,133,170,8324
E02000044,London,53,57,129,142,8883
E02000045,London,71,62,160,255,10995
E02000046,London,38,50,127,138,7699
E02000047,London,49,79,145,175,12519
E02000048,London,37,58,158,170,10830
E02000049,London,47,52,141,177,9571
E02000050,London,42,74,174,197,10902
E02000051,London,39,45,141,157,9982
E02000052,London,62,68,215,205,10671
E02000053,London,72,116,270,374,17653
E02000054,London,28,45,101,139,7655
E02000055,London,62,67,165,166,11941
E02000056,London,61,51,159,127,9652
E02000057,London,19,23,62,104,8324
E02000058,London,67,55,107,168,11013
E02000059,London,38,61,150,192,11901
E02000060,London,18,32,82,106,12446
E02000061,London,39,53,117,126,9286
E02000062,London,42,44,108,123,7064
E02000063,London,19,38,94,177,8013
E02000064,London,43,58,138,127,7049
E02000065,London,42,60,140,190,9081
E02000066,London,40,72,140,235,10135
E02000067,London,57,68,160,273,10581
E02000068,London,48,62,138,181,8317
E02000069,London,30,58,116,191,6952
E02000070,London,56,63,143,163,8029
E02000071,London,50,71,169,175,7594
E02000072,London,63,106,209,318,13358
E02000073,London,70,75,194,291,10808
E02000074,London,62,72,145,210,8677
E02000075,London,44,59,133,174,8272
E02000077,London,67,71,169,162,8189
E02000078,London,35,69,173,207,7950
E02000079,London,39,48,168,238,8819
E02000080,London,54,95,199,253,10346
E02000081,London,47,53,121,182,8152
E02000082,London,57,74,188,189,9225
E02000083,London,75,95,173,283,11748
E02000084,London,49,92,209,266,11169
E02000085,London,41,59,120,177,8116
E02000086,London,27,40,107,169,7329
E02000087,London,60,43,155,174,8029
E02000088,London,42,63,143,174,7718
E02000089,London,40,60,172,181,7809
E02000090,London,41,56,140,218,9428
E02000091,London,44,65,171,177,10004
E02000092,London,26,36,96,165,6758
E02000093,London,49,70,124,181,10889
E02000094,London,33,59,111,176,9195
E02000095,London,35,32,104,159,9793
E02000096,London,40,35,98,143,7436
E02000097,London,33,39,113,147,9002
E02000098,London,42,34,117,182,8128
E02000099,London,39,40,80,140,8805
E02000100,London,28,45,106,147,8845
E02000101,London,24,58,100,181,9463
E02000102,London,27,36,62,108,7597
E02000103,London,26,55,103,193,9279
E02000104,London,37,28,90,137,7140
E02000105,London,36,57,125,186,9754
E02000106,London,35,46,125,173,10605
E02000107,London,30,63,195,223,11473
E02000108,London,13,26,69,138,6488
E02000109,London,69,126,281,358,14017
E02000110,London,32,55,148,142,8510
E02000111,London,24,41,87,145,10956
E02000112,London,38,75,158,236,10509
E02000113,London,35,49,81,192,9445
E02000114,London,45,53,196,177,9977
E02000115,London,38,62,192,164,8629
E02000116,London,26,56,140,154,9350
E02000117,London,38,69,167,231,12597
E02000118,London,15,30,72,149,10382
E02000119,London,35,63,146,235,8945
E02000120,London,43,80,226,214,9077
E02000121,London,30,43,112,145,10882
E02000122,London,39,86,191,179,7617
E02000123,London,52,66,220,280,15428
E02000124,London,56,76,284,239,9838
E02000125,London,50,92,230,213,10008
E02000126,London,28,62,147,175,7694
E02000127,London,47,49,181,211,9466
E02000128,London,55,64,125,169,7734
E02000130,London,38,53,207,176,8756
E02000131,London,32,81,246,251,10977
E02000132,London,38,83,195,207,10339
E02000133,London,60,76,216,227,10631
E02000134,London,72,110,219,276,12323
E02000135,London,49,70,192,218,10616
E02000136,London,35,49,106,139,5811
E02000137,London,28,65,154,203,8527
E02000138,London,36,65,151,222,8601
E02000139,London,49,48,180,206,7939
E02000140,London,42,68,131,161,8785
E02000141,London,45,59,154,196,7438
E02000142,London,40,63,214,226,8842
E02000144,London,82,127,227,229,10191
E02000145,London,40,52,120,148,9108
E02000146,London,68,96,192,249,9570
E02000147,London,47,69,145,202,8299
E02000148,London,42,64,128,153,6699
E02000149,London,37,46,121,180,8267
E02000150,London,42,46,172,210,8613
E02000151,London,84,72,139,153,7631
E02000152,London,53,54,154,150,7937
E02000153,London,65,88,167,207,7873
E02000154,London,43,58,151,172,8599
E02000155,London,32,48,105,155,6930
E02000156,London,74,91,229,287,12113
E02000157,London,76,76,168,165,8201
E02000158,London,50,47,126,164,7797
E02000159,London,39,44,133,133,6993
E02000160,London,73,59,148,177,7978
E02000161,London,47,44,160,171,8751
E02000162,London,61,54,150,150,7043
E02000163,London,58,61,136,169,7770
E02000165,London,67,50,103,137,6968
E02000166,London,45,71,180,147,9479
E02000167,London,32,53,148,137,9983
E02000168,London,43,61,225,182,9870
E02000169,London,35,44,130,106,10344
E02000170,London,32,63,212,193,10509
E02000171,London,40,57,172,142,9683
E02000172,London,49,82,218,231,12814
E02000173,London,58,87,181,155,10746
E02000174,London,43,61,251,220,10748
E02000175,London,48,83,274,202,12155
E02000176,London,40,45,176,108,8204
E02000177,London,33,44,217,200,10692
E02000178,London,49,74,216,205,11074
E02000179,London,26,38,113,107,7691
E02000180,London,39,59,210,185,10445
E02000181,London,62,72,206,139,9787
E02000182,London,33,37,153,145,9407
E02000183,London,35,51,188,167,9293
E02000184,London,38,78,261,199,11278
E02000185,London,52,62,173,169,10557
E02000186,London,46,54,196,149,8753
E02000187,London,47,59,217,245,12144
E02000188,London,31,58,159,145,9366
E02000189,London,25,44,172,134,7519
E02000190,London,35,61,178,146,9404
E02000191,London,48,60,219,159,9340
E02000192,London,35,58,173,139,9181
E02000193,London,32,62,234,168,9050
E02000194,London,42,88,212,231,9520
E02000195,London,44,76,172,234,9855
E02000196,London,29,59,130,170,8133
E02000197,London,38,73,171,210,9703
E02000198,London,26,63,185,219,8743
E02000199,London,22,63,179,260,8388
E02000200,London,48,64,190,246,8965
E02000201,London,30,52,168,189,9225
E02000202,London,25,60,131,168,8569
E02000203,London,27,48,124,192,8304
E02000204,London,26,50,135,213,9827
E02000206,London,36,95,195,251,10397
E02000207,London,43,69,194,262,9004
E02000208,London,27,50,164,234,11034
E02000209,London,27,52,118,172,8803
E02000210,London,42,73,187,222,8490
E02000211,London,54,60,188,188,8156
E02000212,London,25,32,117,173,9471
E02000213,London,43,77,188,233,11629
E02000214,London,25,40,140,145,6208
E02000215,London,32,70,216,271,11697
E02000216,London,23,48,125,118,7079
E02000217,London,39,82,190,261,12522
E02000218,London,33,57,91,152,6514
E02000219,London,42,49,153,197,7438
E02000220,London,68,126,268,334,14048
E02000221,London,78,79,164,273,10736
E02000222,London,89,93,156,168,8368
E02000223,London,48,53,151,207,8508
E02000224,London,58,66,138,201,8231
E02000225,London,64,55,129,188,7370
E02000226,London,70,67,126,162,7537
E02000227,London,79,87,188,291,11359
E02000228,London,81,66,169,210,7765
E02000229,London,45,53,89,160,6775
E02000230,London,36,71,189,243,10621
E02000231,London,48,55,140,201,7583
E02000232,London,38,60,103,153,6209
E02000233,London,35,48,123,143,6338
E02000234,London,49,67,153,186,9050
E02000235,London,49,49,82,155,6962
E02000236,London,72,67,144,217,8336
E02000237,London,53,45,131,179,7554
E02000238,London,39,65,106,198,9493
E02000239,London,35,56,121,130,8695
E02000240,London,46,54,113,194,10007
E02000241,London,24,36,79,110,6733
E02000242,London,35,28,68,100,6818
E02000243,London,53,44,110,113,8199
E02000244,London,24,35,92,111,7515
E02000245,London,16,46,103,147,8360
E02000246,London,22,32,93,148,8530
E02000247,London,45,52,114,163,10403
E02000248,London,35,45,119,135,7760
E02000249,London,25,62,96,135,7475
E02000250,London,38,60,119,127,6122
E02000251,London,40,53,85,118,7294
E02000252,London,44,95,240,238,11822
E02000253,London,50,60,160,191,9086
E02000254,London,18,30,83,102,8260
E02000255,London,63,72,158,196,8968
E02000256,London,53,69,171,168,8833
E02000257,London,67,93,282,315,14556
E02000258,London,36,54,122,128,7027
E02000259,London,40,54,111,156,5991
E02000260,London,16,29,60,117,9338
E02000261,London,55,74,215,257,12248
E02000262,London,53,53,205,224,8824
E02000263,London,40,37,98,131,11993
E02000264,London,41,64,184,174,8333
E02000265,London,59,94,183,237,10508
E02000266,London,49,58,129,223,11558
E02000267,London,48,69,150,172,7154
E02000268,London,53,77,183,161,8760
E02000269,London,49,66,163,175,7724
E02000270,London,32,73,220,230,7851
E02000271,London,45,42,164,156,6906
E02000272,London,47,68,133,152,6268
E02000274,London,23,55,111,178,14236
E02000275,London,25,30,63,114,7497
E02000276,London,43,66,124,147,6382
E02000277,London,49,54,101,148,7607
E02000278,London,34,67,117,130,9750
E02000279,London,46,79,154,229,12938
E02000280,London,34,60,183,190,8395
E02000281,London,39,78,128,168,9188
E02000282,London,30,80,119,167,9986
E02000283,London,27,66,142,145,8817
E02000284,London,38,51,139,183,8633
E02000285,London,49,58,125,158,6419
E02000286,London,30,42,144,160,8558
E02000287,London,24,46,99,102,7137
E02000288,London,34,58,139,199,11310
E02000289,London,33,47,104,138,6483
E02000290,London,20,35,87,122,6608
E02000291,London,33,73,161,211,10265
E02000292,London,54,62,141,212,9825
E02000293,London,26,56,103,129,6467
E02000294,London,26,66,137,128,9461
E02000295,London,52,66,124,165,8909
E02000296,London,40,61,148,189,10692
E02000297,London,41,87,173,182,9457
E02000298,London,46,62,171,142,8060
E02000299,London,29,54,135,176,10244
E02000300,London,26,43,125,149,9065
E02000301,London,19,58,119,216,10829
E02000302,London,39,65,167,192,8540
E02000303,London,33,48,112,141,9296
E02000304,London,33,55,158,168,8059
E02000305,London,52,53,162,181,9017
E02000306,London,24,57,96,196,9286
E02000307,London,39,55,156,176,10182
E02000308,London,45,43,126,180,8670
E02000309,London,24,35,170,215,12538
E02000311,London,33,51,113,176,10886
E02000312,London,45,63,165,232,11828
E02000313,London,19,48,105,139,7427
E02000314,London,84,134,285,358,15938
E02000315,London,52,82,172,219,9577
E02000316,London,56,118,315,309,15590
E02000317,London,35,65,168,135,7930
E02000318,London,42,52,149,227,10456
E02000319,London,54,90,175,243,11657
E02000320,London,35,50,148,172,7329
E02000321,London,44,56,118,158,7712
E02000323,London,41,104,235,260,11520
E02000324,London,43,50,133,186,7861
E02000326,London,44,85,229,213,7380
E02000327,London,34,70,157,180,7140
E02000328,London,26,58,177,151,6703
E02000329,London,53,25,127,143,6449
E02000331,London,41,72,150,219,8397
E02000332,London,28,55,155,165,7543
E02000333,London,39,51,167,135,6418
E02000334,London,37,54,111,141,6545
E02000335,London,58,43,170,165,6777
E02000337,London,53,46,134,163,8256
E02000339,London,39,93,109,136,6255
E02000340,London,72,62,112,145,6757
E02000341,London,49,66,131,153,8241
E02000342,London,31,47,106,123,6223
E02000343,London,24,48,129,163,6983
E02000344,London,51,41,124,155,6484
E02000345,London,37,43,109,75,9672
E02000346,London,26,88,217,188,8162
E02000347,London,28,27,129,89,8879
E02000348,London,35,32,122,125,9069
E02000350,London,44,86,316,194,10084
E02000351,London,46,98,336,253,9965
E02000352,London,48,50,189,150,7085
E02000353,London,48,81,268,238,8033
E02000354,London,36,95,368,234,10595
E02000355,London,42,89,369,239,9168
E02000356,London,48,68,272,192,7401
E02000357,London,31,66,155,179,6448
E02000358,London,52,115,447,328,11870
E02000359,London,27,75,191,163,6644
E02000360,London,43,114,379,287,12055
E02000361,London,43,81,346,248,9194
E02000362,London,37,74,257,211,7466
E02000363,London,48,90,310,322,11695
E02000364,London,48,93,368,232,10426
E02000365,London,73,153,640,355,15688
E02000366,London,41,72,227,187,9266
E02000367,London,68,119,438,356,11742
E02000368,London,26,94,315,248,10541
E02000369,London,54,115,466,365,14745
E02000370,London,38,76,286,241,10104
E02000371,London,64,151,560,380,16909
E02000372,London,43,83,236,244,9584
E02000373,London,38,41,106,143,6520
E02000374,London,35,50,144,180,6791
E02000375,London,28,63,185,182,7171
E02000376,London,23,60,199,144,6825
E02000377,London,50,67,191,189,8122
E02000378,London,51,49,173,147,6314
E02000379,London,48,51,155,161,7742
E02000380,London,59,47,147,158,5641
E02000381,London,68,71,221,168,7908
E02000382,London,48,54,153,120,5861
E02000383,London,38,65,222,170,8785
E02000384,London,47,81,194,188,7404
E02000385,London,25,51,191,149,5757
E02000386,London,33,67,171,208,7884
E02000387,London,19,54,172,144,5956
E02000388,London,50,77,267,206,8652
E02000389,London,60,88,274,192,8419
E02000390,London,29,67,207,154,6167
E02000391,London,49,66,197,187,8049
E02000392,London,44,90,277,197,9311
E02000393,London,37,51,187,125,5870
E02000394,London,52,80,233,190,9456
E02000395,London,39,57,176,152,6273
E02000396,London,48,67,146,156,7082
E02000397,London,24,46,167,166,8421
E02000398,London,23,48,87,125,7837
E02000400,London,45,63,174,196,8070
E02000401,London,17,37,108,111,6425
E02000402,London,21,35,101,158,6583
E02000403,London,23,56,158,208,8104
E02000404,London,16,38,118,158,7672
E02000405,London,31,58,161,122,6337
E02000406,London,24,50,125,154,7145
E02000407,London,28,46,130,165,7624
E02000408,London,29,40,118,160,8348
E02000409,London,31,47,144,130,6052
E02000410,London,35,43,162,118,6486
E02000411,London,34,84,207,244,10661
E02000412,London,20,45,167,186,7760
E02000413,London,31,57,178,199,7526
E02000414,London,36,58,144,182,7066
E02000415,London,27,50,165,162,7190
E02000416,London,57,65,214,193,8077
E02000417,London,29,60,139,171,6457
E02000418,London,21,52,159,164,5185
E02000419,London,54,56,241,243,9069
E02000420,London,28,58,188,196,8249
E02000421,London,32,66,168,175,8200
E02000422,London,25,35,145,153,8428
E02000423,London,34,41,214,171,7447
E02000424,London,32,47,211,183,6607
E02000425,London,15,20,63,75,7958
E02000426,London,52,47,156,148,6108
E02000427,London,27,41,187,185,6863
E02000428,London,26,43,221,212,8259
E02000429,London,57,54,196,172,6783
E02000430,London,49,63,256,208,6914
E02000431,London,49,53,183,148,5991
E02000432,London,37,54,198,147,5990
E02000433,London,50,28,118,162,8191
E02000434,London,30,62,142,168,9625
E02000435,London,33,31,93,111,7815
E02000436,London,12,22,73,92,5459
E02000437,London,26,36,107,147,8541
E02000438,London,34,41,95,138,7838
E02000439,London,22,55,90,150,9107
E02000440,London,44,41,113,152,9705
E02000441,London,31,46,88,151,6948
E02000442,London,30,43,96,145,9080
E02000443,London,29,59,86,134,10329
E02000444,London,38,51,93,159,8783
E02000445,London,30,36,117,178,11423
E02000447,London,40,43,127,122,7409
E02000448,London,30,53,89,105,6830
E02000449,London,31,36,93,112,8307
E02000451,London,16,39,93,109,6513
E02000452,London,60,62,108,133,8931
E02000453,London,48,50,137,147,8441
E02000454,London,44,46,98,111,6965
E02000455,London,29,68,162,181,10804
E02000456,London,27,38,118,145,7335
E02000457,London,30,42,84,124,6718
E02000459,London,25,45,108,156,9286
E02000460,London,31,45,101,133,6947
E02000461,London,25,41,86,112,7728
E02000462,London,27,20,67,111,6840
E02000463,London,25,46,102,132,8181
E02000464,London,51,55,141,182,7868
E02000465,London,41,57,140,215,9605
E02000466,London,43,51,132,202,9172
E02000467,London,46,80,161,221,11537
E02000468,London,47,53,132,188,8404
E02000469,London,32,35,123,129,7363
E02000470,London,57,73,185,217,9510
E02000471,London,34,55,120,175,7544
E02000472,London,48,79,179,192,9352
E02000473,London,49,54,218,254,10280
E02000474,London,58,60,145,195,9276
E02000475,London,60,59,179,210,9920
E02000476,London,38,87,151,217,10345
E02000477,London,64,74,207,212,9425
E02000478,London,40,34,105,147,5782
E02000479,London,39,55,153,226,9632
E02000480,London,50,108,235,296,13414
E02000481,London,51,54,125,195,8149
E02000482,London,56,63,140,163,6538
E02000483,London,34,62,132,233,8070
E02000484,London,59,65,194,194,8301
E02000485,London,40,66,161,181,8630
E02000486,London,30,46,110,173,7414
E02000487,London,49,40,160,173,7789
E02000488,London,30,46,130,173,7212
E02000489,London,67,66,152,217,8716
E02000490,London,38,64,160,201,8071
E02000491,London,72,91,155,211,9948
E02000492,London,33,56,126,156,6503
E02000493,London,65,58,144,138,6881
E02000494,London,34,33,86,144,7716
E02000495,London,50,49,163,218,10609
E02000496,London,37,39,86,148,7558
E02000497,London,46,59,137,189,9262
E02000498,London,28,49,111,116,6151
E02000499,London,46,74,119,119,7605
E02000500,London,26,41,133,150,8190
E02000501,London,43,59,104,161,8382
E02000502,London,34,46,89,152,8818
E02000503,London,44,56,175,148,9008
E02000504,London,27,55,93,125,7357
E02000506,London,34,36,102,114,7845
E02000507,London,34,44,95,129,8266
E02000508,London,38,68,182,192,12543
E02000509,London,43,46,114,148,12272
E02000510,London,20,61,83,116,9170
E02000511,London,27,37,100,139,10104
E02000512,London,33,50,75,169,8818
E02000513,London,28,30,79,140,10131
E02000514,London,31,49,85,126,10842
E02000515,London,50,64,164,215,12503
E02000516,London,35,31,62,118,9056
E02000517,London,46,53,106,153,10215
E02000518,London,42,44,125,154,8859
E02000519,London,40,51,67,115,9437
E02000520,London,65,85,114,206,14457
E02000521,London,64,73,125,231,13709
E02000522,London,58,30,111,160,9818
E02000523,London,43,53,102,164,12181
E02000524,London,38,51,82,147,8369
E02000525,London,34,39,65,154,10496
E02000526,London,55,66,191,220,8383
E02000528,London,68,89,228,228,12415
E02000529,London,41,47,81,161,8996
E02000530,London,44,39,83,104,7353
E02000531,London,53,60,179,235,10687
E02000532,London,48,68,172,217,8855
E02000533,London,51,71,167,175,8287
E02000534,London,50,44,122,175,7919
E02000535,London,37,56,102,151,9307
E02000536,London,43,61,98,160,9557
E02000537,London,34,65,105,153,9148
E02000538,London,44,42,88,141,9771
E02000539,London,41,71,185,216,10974
E02000540,London,67,51,156,211,11511
E02000541,London,41,46,92,131,9619
E02000542,London,53,56,111,170,11832
E02000543,London,42,59,135,200,14113
E02000544,London,45,39,103,160,8069
E02000545,London,43,68,163,173,8793
E02000546,London,32,36,53,147,9847
E02000547,London,37,61,119,150,10030
E02000548,London,33,65,114,150,9892
E02000549,London,35,64,111,213,11534
E02000550,London,48,62,124,193,10879
E02000551,London,30,51,85,146,9046
E02000552,London,50,64,118,145,8948
E02000553,London,32,48,100,125,7094
E02000554,London,45,75,234,226,10203
E02000555,London,52,86,244,238,10093
E02000556,London,43,107,377,278,11669
E02000557,London,47,59,210,205,8912
E02000558,London,46,62,214,234,10621
E02000559,London,43,85,318,235,10769
E02000560,London,42,61,281,216,9422
E02000561,London,45,38,220,154,8783
E02000562,London,35,66,237,179,9081
E02000563,London,36,59,208,236,8780
E02000564,London,59,140,415,294,15224
E02000565,London,30,82,261,195,9212
E02000566,London,51,100,303,206,9772
E02000567,London,45,96,352,209,11724
E02000568,London,39,129,322,266,13583
E02000569,London,69,74,303,217,11498
E02000570,London,40,71,285,200,10077
E02000571,London,40,81,295,195,9518
E02000572,London,34,78,241,234,9317
E02000573,London,48,120,361,249,11031
E02000574,London,39,66,230,198,10084
E02000575,London,71,95,338,287,16151
E02000576,London,45,94,292,260,12591
E02000577,London,14,49,105,162,6691
E02000578,London,13,27,97,108,5579
E02000579,London,41,49,140,182,8038
E02000580,London,45,74,142,186,7753
E02000581,London,30,49,114,147,6180
E02000582,London,30,65,181,140,7310
E02000583,London,40,44,170,119,6952
E02000584,London,44,66,174,158,8391
E02000585,London,43,44,155,138,8145
E02000586,London,55,62,164,141,7822
E02000587,London,33,53,119,131,7627
E02000588,London,35,46,159,129,7912
E02000589,London,43,55,184,171,8954
E02000590,London,23,48,104,119,6879
E02000591,London,29,49,143,152,7005
E02000592,London,41,56,155,155,7062
E02000593,London,52,49,163,131,8230
E02000594,London,23,25,96,112,7726
E02000595,London,31,48,151,111,7780
E02000596,London,41,50,174,134,7711
E02000597,London,26,28,121,146,7117
E02000598,London,77,100,185,167,8347
E02000599,London,40,63,112,110,8621
E02000600,London,73,86,218,166,9736
E02000601,London,126,146,257,233,13775
E02000602,London,59,73,187,210,12130
E02000603,London,36,68,131,162,9039
E02000604,London,50,70,168,179,9539
E02000605,London,45,78,149,177,8435
E02000606,London,42,88,239,195,11595
E02000607,London,39,80,152,123,7975
E02000608,London,39,57,151,155,7720
E02000609,London,40,42,121,136,7741
E02000610,London,37,66,167,146,8139
E02000611,London,34,48,140,162,7422
E02000612,London,46,61,130,140,8253
E02000613,London,51,49,123,172,8371
E02000614,London,46,63,132,185,9463
E02000615,London,55,55,89,162,7849
E02000616,London,41,24,103,133,6054
E02000617,London,61,75,133,176,8938
E02000619,London,46,66,253,245,9103
E02000620,London,42,79,316,300,10596
E02000621,London,55,116,464,336,12784
E02000622,London,35,73,329,187,8698
E02000623,London,31,57,241,201,7949
E02000624,London,59,94,332,290,8859
E02000625,London,35,76,268,273,8331
E02000626,London,39,50,211,248,8121
E02000627,London,41,87,360,278,9756
E02000628,London,28,94,355,297,9559
E02000629,London,39,89,428,234,8931
E02000630,London,46,86,307,211,7919
E02000631,London,61,96,328,287,9221
E02000632,London,50,110,579,296,8862
E02000633,London,39,91,335,234,8981
E02000634,London,32,70,261,206,6674
E02000635,London,66,105,372,275,9246
E02000636,London,62,69,337,204,8019
E02000637,London,49,96,357,240,8897
E02000638,London,29,100,376,290,10597
E02000639,London,30,80,279,228,7979
E02000640,London,59,70,393,281,9654
E02000641,London,37,73,261,240,8469
E02000642,London,49,85,262,258,9581
E02000643,London,56,82,353,263,9479
E02000644,London,44,106,298,256,8763
E02000645,London,75,100,317,248,9831
E02000646,London,62,97,326,257,10261
E02000647,London,35,90,233,252,9045
E02000648,London,41,61,193,191,8215
E02000649,London,83,109,380,372,13456
E02000650,London,56,71,242,206,7728
E02000651,London,54,67,222,250,9040
E02000652,London,37,43,133,181,7780
E02000653,London,75,116,346,378,11970
E02000654,London,39,71,221,278,8881
E02000655,London,21,71,309,225,9331
E02000657,London,43,102,313,298,10098
E02000658,London,23,78,282,248,8753
E02000659,London,55,86,237,251,8485
E02000660,London,35,85,302,252,8712
E02000661,London,32,65,162,154,6827
E02000662,London,66,50,235,220,8718
E02000663,London,40,86,217,176,7378
E02000664,London,78,107,336,418,14726
E02000665,London,63,58,201,199,8608
E02000666,London,54,75,231,184,7357
E02000667,London,44,73,192,196,6835
E02000668,London,40,57,169,190,7472
E02000669,London,68,77,193,203,8399
E02000670,London,28,38,126,143,6596
E02000671,London,58,109,257,226,8704
E02000672,London,55,66,236,217,10410
E02000673,London,50,51,212,223,8746
E02000674,London,45,65,186,242,8590
E02000675,London,28,62,166,200,8841
E02000676,London,30,57,193,201,8245
E02000677,London,36,63,140,200,7536
E02000678,London,29,44,130,145,6864
E02000679,London,49,56,176,206,8267
E02000680,London,37,60,167,167,7568
E02000681,London,33,65,171,203,8645
E02000682,London,44,70,160,184,9018
E02000683,London,23,52,112,147,6485
E02000685,London,44,57,194,225,8470
E02000686,London,36,53,129,153,7482
E02000687,London,51,72,198,182,8309
E02000689,London,62,57,245,228,8420
E02000690,London,33,40,138,108,5536
E02000691,London,39,73,202,196,7397
E02000692,London,38,44,151,147,7945
E02000693,London,39,78,267,236,9566
E02000694,London,41,76,243,231,9076
E02000695,London,33,69,181,199,8477
E02000696,London,31,49,134,181,8103
E02000697,London,46,67,251,210,9007
E02000698,London,51,69,186,173,8070
E02000699,London,44,78,218,172,8259
E02000700,London,42,85,179,160,8369
E02000701,London,33,49,145,192,8468
E02000702,London,47,72,156,186,8631
E02000703,London,59,55,171,163,7909
E02000704,London,46,80,192,205,8324
E02000705,London,43,54,178,217,8433
E02000706,London,46,72,145,193,9449
E02000707,London,34,64,120,180,7463
E02000708,London,60,46,211,209,8298
E02000709,London,76,43,157,169,7648
E02000710,London,40,30,136,181,8643
E02000711,London,58,54,158,181,8922
E02000712,London,49,74,148,164,8766
E02000713,London,54,39,163,183,7274
E02000714,London,35,41,135,150,7949
E02000715,London,46,48,68,85,7644
E02000716,London,29,46,96,116,7567
E02000717,London,28,37,96,133,8347
E02000718,London,24,28,76,97,7310
E02000719,London,34,49,163,168,8600
E02000720,London,25,33,87,129,7722
E02000721,London,31,63,91,134,9707
E02000722,London,24,59,134,209,8328
E02000723,London,43,30,111,175,11228
E02000724,London,30,32,83,132,9994
E02000725,London,50,83,210,212,10203
E02000726,London,99,211,843,692,27911
E02000727,London,32,36,70,116,8793
E02000728,London,33,43,90,139,8268
E02000729,London,40,23,93,127,7266
E02000730,London,26,26,82,159,9141
E02000731,London,25,38,100,155,10986
E02000732,London,31,43,89,145,8097
E02000733,London,39,93,195,249,10119
E02000734,London,35,60,136,126,7638
E02000735,London,35,35,96,170,8646
E02000736,London,32,43,115,131,9069
E02000737,London,28,54,124,178,10129
E02000738,London,28,62,111,187,9295
E02000739,London,29,43,131,170,7553
E02000740,London,21,51,107,122,7144
E02000741,London,25,49,112,136,8747
E02000742,London,26,54,107,123,8742
E02000743,London,31,89,189,184,10269
E02000744,London,56,45,126,181,9473
E02000745,London,28,69,147,200,8181
E02000746,London,47,83,149,191,8459
E02000747,London,61,129,305,317,14159
E02000748,London,22,57,90,117,6444
E02000749,London,70,96,141,232,8446
E02000750,London,67,150,464,450,17692
E02000751,London,56,77,170,168,10605
E02000752,London,33,48,129,138,7917
E02000753,London,28,49,104,123,6598
E02000754,London,30,39,104,165,6666
E02000755,London,32,54,92,111,5593
E02000756,London,82,96,199,268,13768
E02000757,London,81,111,265,300,12762
E02000758,London,36,38,108,106,6334
E02000759,London,58,100,219,304,13304
E02000760,London,35,46,108,150,7138
E02000762,London,43,51,96,123,6637
E02000763,London,41,69,122,159,7654
E02000764,London,43,85,262,273,12250
E02000765,London,44,58,97,136,7257
E02000767,London,51,66,112,168,8495
E02000768,London,27,54,142,121,5751
E02000769,London,71,84,266,372,15827
E02000770,London,30,37,102,140,8012
E02000772,London,41,47,86,156,9022
E02000773,London,42,65,122,190,9993
E02000774,London,20,40,78,133,7517
E02000776,London,58,30,71,99,6961
E02000777,London,33,51,126,122,5980
E02000779,London,20,33,76,170,9252
E02000780,London,73,77,193,262,18202
E02000781,London,50,76,177,284,15124
E02000782,London,56,53,126,217,11043
E02000783,London,43,40,70,126,7855
E02000784,London,62,71,196,161,10131
E02000785,London,65,68,185,177,10074
E02000786,London,69,90,215,178,11661
E02000787,London,86,81,248,225,12464
E02000788,London,82,67,180,199,9053
E02000789,London,24,43,136,108,6608
E02000790,London,57,59,167,165,6684
E02000791,London,45,58,145,115,7477
E02000792,London,57,64,152,153,7400
E02000793,London,40,73,141,145,8271
E02000794,London,49,64,165,151,7092
E02000795,London,73,56,143,128,7184
E02000796,London,64,49,162,177,10740
E02000797,London,58,58,176,211,8006
E02000798,London,91,92,177,236,11092
E02000799,London,58,75,117,129,6233
E02000800,London,45,35,87,82,5477
E02000801,London,60,55,142,141,7221
E02000802,London,49,59,132,135,6940
E02000803,London,66,66,134,180,9379
E02000804,London,43,59,175,156,7245
E02000805,London,65,69,224,240,11418
