MSOA11CD,regionName,2021-12-04,2021-12-11,2021-12-18,2021-12-25,All Ages
E02005329,North West,25,19,32,91,9548
E02005330,North West,21,24,47,89,9083
E02005331,North West,24,20,34,101,8123
E02005332,North West,24,37,52,110,8662
E02005334,East Midlands,34,36,58,80,6116
E02005335,East Midlands,26,42,68,96,7272
E02005336,East Midlands,27,47,56,125,7544
E02005337,East Midlands,24,38,83,112,9939
E02005338,East Midlands,65,83,118,174,11161
E02005339,East Midlands,53,57,75,137,8592
E02005340,East Midlands,38,37,47,162,8916
E02005341,East Midlands,61,71,75,108,7773
E02005342,East Midlands,53,48,64,105,7351
E02005343,East Midlands,51,48,74,132,7759
E02005344,East Midlands,108,70,58,100,8854
E02005345,East Midlands,28,43,60,88,6653
E02005346,East Midlands,46,67,139,150,13397
E02005347,East Midlands,23,43,228,168,11521
E02005348,East Midlands,20,40,55,63,5692
E02005349,East Midlands,38,52,116,92,7595
E02005350,East Midlands,39,46,69,81,6709
E02005351,East Midlands,47,62,234,157,12687
E02005352,East Midlands,37,48,75,96,6543
E02005353,East Midlands,72,72,112,150,11012
E02005354,East Midlands,52,99,125,139,10367
E02005355,East Midlands,52,50,77,107,7428
E02005356,East Midlands,39,37,77,115,7432
E02005357,East Midlands,55,35,58,129,8617
E02005358,East Midlands,84,105,163,186,12022
E02005359,East Midlands,34,24,85,111,7378
E02005360,East Midlands,51,48,84,91,6800
E02005361,East Midlands,34,30,45,86,6781
E02005362,East Midlands,34,43,67,115,7529
E02005363,East Midlands,46,32,74,147,8988
E02005364,East Midlands,18,29,43,73,5361
E02005365,East Midlands,50,62,76,136,10326
E02005366,East Midlands,31,31,70,108,7578
E02005368,East Midlands,51,35,48,73,6440
E02005369,East Midlands,87,86,121,179,12362
E02005370,East Midlands,47,71,103,135,9437
E02005371,East Midlands,51,52,90,127,10448
E02005372,East Midlands,37,27,60,108,9863
E02005373,East Midlands,153,93,119,131,11768
E02005374,East Midlands,62,40,50,55,6948
E02005375,East Midlands,143,111,78,103,9752
E02005376,East Midlands,45,41,63,111,10523
E02005377,East Midlands,39,36,59,98,9034
E02005378,East Midlands,34,32,87,120,5353
E02005379,East Midlands,44,34,44,98,6332
E02005380,East Midlands,44,51,59,87,8987
E02005381,East Midlands,44,48,73,120,8765
E02005382,East Midlands,91,85,106,95,10942
E02005383,East Midlands,47,50,61,116,9243
E02005384,East Midlands,34,40,67,102,7370
E02005385,East Midlands,28,40,50,79,6537
E02005386,East Midlands,61,42,74,106,8991
E02005387,East Midlands,53,76,94,122,10091
E02005388,East Midlands,40,45,28,57,6163
E02005389,East Midlands,26,44,42,71,5853
E02005390,East Midlands,51,66,81,110,10005
E02005391,East Midlands,91,85,99,100,9714
E02005392,East Midlands,48,44,37,100,9146
E02005393,East Midlands,44,23,45,101,7290
E02005394,East Midlands,67,46,58,107,9794
E02005395,East Midlands,37,51,49,106,8742
E02005396,East Midlands,38,27,41,80,6708
E02005397,East Midlands,26,39,63,137,9272
E02005398,East Midlands,32,46,88,84,6633
E02005399,East Midlands,48,49,75,127,8271
E02005400,East Midlands,25,23,45,74,5860
E02005401,East Midlands,43,41,39,66,6540
E02005402,East Midlands,31,27,53,59,6776
E02005403,East Midlands,29,43,47,68,6785
E02005404,East Midlands,31,51,52,107,8625
E02005405,East Midlands,70,73,46,55,6977
E02005406,East Midlands,57,62,63,101,8217
E02005407,East Midlands,93,90,116,116,10629
E02005408,East Midlands,52,46,54,96,8099
E02005409,East Midlands,83,57,68,132,12125
E02005412,East Midlands,32,38,58,105,8757
E02005414,East Midlands,49,48,53,127,8182
E02005415,East Midlands,43,45,66,103,8029
E02005416,East Midlands,61,52,73,121,8579
E02005417,East Midlands,54,32,38,56,7471
E02005418,East Midlands,49,72,67,63,11654
E02005419,East Midlands,51,61,72,61,9300
E02005420,East Midlands,68,65,70,63,8906
E02005422,East Midlands,29,30,44,59,6333
E02005423,East Midlands,63,61,84,75,10277
E02005424,East Midlands,44,33,47,81,10214
E02005425,East Midlands,24,26,32,49,6435
E02005426,East Midlands,39,43,52,120,10533
E02005427,East Midlands,28,40,33,65,7104
E02005428,East Midlands,20,24,21,33,8262
E02005429,East Midlands,5,6,12,18,6331
E02005430,East Midlands,31,27,25,39,7116
E02005431,East Midlands,41,28,30,38,8798
E02005432,East Midlands,34,17,30,44,7785
E02005433,East Midlands,15,13,11,34,6970
E02005434,East Midlands,52,62,36,53,7494
E02005435,East Midlands,23,32,37,52,7355
E02005436,East Midlands,45,58,33,63,8208
E02005437,East Midlands,13,37,51,45,5942
E02005438,East Midlands,48,60,52,51,7117
E02005439,East Midlands,66,42,53,123,12334
E02005440,East Midlands,21,34,35,19,5400
E02005441,East Midlands,27,33,62,57,8632
E02005442,East Midlands,41,59,57,59,6037
E02005443,East Midlands,37,66,63,102,7252
E02005444,East Midlands,72,78,110,188,12453
E02005445,East Midlands,85,80,93,156,12135
E02005446,East Midlands,27,29,85,144,11461
E02005447,East Midlands,33,40,57,96,7672
E02005448,East Midlands,39,42,56,82,7018
E02005449,East Midlands,44,40,69,91,9406
E02005450,East Midlands,39,40,52,94,7914
E02005451,East Midlands,31,44,57,77,7934
E02005452,East Midlands,59,61,68,118,10767
E02005453,East Midlands,69,70,73,127,11045
E02005455,East Midlands,119,105,94,182,14325
E02005456,East Midlands,46,48,82,170,10827
E02005457,East Midlands,65,42,66,83,8754
E02005458,East Midlands,42,47,94,94,6904
E02005459,East Midlands,27,42,37,54,8366
E02005460,East Midlands,29,40,43,82,6599
E02005461,East Midlands,24,38,52,50,6346
E02005462,East Midlands,37,38,50,105,9950
E02005463,East Midlands,50,39,75,112,9854
E02005464,East Midlands,27,35,39,63,8591
E02005465,East Midlands,17,39,60,71,8647
E02005466,East Midlands,19,28,35,35,6692
E02005467,East Midlands,28,37,45,39,7579
E02005468,East Midlands,29,39,58,64,7629
E02005469,East Midlands,54,59,64,91,8151
E02005470,East Midlands,60,46,81,108,13228
E02005471,East Midlands,46,39,43,64,9943
E02005472,East Midlands,75,64,71,53,9949
E02005473,East Midlands,35,38,54,75,10326
E02005474,East Midlands,30,15,26,30,6836
E02005475,East Midlands,25,35,49,50,6877
E02005476,East Midlands,28,44,50,67,7232
E02005477,East Midlands,103,79,72,99,9096
E02005478,East Midlands,28,62,53,82,9872
E02005479,East Midlands,53,71,96,111,9396
E02005480,East Midlands,40,35,58,73,7656
E02005481,East Midlands,43,87,77,126,12829
E02005482,East Midlands,31,61,93,105,9688
E02005483,East Midlands,44,65,39,51,7923
E02005484,East Midlands,32,44,62,73,7258
E02005485,East Midlands,74,54,71,131,7746
E02005486,East Midlands,74,45,73,87,9804
E02005487,East Midlands,40,49,106,114,9754
E02005488,East Midlands,55,59,67,74,6946
E02005489,East Midlands,36,35,60,96,7209
E02005490,East Midlands,57,37,70,101,9368
E02005491,East Midlands,66,58,64,118,11448
E02005492,East Midlands,37,64,48,95,9813
E02005493,East Midlands,42,49,85,91,10158
E02005494,East Midlands,31,38,41,69,10123
E02005495,East Midlands,63,53,69,84,10731
E02005496,East Midlands,32,33,27,51,6484
E02005497,East Midlands,31,53,47,66,7823
E02005498,East Midlands,41,41,37,65,7415
E02005499,East Midlands,37,65,74,118,8530
E02005500,East Midlands,67,52,62,92,7427
E02005501,East Midlands,38,44,59,91,8027
E02005502,East Midlands,45,81,70,97,9655
E02005503,East of England,25,45,65,63,7467
E02005504,East of England,26,28,74,89,9182
E02005505,East of England,34,32,49,70,7599
E02005506,East of England,30,32,63,78,6942
E02005507,East of England,42,42,70,107,11861
E02005508,East of England,29,19,51,77,7043
E02005509,East of England,17,23,45,65,8333
E02005510,East of England,33,31,25,51,7116
E02005511,East of England,42,44,34,60,8592
E02005512,East of England,57,45,110,113,9628
E02005513,East of England,68,67,71,97,10036
E02005514,East of England,18,21,36,51,6928
E02005515,East of England,37,42,53,70,6474
E02005516,East of England,22,15,50,84,7044
E02005517,East of England,27,33,35,47,6509
E02005518,East of England,66,63,92,117,11443
E02005519,East of England,51,50,45,72,9058
E02005520,East of England,47,72,65,82,8906
E02005521,East of England,35,43,91,73,8725
E02005522,East of England,23,30,75,74,5637
E02005523,East of England,38,44,48,122,8615
E02005524,East of England,51,42,60,80,5422
E02005525,East of England,23,62,68,181,10094
E02005526,East of England,16,45,48,88,5334
E02005527,East of England,36,61,71,128,9105
E02005528,East of England,40,40,85,150,8531
E02005529,East of England,48,40,51,88,5889
E02005530,East of England,52,41,46,84,5574
E02005531,East of England,20,38,51,90,5421
E02005532,East of England,45,69,103,169,8716
E02005533,East of England,30,34,55,108,8999
E02005534,East of England,25,26,46,98,7332
E02005535,East of England,27,32,51,106,7225
E02005536,East of England,31,27,42,96,6315
E02005537,East of England,16,13,24,73,6091
E02005538,East of England,49,49,56,78,9122
E02005539,East of England,19,25,55,85,7564
E02005540,East of England,22,28,53,86,8974
E02005541,East of England,22,13,33,87,5870
E02005542,East of England,33,38,58,77,7557
E02005543,East of England,35,28,51,66,9608
E02005544,East of England,39,25,42,88,7472
E02005545,East of England,26,25,35,88,6355
E02005546,East of England,47,47,49,65,7851
E02005547,East of England,31,37,47,103,8766
E02005548,East of England,47,40,53,89,7530
E02005549,East of England,25,17,27,61,5222
E02005550,East of England,38,38,78,77,7307
E02005551,East of England,8,13,18,24,5240
E02005552,East of England,9,15,47,37,6705
E02005553,East of England,26,22,27,67,8656
E02005554,East of England,12,35,46,64,6790
E02005555,East of England,23,18,27,82,6816
E02005556,East of England,21,25,25,83,7434
E02005557,East of England,39,27,40,32,6701
E02005558,East of England,22,27,30,47,7111
E02005559,East of England,27,42,30,46,7206
E02005560,East of England,30,40,39,71,9207
E02005561,East of England,32,32,41,100,11142
E02005562,East of England,22,33,24,62,7206
E02005563,East of England,47,32,30,54,7620
E02005564,East of England,23,26,69,90,9803
E02005565,East of England,32,17,20,34,7026
E02005566,East of England,73,53,67,62,9942
E02005567,East of England,52,41,45,82,11069
E02005568,East of England,52,21,39,56,7391
E02005569,East of England,53,32,62,69,8180
E02005570,East of England,30,19,31,53,7379
E02005571,East of England,28,28,33,51,6004
E02005572,East of England,10,10,32,45,7762
E02005573,East of England,17,20,43,31,6012
E02005574,East of England,20,6,23,48,7146
E02005575,East of England,18,29,39,42,7153
E02005576,East of England,30,26,29,51,6727
E02005577,East of England,27,32,33,41,6148
E02005578,East of England,24,19,31,45,5820
E02005579,East of England,110,164,103,100,12932
E02005580,East of England,27,23,36,49,8057
E02005581,East of England,36,66,53,94,8249
E02005582,East of England,34,36,52,63,7007
E02005583,East of England,46,41,55,68,8771
E02005584,East of England,63,68,62,152,10947
E02005585,East of England,65,83,83,119,11078
E02005586,East of England,46,75,126,200,9908
E02005587,East of England,87,90,158,136,9935
E02005588,East of England,36,53,134,162,12254
E02005589,East of England,40,31,113,157,11837
E02005590,East of England,38,51,133,173,11557
E02005592,East of England,35,51,128,170,9348
E02005593,East of England,31,46,234,149,13052
E02005594,East of England,43,56,132,152,11153
E02005595,East of England,20,40,85,125,9035
E02005596,East of England,29,46,76,117,9341
E02005597,East of England,58,89,138,228,17083
E02005598,East of England,39,51,106,127,10156
E02005599,East of England,17,27,73,168,6859
E02005600,East of England,12,26,41,48,6669
E02005601,East of England,15,24,31,60,5670
E02005602,East of England,35,58,110,190,12622
E02005603,East of England,41,99,110,181,12110
E02005604,East of England,28,22,61,109,8669
E02005605,East of England,25,34,87,141,10848
E02005606,East of England,17,18,26,43,5860
E02005607,East of England,54,53,90,129,11591
E02005608,East of England,28,30,49,73,7764
E02005609,East of England,53,43,50,83,7641
E02005610,East of England,17,27,53,105,8180
E02005611,East of England,44,42,97,149,11344
E02005612,East Midlands,34,44,40,88,7240
E02005613,East Midlands,44,46,62,100,9397
E02005614,East Midlands,98,90,131,176,11755
E02005615,East Midlands,53,64,87,106,9193
E02005616,East Midlands,29,28,56,49,5704
E02005617,East Midlands,66,73,74,122,10852
E02005619,East Midlands,35,42,35,66,6243
E02005620,East Midlands,64,76,80,95,8949
E02005621,East Midlands,42,110,77,92,8802
E02005622,East Midlands,67,52,75,99,9677
E02005623,East Midlands,66,82,83,140,10237
E02005624,East Midlands,51,72,117,147,11165
E02005625,East Midlands,61,61,77,95,9537
E02005626,East Midlands,35,65,45,64,6884
E02005627,East Midlands,37,35,46,72,7460
E02005628,East Midlands,65,50,72,55,7997
E02005629,East Midlands,43,22,54,58,6514
E02005630,East Midlands,56,34,46,92,10556
E02005631,East Midlands,79,61,84,111,10706
E02005632,East Midlands,49,31,56,83,6700
E02005633,East Midlands,80,44,63,118,9379
E02005634,East Midlands,57,65,84,117,9349
E02005635,East Midlands,76,58,68,107,9751
E02005636,East Midlands,73,86,96,124,12280
E02005637,East Midlands,54,55,58,94,9603
E02005638,East Midlands,58,54,44,97,10265
E02005639,East Midlands,41,15,29,77,5149
E02005640,East Midlands,61,58,66,95,11548
E02005641,East Midlands,33,26,45,107,8229
E02005642,East Midlands,64,53,54,71,8242
E02005643,East Midlands,58,49,42,67,8372
E02005644,East Midlands,28,32,42,67,9262
E02005645,East Midlands,51,48,60,136,12285
E02005646,East Midlands,33,34,34,61,6448
E02005647,East Midlands,53,35,59,78,7669
E02005648,East Midlands,96,60,100,102,8709
E02005649,East Midlands,96,83,110,205,16298
E02005650,East Midlands,33,31,53,50,6454
E02005651,East Midlands,18,31,47,41,5942
E02005652,East Midlands,36,31,57,73,6103
E02005653,East Midlands,40,42,62,85,8495
E02005654,East Midlands,49,42,48,76,8186
E02005655,East Midlands,33,18,26,63,5994
E02005656,East Midlands,15,22,47,50,6034
E02005657,East Midlands,26,23,51,59,5972
E02005658,East Midlands,23,38,44,63,6637
E02005659,East Midlands,29,27,37,43,5655
E02005660,East Midlands,32,29,50,63,6215
E02005661,East Midlands,29,19,38,63,6747
E02005662,East Midlands,25,30,50,89,6486
E02005663,East Midlands,41,36,28,47,5322
E02005664,East Midlands,45,29,46,62,5799
E02005665,East Midlands,20,37,72,78,7740
E02005666,East Midlands,46,55,41,62,8455
E02005667,East Midlands,40,33,50,61,6572
E02005668,East Midlands,40,25,48,65,6038
E02005669,East Midlands,23,19,28,50,5697
E02005670,East Midlands,38,32,32,85,9900
E02005671,East Midlands,48,37,48,65,7557
E02005672,East Midlands,27,38,59,73,8592
E02005673,East Midlands,48,43,30,54,7234
E02005674,East Midlands,23,34,55,79,9185
E02005675,East Midlands,31,46,57,71,5914
E02005676,East Midlands,38,33,36,90,5933
E02005677,East Midlands,47,43,77,105,9062
E02005678,East Midlands,74,101,123,152,13695
E02005679,East Midlands,51,59,93,92,8465
E02005680,East Midlands,49,63,103,132,8210
E02005681,East Midlands,27,52,71,85,8481
E02005682,East Midlands,33,69,49,71,6974
E02005683,East Midlands,106,99,167,159,15064
E02005684,East Midlands,67,73,77,91,8834
E02005685,East Midlands,68,71,114,128,9368
E02005686,East Midlands,60,63,62,59,7921
E02005687,East Midlands,99,72,68,54,6692
E02005688,East Midlands,83,84,103,116,9647
E02005689,East Midlands,175,218,170,152,10131
E02005690,East Midlands,92,66,83,72,5644
E02005691,East Midlands,58,40,45,67,6736
E02005692,East Midlands,43,35,42,70,6604
E02005693,East Midlands,52,54,70,76,8774
E02005694,East Midlands,37,49,59,71,7342
E02005695,East Midlands,45,43,62,108,9310
E02005696,East Midlands,52,57,50,65,6252
E02005697,East Midlands,28,45,44,60,7171
E02005698,East Midlands,52,35,48,45,6007
E02005699,East Midlands,52,42,74,90,8307
E02005700,East Midlands,42,50,89,94,9355
E02005701,East Midlands,68,43,103,94,10959
E02005702,North East,14,15,35,48,6728
E02005703,North East,12,26,15,35,6795
E02005704,North East,34,50,55,82,12711
E02005705,North East,41,31,39,37,7683
E02005706,North East,19,22,21,73,9513
E02005707,North East,12,15,26,70,7173
E02005708,North East,34,32,37,69,10436
E02005709,North East,20,18,24,60,7060
E02005710,North East,32,36,39,95,9448
E02005711,North East,22,17,27,80,8162
E02005712,North East,31,27,45,102,8732
E02005713,North East,27,22,34,77,6426
E02005714,North East,45,22,41,58,5141
E02005715,North East,31,51,58,112,8816
E02005716,North East,51,65,64,112,9119
E02005717,North East,32,28,32,61,7521
E02005718,North East,28,34,47,56,6361
E02005719,North East,36,29,25,80,8513
E02005720,North East,27,36,59,56,12010
E02005721,North East,20,27,47,48,5683
E02005722,North East,36,71,79,117,8741
E02005723,North East,21,18,30,61,6149
E02005724,North East,29,40,41,69,6712
E02005725,North East,39,74,63,87,6928
E02005726,North East,39,52,74,89,7851
E02005727,North East,18,29,31,39,6297
E02005728,North East,16,18,14,35,6985
E02005729,North East,37,26,40,57,5732
E02005730,North East,55,60,60,147,13037
E02005731,North East,88,63,66,98,11088
E02005732,North East,39,67,89,102,9150
E02005733,North East,29,51,35,74,8540
E02005734,North East,14,8,12,19,6045
E02005735,North East,24,30,44,46,7784
E02005736,North East,24,52,50,60,8451
E02005737,North East,37,24,39,67,7382
E02005738,North East,22,16,24,43,4904
E02005739,North East,47,38,63,79,9130
E02005740,North East,44,48,42,70,10319
E02005741,North East,30,34,32,61,8564
E02005742,Yorkshire and The Humber,27,21,30,47,7465
E02005743,Yorkshire and The Humber,20,12,33,50,5066
E02005744,Yorkshire and The Humber,32,37,36,88,7960
E02005745,Yorkshire and The Humber,37,20,34,66,5408
E02005746,Yorkshire and The Humber,60,53,37,82,6721
E02005747,Yorkshire and The Humber,41,50,45,73,6868
E02005748,Yorkshire and The Humber,32,26,62,119,7707
E02005749,Yorkshire and The Humber,44,53,72,80,10143
E02005750,Yorkshire and The Humber,27,28,59,65,7710
E02005751,Yorkshire and The Humber,29,24,67,72,8674
E02005752,Yorkshire and The Humber,16,25,26,53,6854
E02005753,Yorkshire and The Humber,58,32,69,118,13421
E02005754,Yorkshire and The Humber,20,17,25,80,7547
E02005755,Yorkshire and The Humber,21,29,30,60,6804
E02005756,Yorkshire and The Humber,33,22,24,69,6836
E02005757,Yorkshire and The Humber,32,27,56,62,8662
E02005758,Yorkshire and The Humber,47,73,28,68,9219
E02005759,Yorkshire and The Humber,39,29,49,140,9368
E02005760,Yorkshire and The Humber,51,18,37,61,6837
E02005761,Yorkshire and The Humber,28,24,21,62,5518
E02005762,Yorkshire and The Humber,35,20,30,66,6151
E02005763,Yorkshire and The Humber,22,31,48,78,6435
E02005764,Yorkshire and The Humber,48,41,51,88,10123
E02005765,Yorkshire and The Humber,17,19,35,88,6823
E02005766,Yorkshire and The Humber,30,19,33,54,6081
E02005767,Yorkshire and The Humber,34,24,37,71,7216
E02005768,Yorkshire and The Humber,37,31,45,77,7237
E02005769,Yorkshire and The Humber,33,21,41,76,6956
E02005770,Yorkshire and The Humber,34,31,45,103,8986
E02005771,Yorkshire and The Humber,36,17,29,79,7562
E02005772,Yorkshire and The Humber,26,34,34,70,5823
E02005773,Yorkshire and The Humber,41,45,40,110,8958
E02005774,Yorkshire and The Humber,61,36,65,114,9160
E02005775,Yorkshire and The Humber,48,36,66,135,9850
E02005776,Yorkshire and The Humber,38,28,50,103,9728
E02005777,Yorkshire and The Humber,53,43,53,87,8340
E02005778,Yorkshire and The Humber,24,21,41,84,5989
E02005779,Yorkshire and The Humber,31,27,56,82,7692
E02005780,Yorkshire and The Humber,60,52,92,153,10953
E02005781,Yorkshire and The Humber,33,31,48,58,5964
E02005782,Yorkshire and The Humber,33,30,30,63,7572
E02005783,Yorkshire and The Humber,37,29,40,68,8271
E02005784,Yorkshire and The Humber,47,34,27,48,6313
E02005785,Yorkshire and The Humber,78,95,85,140,16942
E02005786,Yorkshire and The Humber,36,25,21,15,5969
E02005787,Yorkshire and The Humber,42,32,21,45,8665
E02005788,Yorkshire and The Humber,35,21,23,30,6476
E02005789,Yorkshire and The Humber,32,37,63,124,10775
E02005790,Yorkshire and The Humber,19,27,29,54,7035
E02005791,Yorkshire and The Humber,22,16,33,79,7030
E02005794,Yorkshire and The Humber,47,31,58,100,9688
E02005795,Yorkshire and The Humber,24,10,13,59,6847
E02005796,Yorkshire and The Humber,36,21,33,46,6587
E02005797,Yorkshire and The Humber,10,10,7,43,6202
E02005798,Yorkshire and The Humber,19,16,19,48,8247
E02005799,Yorkshire and The Humber,23,23,43,63,9162
E02005800,Yorkshire and The Humber,28,15,17,45,7785
E02005801,Yorkshire and The Humber,11,18,19,44,5455
E02005802,Yorkshire and The Humber,45,34,33,73,8069
E02005803,Yorkshire and The Humber,25,32,28,59,9131
E02005804,Yorkshire and The Humber,18,26,22,48,8026
E02005805,Yorkshire and The Humber,16,15,22,61,7471
E02005806,Yorkshire and The Humber,45,30,38,59,7758
E02005807,Yorkshire and The Humber,28,19,19,45,6471
E02005808,Yorkshire and The Humber,13,22,41,69,11526
E02005809,Yorkshire and The Humber,48,43,44,134,7526
E02005810,Yorkshire and The Humber,53,46,100,116,9566
E02005811,Yorkshire and The Humber,28,45,81,123,9782
E02005812,Yorkshire and The Humber,63,43,105,196,10929
E02005813,Yorkshire and The Humber,50,33,56,110,13546
E02005814,Yorkshire and The Humber,20,27,32,70,6732
E02005815,Yorkshire and The Humber,29,34,45,102,8634
E02005816,Yorkshire and The Humber,33,43,65,93,8734
E02005817,Yorkshire and The Humber,40,59,47,91,7428
E02005818,Yorkshire and The Humber,52,38,51,86,8820
E02005819,East Midlands,18,17,33,58,6509
E02005820,East Midlands,15,16,42,72,5567
E02005821,East Midlands,44,19,33,61,6974
E02005822,East Midlands,37,33,49,120,10798
E02005823,East Midlands,18,21,41,80,7950
E02005824,East Midlands,40,37,60,102,10047
E02005825,East Midlands,30,39,39,110,8119
E02005826,East Midlands,15,36,36,72,6428
E02005827,East Midlands,35,54,71,86,9489
E02005828,East Midlands,34,28,52,96,7998
E02005829,East Midlands,16,25,47,87,6668
E02005830,East Midlands,17,19,30,62,5953
E02005831,East Midlands,77,55,97,180,10482
E02005832,East Midlands,47,56,77,189,9379
E02005833,East Midlands,43,49,79,127,7702
E02005834,East Midlands,46,53,81,133,8274
E02005835,East Midlands,70,84,84,93,10937
E02005836,East Midlands,34,35,39,92,9216
E02005837,East Midlands,26,24,36,68,7961
E02005838,East Midlands,28,18,38,71,8228
E02005839,East Midlands,34,27,55,82,6391
E02005840,East Midlands,56,37,51,95,9476
E02005842,East Midlands,30,37,30,89,8814
E02005843,East Midlands,24,40,32,63,6964
E02005844,East Midlands,38,36,36,98,8644
E02005846,East Midlands,19,16,20,38,7311
E02005847,East Midlands,31,14,27,51,7231
E02005848,East Midlands,39,22,25,67,6445
E02005849,East Midlands,31,20,34,93,9434
E02005850,East Midlands,30,22,64,85,6952
E02005851,East Midlands,24,34,75,80,6310
E02005852,East Midlands,38,50,74,146,8443
E02005853,East Midlands,53,73,99,139,9266
E02005856,East Midlands,28,57,78,119,7278
E02005857,East Midlands,23,40,83,107,6503
E02005858,East Midlands,43,59,120,133,8418
E02005859,East Midlands,60,64,122,187,9370
E02005860,East Midlands,59,66,176,179,9664
E02005861,East Midlands,44,32,62,81,5718
E02005862,East Midlands,73,58,81,132,8241
E02005863,East Midlands,65,70,98,131,7601
E02005864,East Midlands,62,62,79,114,8254
E02005865,East Midlands,27,55,91,123,8374
E02005866,East Midlands,53,58,72,148,9376
E02005868,East Midlands,42,45,83,127,7161
E02005869,East Midlands,35,53,48,104,6046
E02005870,East Midlands,41,34,76,114,6913
E02005871,East Midlands,40,39,68,119,7130
E02005872,East Midlands,101,73,83,131,6374
E02005873,East Midlands,55,63,159,212,10120
E02005874,East Midlands,64,51,111,157,8650
E02005875,East Midlands,50,43,101,149,8181
E02005876,East Midlands,40,50,105,156,8958
E02005877,East Midlands,56,53,74,132,7083
E02005878,East Midlands,50,46,97,166,10249
E02005879,East Midlands,46,35,77,118,7616
E02005880,East Midlands,40,34,27,73,6280
E02005881,East Midlands,29,19,38,68,6208
E02005882,East Midlands,46,40,53,93,7620
E02005883,East Midlands,46,48,86,99,8501
E02005884,East Midlands,18,30,56,57,5962
E02005885,East Midlands,55,52,62,124,8482
E02005886,East Midlands,52,51,85,171,11224
E02005887,East Midlands,45,37,92,138,10605
E02005888,East Midlands,36,37,62,105,8350
E02005889,East Midlands,42,34,82,115,10532
E02005890,East Midlands,35,38,58,97,6607
E02005891,East Midlands,21,52,38,80,6463
E02005892,East Midlands,54,74,131,187,12517
E02005893,East Midlands,37,42,66,126,11244
E02005894,East Midlands,59,43,96,135,11127
E02005895,East Midlands,34,48,50,92,7875
E02005896,East Midlands,40,51,72,68,7650
E02005897,East Midlands,28,38,87,117,9410
E02005898,East Midlands,56,80,113,174,11354
E02005899,East Midlands,106,85,124,137,12448
E02005900,East Midlands,39,40,79,128,7458
E02005901,East Midlands,83,66,72,135,9875
E02005902,East Midlands,74,60,79,83,8367
E02005903,East Midlands,76,70,101,132,10163
E02005904,East Midlands,52,67,107,157,9391
E02005905,East Midlands,24,36,81,96,6765
E02005906,East Midlands,52,39,99,104,7406
E02005907,East Midlands,88,51,121,184,10349
E02005908,East Midlands,42,66,113,154,9440
E02005909,East Midlands,46,52,121,145,8731
E02005910,East Midlands,59,66,140,189,10040
E02005911,East Midlands,38,36,79,148,8773
E02005912,East Midlands,50,56,100,131,9711
E02005913,East Midlands,60,52,81,129,8412
E02005914,East Midlands,44,66,96,107,8299
E02005915,East Midlands,54,27,55,65,5803
E02005916,East Midlands,88,67,106,133,7913
E02005917,East Midlands,38,39,72,86,5788
E02005918,East Midlands,30,40,37,64,5152
E02005919,East Midlands,47,38,95,135,7016
E02005920,East Midlands,77,62,79,137,8583
E02005921,South East,45,47,46,60,6032
E02005922,South East,58,43,67,73,8205
E02005923,South East,44,41,32,49,5767
E02005924,South East,70,80,94,119,11919
E02005925,South East,47,42,53,67,8476
E02005926,South East,55,55,66,82,8540
E02005927,South East,35,71,42,61,5194
E02005928,South East,110,105,88,126,9987
E02005929,South East,49,22,56,64,6961
E02005930,South East,61,62,62,124,8621
E02005931,South East,93,92,125,176,10452
E02005932,South East,45,46,92,129,6626
E02005933,South East,81,97,88,114,7474
E02005934,South East,50,61,88,137,8713
E02005935,South East,119,95,140,151,8063
E02005936,South East,90,152,350,194,11969
E02005937,South East,58,30,57,66,6783
E02005938,South East,54,44,56,67,5502
E02005939,South East,35,46,74,77,6562
E02005940,South East,33,26,80,98,5464
E02005941,South East,47,45,79,86,6903
E02005942,South East,41,55,93,68,6604
E02005943,South East,33,52,98,85,6093
E02005944,South East,41,43,85,103,6996
E02005945,South East,41,74,138,152,14878
E02005946,South East,41,41,112,93,7292
E02005947,South East,86,169,239,188,18665
E02005948,South East,30,60,89,107,6816
E02005949,South East,36,31,82,94,7055
E02005950,South East,44,68,199,152,10525
E02005951,South East,35,68,102,76,5382
E02005952,South East,64,74,173,236,13580
E02005953,South East,24,29,73,65,4920
E02005954,South East,37,55,111,119,9025
E02005955,South East,67,75,106,142,9678
E02005956,South East,32,33,56,97,5709
E02005957,South East,33,47,54,86,5999
E02005958,South East,32,45,104,78,5291
E02005959,South East,36,36,50,75,5687
E02005960,South East,59,81,169,118,7456
E02005961,South East,57,37,93,102,6696
E02005962,South East,110,179,118,111,9350
E02005963,South East,51,56,80,79,8098
E02005964,South East,48,57,68,111,7043
E02005965,South East,37,39,63,62,5412
E02005966,South East,72,71,97,106,7813
E02005967,South East,80,70,110,137,8789
E02005968,South East,57,54,96,122,8194
E02005969,South East,69,86,107,123,9538
E02005970,South East,61,54,56,92,5435
E02005971,South East,67,37,75,99,6241
E02005972,South East,68,88,101,142,10475
E02005973,South East,32,45,75,86,5686
E02005974,South East,58,66,67,77,6241
E02005975,South East,63,69,67,86,8153
E02005976,South East,50,33,74,84,6260
E02005977,South East,55,53,71,58,5924
E02005978,South East,52,58,114,103,7689
E02005979,South East,63,66,124,105,10096
E02005980,South East,89,97,124,150,12184
E02005981,South East,50,69,80,88,8821
E02005982,South East,47,55,73,74,5979
