OAXXCD,E.01,E.11,E.21
X0000175E,0.22129940787488103,0.3771702190252066,0.6344007779098885
X0000176E,0.10930833255466672,0.22643559306608763,0.6674678109283048
X0000177E,0.1397212608326967,0.2835824921876257,0.5977729937530376
X0000178E,0.2808014737372018,0.37064692370217084,0.6624047901243816
X0000179E,0.158865020730306,0.46799900140669204,0.6480971419913945
X0000180E,0.09626235359552436,0.2841261314364592,0.5993213126693426
X0000181E,0.16393064767812446,0.39555122866167153,0.6206204739176294
X0000182E,0.15951579009951597,0.3251633562409252,0.6209780225516449
X0000183E,0.2313885186578121,0.3569115380409028,0.7252218459205195
X0000184E,0.2840220853148108,0.4543181903329109,0.7717019157834992
X0000185E,0.27957470331966766,0.41021966242685187,0.6811807468952398
X0000186E,0.11404072285069912,0.2879461656900445,0.6008431919170734
X0000187E,0.24224611423251674,0.36998789563666457,0.5873363435639442
X0000188E,0.20753276272632548,0.3532277900248136,0.6592188072962732
X0000189E,0.1736601483628058,0.4497085924537392,0.7244592757117786
X0000190E,0.3051036433867612,0.5060486224019167,0.6700748757556126
X0000191E,0.27959924941268133,0.6871306982724801,0.7600318606826759
X0000192E,0.20085438553405896,0.5516502276949024,0.5935581577327504
X0000193E,0.5862331031308675,0.8541185049786411,0.8598757333477656
X0000194E,0.14723801967306002,0.5916285669004402,0.7282015940623318
X0000195E,0.2707161936019219,0.5515067795934298,0.7290025717292785
X0000196E,0.17121796710184228,0.5363654055448087,0.7083180709996598
X0000197E,0.19335571770599783,0.7125247257810315,0.8112825384542353
X0000198E,0.3107662880875029,0.7242709567997402,0.7623350753468957
X0000199E,0.22338737568996506,0.6259736977342119,0.7317774223923587
X0000200E,0.33568346084543865,0.5693627496872284,0.6904944591920635
X0000201E,0.14497955066110782,0.4577203120398703,0.669677306590385
X0000202E,0.2898753973325453,0.6881199084021036,0.703431972300693
X0000203E,0.2829863529581954,0.709465338016813,0.7880932180301438
X0000204E,0.5000482940866692,0.6241369881340407,0.6317826315768175
X0000205E,0.27204601603490175,0.6833485846960421,0.7892186557034626
X0000206E,0.26538545783609385,0.5639171397375421,0.7371129532522201
X0000207E,0.20622361625967534,0.5863399467348941,0.7165548497301976
X0000208E,0.08349803969076043,0.6001207631720876,0.7672749013605262
X0000209E,0.22522122674319797,0.5699929455790025,0.6692490479322574
X0000210E,0.2867756332603452,0.6040824670033971,0.7616050052272558
X0000211E,0.18179995515086897,0.4436624995331547,0.6554061540946298
X0000212E,0.596439590413101,0.848445915839732,0.8322910788404149
X0000213E,0.11070976068887495,0.45387069563346655,0.7457753898718832
X0000214E,0.5583105743795829,0.7288213863817268,0.849455514058175
X0000215E,0.40272433618747205,0.7476009141146471,0.8293824389748151
X0000216E,0.2172523475266239,0.629670188706209,0.7528870545095422
X0000217E,0.28566377803453397,0.6667660351495014,0.7766833699167998
X0000218E,0.2735425635350012,0.5842815022508696,0.7186138187407102
X0000219E,0.40124771998050157,0.7659071157177595,0.7798463361254285
X0000220E,0.5707838224655478,0.8139662114343037,0.8497988745156612
X0000221E,0.5880868851091982,0.8267494896590574,0.858296895363243
X0000222E,0.3770692021343275,0.7108580656088956,0.7750317778501811
X0000223E,0.312568459578183,0.6712165278374337,0.7015444963331687
X0000224E,0.3088074013868073,0.7040205071113125,0.7317073825237616
X0000225E,0.51493757889532,0.8278745464165741,0.8175562129929922
X0000226E,0.32271367740165396,0.7857077098774413,0.8309354884422132
X0000227E,0.5197002423628609,0.7659836249663744,0.7882056046430262
X0000228E,0.15967069767924222,0.614886719721662,0.7476793494361605
X0000229E,0.2409247576202259,0.7329998657150036,0.7918451724173372
X0000230E,0.49043447366332893,0.7524037999763186,0.807106377687447
X0000231E,0.6086536182168865,0.7305023789528086,0.7746364707088983
X0000232E,0.4372210551228311,0.687889244636744,0.7807683612554974
X0000233E,0.6198923330778302,0.7330610297798505,0.7365793049350831
X0000234E,0.3646664506844874,0.7471351094494033,0.8395468208466134
X0000235E,0.5915895854270411,0.6962895483198221,0.690482198659178
X0000236E,0.7010878557625271,0.8659254653179322,0.8927513315280874
X0000237E,0.7293483602932254,0.8480081118913182,0.8313433769539704
X0000238E,0.6133996095163159,0.7912937383225302,0.8223051369131411
X0000239E,0.4635075518307969,0.7674084591260187,0.8077519673243155
X0000240E,0.4948286049384434,0.7167975750077259,0.8317390543116988
X0000241E,0.5367797757309198,0.7904142674570301,0.833273690131518
X0000242E,0.5388899164390465,0.7335067665446819,0.8259009004254394
X0000243E,0.5849909415362389,0.7778578223567414,0.8608635498913388
X0000244E,0.5611324363047515,0.8018944645864422,0.8305665705514342
X0000245E,0.4021136781686568,0.7383752776053414,0.8553114621489092
X0000246E,0.5837242732072075,0.7722962662315158,0.8281962227302478
X0000247E,0.44962275996069995,0.7887642046943781,0.8111175164878032
X0000248E,0.49118476904118413,0.8052922810066068,0.8791678464051021
X0000249E,0.458104927359121,0.7908955532473888,0.8344371428044057
X0000250E,0.4956630006399663,0.8350481938394259,0.8366366916038627
X0000251E,0.5551117500273838,0.7624333882628276,0.8305792019034665
X0000252E,0.373636290450934,0.5930265263288549,0.6998613572607141
X0000253E,0.20704762787897216,0.5169393938666443,0.6649799177168951
X0000254E,0.20996373310918892,0.5835583515843911,0.7124656308230543
X0000255E,0.1285779379629865,0.42089710159154015,0.6114346007747049
X0000256E,0.1461511751506309,0.5823522579277544,0.7248242795908584
X0000257E,0.1692978804904187,0.5808600674539525,0.7169696105300544
X0000258E,0.14232368115942534,0.5131214199184994,0.7502944795437484
X0000259E,0.03882369135085184,0.4197490282000367,0.6487220218703664
X0000260E,0.2107123750019519,0.5607268078213862,0.717615939383046
X0000261E,0.14078396703732235,0.4900684346269746,0.6668275656047503
X0000262E,0.2448194896596304,0.5015180520975459,0.6373698502705895
X0000263E,0.3566107087714693,0.5341425816246806,0.6347417171938693
X0000264E,0.38064715989403025,0.6406590442959137,0.7016251325406359
X0000265E,0.3990843807769901,0.6781681482278389,0.80479085266962
X0000266E,0.45143476455826437,0.6648274970958972,0.7391406618271263
X0000267E,0.3155873787443435,0.5594047866999876,0.6967306991138921
X0000268E,0.15275302790769327,0.7295032694233462,0.8107973448574364
X0000269E,0.2848347111018034,0.5793507151847117,0.7143135986096241
X0000270E,0.15807610544980377,0.5902716756267584,0.7320236570944524
X0000271E,0.12842914394040228,0.5447381727561751,0.6920452144593933
X0000272E,0.2636395364182036,0.516955012132999,0.6359447510815291
X0000273E,0.2385405291585411,0.5734990484207011,0.6778475408569284
X0000274E,0.2920679304003845,0.5773257271306262,0.6855511043323277
X0000275E,0.21082717655696998,0.6057625078866911,0.7396722699852499
X0000276E,0.14166836698928995,0.48768323046484285,0.6503030207582973
X0000277E,0.30841503785102703,0.5772615797130425,0.7465892433785852
X0000278E,0.22953139868058994,0.491603957790569,0.6336299405460382
X0000279E,0.16145649605459067,0.44508953474217894,0.6619080820670769
X0000280E,0.15252974770996086,0.40869190273637196,0.6679361206313318
X0000281E,0.19561798510315098,0.5281097709967076,0.6805494263916003
X0000282E,0.05674427586839832,0.4638666403911063,0.5990082642077341
X0000283E,0.20817763440656387,0.4974401839216197,0.6806784872495257
X0000284E,0.11114581542493418,0.49070805494280906,0.6807593088470176
X0000285E,0.24894597583240863,0.566583932504968,0.6750322754904406
X0000286E,0.10933266636741748,0.4319785704587508,0.7284625124245003
X0000287E,0.1761501780212293,0.4680141372040326,0.7585012361680465
X0000288E,0.18194859319111328,0.5691751154260949,0.6791456376181179
X0000289E,0.21993808986701938,0.5145202755255752,0.7048708240229585
X0000290E,0.19063323442435268,0.48005077944355046,0.6974470477061193
X0000291E,0.2632927695565917,0.45894987002623566,0.7250272482140527
X0000292E,0.29542801053465834,0.5718457320081267,0.6703931113101528
X0000293E,0.16772296489462132,0.4643837410305849,0.697025572282587
X0000294E,0.23211970889610856,0.4825795619369427,0.6633594085030802
X0000295E,0.14491718581742705,0.5920378614224002,0.715044820383661
X0000296E,0.18500817589259433,0.504913536905835,0.7350348808234086
X0000297E,0.08406103553370059,0.4931323422320101,0.7700019224637126
X0000298E,0.1606277285311928,0.513622473188893,0.735239185621865
X0000299E,0.20173867140963983,0.49097316321863316,0.7031158646091834
X0000300E,0.19090671819624958,0.6067653227716924,0.7697784167460623
X0000301E,0.19805224070981017,0.43354384081378017,0.6944401387930063
X0000302E,0.14091502950772788,0.46064706540219685,0.6456671848507295
X0000303E,0.20768748618265798,0.6138051056952795,0.7332820771426839
X0000304E,0.11533385844028718,0.48302815532709387,0.621011280452273
X0000305E,0.12001502887442807,0.4951443836119372,0.6588668711802598
X0000306E,0.15478399801830559,0.45339997056755044,0.635244494841559
X0000307E,0.16419837261671572,0.6297246592344651,0.7932522224619255
X0000308E,0.17063821883218347,0.4551454722638053,0.7194507437183373
X0000309E,0.15795530954987666,0.48361082401415084,0.6806561888383507
X0000310E,0.12290090396948766,0.4158174739426573,0.634698035416568
X0000311E,0.10620378512382346,0.503776156397998,0.6685852899774454
X0000312E,0.1698137551545804,0.5519376509723538,0.6640944343378413
X0000313E,0.2522690180416407,0.543169898820813,0.772989622005051
X0000314E,0.23543083147919772,0.5106150625123809,0.7337051511961913
X0000315E,0.2914535840124642,0.5694256496190718,0.7721284681936513
X0000316E,0.25337699816717785,0.5429466328836867,0.6971208096549624
X0000317E,0.3022680812799205,0.507550951425866,0.6545548839834749
X0000318E,0.23027835583248232,0.7962420706635696,0.8216597318104923
X0000319E,0.282415197687304,0.7269561902210802,0.7341489184107193
X0000320E,0.2205758957130923,0.691404113580426,0.6874403686381828
X0000321E,0.1832928545655994,0.6950155407499263,0.679932130333268
X0000322E,0.23517194912894526,0.6929370567448869,0.6658702600246814
X0000323E,0.17851163381484306,0.7139941368910753,0.6761080944086303
X0000324E,0.3575747533454003,0.8396999729004139,0.8278991517572447
X0000325E,0.32323092096286143,0.7888094072874174,0.7298901114388503
X0000326E,0.234872887765472,0.6554052813707395,0.6164110007076977
X0000327E,0.3558600071291265,0.7825388683266975,0.7210469652954123
X0000328E,0.24961091590950957,0.7117350284959215,0.7309563921380428
X0000329E,0.5185370547669877,0.8086316724194643,0.7711128949333377
X0000330E,0.2702099299925089,0.7122813036273988,0.7302664946887788
X0000331E,0.5848675069458984,0.7472585589817524,0.7850412982206566
X0000332E,0.16763929524899635,0.7684771908640999,0.7390250204530022
X0000333E,0.5234442260128824,0.7417170592386113,0.755096968985713
X0000334E,0.3787884299311165,0.7176642680632311,0.6704428289466381
X0000335E,0.5097071669968617,0.8524896499002106,0.8200157530561921
X0000336E,0.31510789414127693,0.6929210873520198,0.639683204920664
X0000337E,0.42563459519252295,0.7367366752281909,0.7561993913302842
X0000338E,0.48992571740942475,0.8061758975865959,0.7669812256145635
X0000339E,0.4390501845612614,0.8493466060530309,0.8568282681401501
X0000340E,0.44560701021957766,0.7797900563924456,0.7514367797771686
X0000341E,0.25124671567274853,0.7329371835366415,0.5467548916369671
X0000342E,0.10743398258046293,0.632740629149706,0.7772111490827955
X0000343E,0.27391251121532445,0.7303395099886963,0.7786998899568146
X0000344E,0.238469996260998,0.7568144898690223,0.7572628609475853
X0000345E,0.2603093571342592,0.6859985996943091,0.8466938338002516
X0000346E,0.2202207550750387,0.6162530512165225,0.7602961362432792
X0000347E,0.2074091228571867,0.6631510935793415,0.7007223334887684
X0000348E,0.14698992476839737,0.5825004975498957,0.694914726375363
X0000349E,0.21401601651275434,0.526454786105634,0.6655541706448841
X0000350E,0.13328763156430978,0.5174041242430284,0.6341953466269366
X0000351E,0.20467708757898082,0.39065138224345136,0.6662552076921698
X0000352E,0.4293115678913175,0.6362980454848601,0.7629895470650139
X0000353E,0.21350615245266327,0.5458892133050228,0.740571901414639
X0000354E,0.188988254039587,0.558254625650573,0.7561886883366815
X0000355E,0.2410838178753167,0.6314389101967212,0.7387265333089327
X0000356E,0.13129250704085693,0.5959781499426665,0.7102573279048909
X0000357E,0.22389097335342828,0.5855064694894571,0.7315468658637958
X0000358E,0.20175642111294023,0.521896181750346,0.6835125547684098
X0000359E,0.13349967372361898,0.4965764639185262,0.740625384892639
X0000360E,0.14989228194692517,0.4880762044602371,0.7639115250889289
X0000361E,0.11786450416287235,0.49535278208649336,0.6479331706003372
X0000362E,0.17511588191400781,0.5164333787604933,0.7325194594477223
X0000363E,0.10981341379554449,0.4226330249558451,0.6934646212520382
X0000364E,0.17882721942642485,0.5214451618585407,0.7049186228438002
X0000365E,0.4071016768296858,0.6411178775000513,0.710585267969884
X0000366E,0.1691333548851883,0.4735216677781744,0.6867006957950299
X0000367E,0.12656414651156692,0.5014250701441436,0.7158463447014792
X0000368E,0.16725011313687221,0.5943246713238837,0.7770797633785809
X0000369E,0.2328075173217685,0.5719753242574672,0.6695496469771619
X0000370E,0.10743398258046293,0.4316041785899255,0.707712631843147
X0000371E,0.12876175320033928,0.47762031102585156,0.6828650345055408
X0000372E,0.21241899840433837,0.5385268760777794,0.7664298373667888
X0000373E,0.14557590643430207,0.5158725853337813,0.6771778569277884
X0000374E,0.23882083798867296,0.5818425547578537,0.7028514053894345
X0000375E,0.25107702127360126,0.604477017147836,0.7709042397103056
X0000376E,0.11523551795207547,0.5126343486692786,0.7191411347606771
X0000377E,0.13174268144703238,0.47485976703509075,0.721986892309001
X0000378E,0.181530079179995,0.5308234210850417,0.6849358534466379
X0000379E,0.2274716557132128,0.6068142362872162,0.7135263391058393
X0000380E,0.19134584000885504,0.5209834566840292,0.681135096840745
X0000381E,0.3155756228149843,0.5724983606206839,0.7716914652553418
X0000382E,0.17671767985390208,0.6295825087285859,0.7810853021985331
X0000383E,0.16232880425335058,0.558745298463208,0.6947070237347213
X0000384E,0.20235942376017502,0.4937537103506366,0.7013282725561114
X0000385E,0.133318273558421,0.5005619664088082,0.7411673188697299
X0000386E,0.10488100902643419,0.47773602532049325,0.7071679096454107
X0000387E,0.12823330042425354,0.5677402421330906,0.7273202335715979
X0000388E,0.1334350027014338,0.5388592707989266,0.6969587845247741
X0000389E,0.27129879980891464,0.5478675088209091,0.7969801978329815
X0000390E,0.08341029354060611,0.5045653871218453,0.7565350069630902
X0000391E,0.16815149443301217,0.5277906408504796,0.7052403800427609
X0000392E,0.1659535292148697,0.5429175668222869,0.672596215792289
X0000393E,0.04698343472408956,0.510487864854005,0.7321995301094616
X0000394E,0.14764049244892066,0.47669263216778984,0.7578046018932484
X0000395E,0.21731217330721572,0.5094081317451667,0.6979194496446882
X0000396E,0.09239727196553847,0.5066377030620264,0.692269971586002
X0000397E,0.1780840870429679,0.5544165085589524,0.6768052398293506
X0000398E,0.18173842927276107,0.6219906198329813,0.6999152516025465
X0000399E,0.18396958008401154,0.49211889925699326,0.6725876564273439
X0000400E,0.27086391684861344,0.5339538008945576,0.6562346168070052
X0000401E,0.23597521617901854,0.5196505950793081,0.6961748070045977
X0000402E,0.22985141039871276,0.4995364579165469,0.7769711605462113
X0000403E,0.17640145220447576,0.5229003966700708,0.6284726851030042
X0000404E,0.155760525879525,0.5146494262466744,0.703364849796087
X0000405E,0.14590993569913782,0.5673312746631288,0.7068385170880723
X0000406E,0.24993929990770336,0.5628755252112241,0.7458737807661385
X0000407E,0.21712425074697184,0.5044437546507194,0.596773630177824
X0000408E,0.4117224440221921,0.6696881532468821,0.8136115895868843
X0000409E,0.20619127699696627,0.5358138001095608,0.7034908133999921
X0000410E,0.23892716769128305,0.573964993886299,0.6750545991148161
X0000411E,0.3442090365535378,0.6139516974217021,0.7576259043132618
X0000412E,0.19389225358204185,0.5252388472439817,0.7116403872702836
X0000413E,0.2766340923510002,0.5876203700824564,0.800693275398631
X0000414E,0.46392994114209873,0.7719176459379585,0.8257666488226332
X0000415E,0.49125236041801096,0.7546674258753804,0.7794787664759112
X0000416E,0.20501257822796434,0.6798927568183472,0.7666499441508017
X0000417E,0.38594223001294387,0.6645255055569205,0.8239741996339212
X0000418E,0.2948839561409673,0.5492483563847369,0.7105136459508212
X0000419E,0.28049608014027533,0.5620489921837094,0.8125951349300737
X0000420E,0.21825716158640532,0.5745757637026977,0.777607837600363
X0000421E,0.47122081525311343,0.7222804220785917,0.8139088414971192
X0000422E,0.39826065762850194,0.6537275953939531,0.7805158314649209
X0000423E,0.27977296561057274,0.6032623355030113,0.77823522973778
X0000424E,0.4761508693425047,0.7596205298427273,0.8081594883033721
